item_id,title,brand,family,r720b_l1,r720b_l2,r720b_l3,orig_l1,orig_l2
3325,"Rok Hardware #6 x 3/4"" Flat Head Phillips Deep Thread Wood Screws Nickel (Zinc finish) - Super Value 100 Pack",Rok,fastener,<a_130>,<a_130><b_113>,<c_1>,<a_224>,<a_224><b_95>
3326,"3 Piece Set - Plastic Graduated Cylinders, 10, 50 & 100ml - PP Material Karter Scientific 219H2",Karter Scientific,other,<a_251>,<a_251><b_184>,<c_64>,<a_94>,<a_94><b_113>
3327,MDF MD One Stainless Steel Premium Dual Head Stethoscope - Free-Parts-for-Life & Lifetime Warranty (MDF777-07) - Pastel Purple,MDF Instruments,other,<a_18>,<a_18><b_39>,<c_221>,<a_180>,<a_180><b_31>
3328,MDF MD One Stainless Steel Premium Dual Head Stethoscope - Free-Parts-for-Life & Lifetime Warranty (MDF777-01) - Pink,MDF Instruments,other,<a_18>,<a_18><b_39>,<c_31>,<a_180>,<a_180><b_31>
3329,"Pack of 12 Double Sided Plated-through Holes (THP) 2""x1.34"" 250hole Epoxy Fiber Pitch 0.1"" (Veroboard)",TinyPatrol,adhesive_epoxy,<a_216>,<a_216><b_60>,<c_49>,<a_73>,<a_73><b_213>
3330,"Online Best Service 3"" Swivel Caster Wheels Rubber Base with Top Plate & Bearing Heavy Duty , Pack of 4",Online Best Service,other,<a_54>,<a_54><b_34>,<c_244>,<a_87>,<a_87><b_74>
3331,3DDPLUS 1.75mm PLA 3D Printer Filament Black- 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm (Plain Black),RainbowME,3d_filament,<a_237>,<a_237><b_165>,<c_43>,<a_223>,<a_223><b_105>
3332,"Electronics-Salon 20PCS Double-Side Prototype Board PCB, FR-4 Glass Fiber(50x70mm 5PCS, 40x60mm 5PCS, 30x70mm 5PCS, 20x80mm 5PCS)",Electronics-Salon,other,<a_220>,<a_220><b_15>,<c_166>,<a_158>,<a_158><b_255>
3333,"E-Z Lok Threaded Insert, Brass, Knife Thread, 3/8""-16 Internal Threads, 0.625"" Length (Pack of 10)",E-Z LOK,other,<a_228>,<a_228><b_153>,<c_12>,<a_224>,<a_224><b_133>
3334,Ajax Scientific 7 Piece Plastic Gear and Bushing Set,Ajax Scientific,other,<a_137>,<a_137><b_22>,<c_137>,<a_159>,<a_159><b_117>
3335,50pcs x Superbright 10mm Round LED Light Lamp Ultra Bright 10mm White led 30000MCD,WholesaleLED,other,<a_30>,<a_30><b_185>,<c_67>,<a_73>,<a_73><b_223>
3336,"Sponge Neoprene With Adhesive 1/8"" Thick X 54"" Wide X 1'",CLEVERBRAND INC.,adhesive_epoxy,<a_45>,<a_45><b_171>,<c_98>,<a_170>,<a_170><b_230>
3337,"Vastar ESD Anti-Static Wrist Strap Components, Blue",Vastar,other,<a_21>,<a_21><b_217>,<c_201>,<a_23>,<a_23><b_38>
3338,Uxcell a15052000ux0115 2Pcs Slotted Metal 35 mm Din Mounting Rail 40 cm Long for AC Contactor,uxcell,other,<a_196>,<a_196><b_203>,<c_68>,<a_23>,<a_23><b_188>
3339,"Eaton Weatherhead 3220X12X8 Brass CA360 Fitting, Bushing, 1/2"" NPT Female x 3/4"" NPT Male",Weatherhead,connector_fitting,<a_242>,<a_242><b_8>,<c_255>,<a_108>,<a_108><b_160>
3340,"E-Projects 25EP514150R 150 Ohm Resistors, 1/4 W, 5% (Pack of 25)",E-Projects,other,<a_101>,<a_101><b_10>,<c_209>,<a_73>,<a_73><b_10>
3341,KIM50601 - KIMBERLY CLARK PURPLE NITRILE Exam Gloves,Kimberly Clark,other,<a_182>,<a_182><b_155>,<c_222>,<a_44>,<a_44><b_233>
3342,"Anderson Metals 06102 Brass Pipe Fitting, Barstock Cross, 1/4"" x 1/4"" x 1/4"" x 1/4"" NPT Female Pipe",Anderson Metals,connector_fitting,<a_206>,<a_206><b_79>,<c_180>,<a_108>,<a_108><b_1>
3343,Corn Sugar 4lb,LD Carlson,other,<a_177>,<a_177><b_171>,<c_126>,<a_150>,<a_150><b_57>
3344,"Stainless Steel 316 Cast Pipe Fitting, Hex Bushing, Class 150, 2"" NPT Male X 1"" NPT Female",Merit Brass,connector_fitting,<a_206>,<a_206><b_172>,<c_1>,<a_108>,<a_108><b_146>
3345,"Red Brass Pipe Fitting, Nipple, Schedule 40 Seamless, 1/4"" NPT Male X 3"" Length",Merit Brass,connector_fitting,<a_206>,<a_206><b_14>,<c_38>,<a_108>,<a_108><b_42>
3346,Yobett 0805 (15pF-1uF)&(0 ohm-2M ohm) 5% 80 Value 3725pcs SMD Resistor and Capacitor Combo Kit,YOBETT,other,<a_100>,<a_100><b_15>,<c_116>,<a_73>,<a_73><b_59>
3347,Genova Products 30705CP 1/2-Inch 90 Degree PVC Pipe Elbow - 10 Pack,Genova,ventilation_fan,<a_166>,<a_166><b_195>,<c_6>,<a_108>,<a_108><b_230>
3348,SEOH 10ml All Glass Graduated Cylinder,SEOH,other,<a_251>,<a_251><b_4>,<c_82>,<a_94>,<a_94><b_165>
3349,"Valterra 700-10 PVC Ball Valve, White, 1"" Slip",Valterra,other,<a_51>,<a_51><b_89>,<c_72>,<a_108>,<a_108><b_104>
3350,Coaxial Centering Indicator,All Industrial,other,<a_227>,<a_227><b_222>,<c_73>,<a_104>,<a_104><b_236>
3351,"211 Silicone O-Ring, 70A Durometer, Red, 13/16"" ID, 1-1/16"" OD, 1/8"" Width (Pack of 5)",Small Parts,gauge_meter,<a_185>,<a_185><b_146>,<c_101>,<a_251>,<a_251><b_202>
3352,"Duda Energy VCV-WOG1000-F075 Vertical Check Valve, 304 Stainless Steel, 3/4"" NPT Spring Loaded In-line Low Cracking Pressure.75",Duda Energy,other,<a_232>,<a_232><b_61>,<c_213>,<a_108>,<a_108><b_101>
3353,"HFS(R) 4"" x 4"" 100mm Stainless Steel Lab Jack Scissor Stand Platform 3kg/6.6lbs Load Bearing 3kg/6.6lbs",HFS,other,<a_73>,<a_73><b_135>,<c_221>,<a_87>,<a_87><b_75>
3354,"Thomas Traceable Kangaroo Thermometer, 7.5"" Probe Length, -58 to 572 degree F, -50 to 300 degree C",Thomas,gauge_meter,<a_192>,<a_192><b_159>,<c_215>,<a_197>,<a_197><b_75>
3355,"12"" Laboratory Thermometer",Midwest Homebrewing and Winemaking Supplies,gauge_meter,<a_144>,<a_144><b_100>,<c_69>,<a_107>,<a_107><b_216>
3356,PURE Potassium Hydroxide Flakes - 2 LB (Caustic Potash Anhydrous KOH Dry),FDC,other,<a_135>,<a_135><b_45>,<c_81>,<a_66>,<a_66><b_38>
3357,JISTL 75 Type Plastic Crown Gear Single Double Reduction Gear Worm Gear,JISTL GGM11,ventilation_fan,<a_137>,<a_137><b_227>,<c_68>,<a_159>,<a_159><b_239>
3358,"Colorimetrics Gray Putty Tape / Butyl Tape 1/8"" x 1"" x 30' (2-Pack)",DEHCO,tape,<a_83>,<a_83><b_154>,<c_160>,<a_244>,<a_244><b_221>
3359,Fermcap-S Foam Inhibitor- 1 oz.,Fermcap-S,other,<a_74>,<a_74><b_206>,<c_96>,<a_150>,<a_150><b_242>
3360,"Taco 007-F5 Cast Iron Circulator, 1/25 HP",Taco,other,<a_97>,<a_97><b_190>,<c_15>,<a_52>,<a_52><b_28>
3361,Electronic Specialties 618 Green/Yellow/Red/Black 3.25 x 0.25 x 0.25 Mini Back Probe/Wire Piercer,Electronic Specialties,other,<a_159>,<a_159><b_82>,<c_97>,<a_211>,<a_211><b_65>
3362,"REDMOND - Earthpaste All Natural Non-Fluoride Vegan Organic Non GMO Real Ingredients Toothpaste, Wintergreen, 4 Ounce Tube",REDMOND,other,<a_12>,<a_12><b_63>,<c_152>,<a_206>,<a_206><b_184>
3363,Rotometals Kilo Bismuth Metal 99.99% Premium Grade,Roto Metals,other,<a_18>,<a_18><b_138>,<c_1>,<a_79>,<a_79><b_101>
3364,"The Hillman Group 140015 Hex Machine Screw Nut, 6-Inch by 32-Inch, 100-Pack",Hillman,fastener,<a_6>,<a_6><b_14>,<c_13>,<a_224>,<a_224><b_77>
3365,"1 ct CMS Magnetics 120LB Holding Power Round Base Magnet RB85 3.8"" Cup Magnet",CMS MAGNETICS,other,<a_149>,<a_149><b_54>,<c_106>,<a_251>,<a_251><b_34>
3366,"Adafruit 0.56"" 4-digit 7-segment Display W/i2c Backpack - Red",Adafruit,other,<a_5>,<a_5><b_104>,<c_242>,<a_73>,<a_73><b_208>
3367,Mercurry GT2 Timing Belt Torsion Spring For 3D Printer 6mm Width Belt Pack of 10,Mercurry 3D accessaries,3d_filament,<a_137>,<a_137><b_60>,<c_242>,<a_23>,<a_23><b_158>
3368,SUPERNIGHT 24V 14.6A 350W DC Regulated Switching Power Supply Adapter,supernight(TM),other,<a_190>,<a_190><b_14>,<c_157>,<a_30>,<a_30><b_233>
3369,Kamo 2pcs Cartridge Heater for 3D Printer (24V/40W),Kamo,3d_filament,<a_255>,<a_255><b_225>,<c_118>,<a_158>,<a_158><b_172>
3370,"BuildTak 3D Printing Build Surface, 9"" x 10"" Rectangle, Black (Pack of 3)",BuildTak,other,<a_126>,<a_126><b_65>,<c_21>,<a_223>,<a_223><b_184>
3371,ASI PR005-1M Steel Slotted Din Rail (Pack of 10),Automation Systems Interconnect,other,<a_216>,<a_216><b_32>,<c_113>,<a_23>,<a_23><b_188>
3372,MEDLINE Perineal Irrigation Bottle,Medline,other,<a_103>,<a_103><b_158>,<c_204>,<a_150>,<a_150><b_128>
3373,"MASTER MAGNETICS TV629097 2.65"" D Round Base Magnet",Master Magnetics,other,<a_149>,<a_149><b_34>,<c_54>,<a_251>,<a_251><b_65>
3374,Brewcraft Strip Thermometer Carboy Fermenter Homebrew Beer New,Home Brew Ohio,gauge_meter,<a_107>,<a_107><b_254>,<c_5>,<a_107>,<a_107><b_207>
3375,2.0 mm ID PTFE Teflon Tube for 1.75 mm Filament RepRap-DIY 3D Printer Parts - 4.5' Piece,BioWaves,3d_filament,<a_234>,<a_234><b_106>,<c_166>,<a_223>,<a_223><b_129>
3376,1 lb. Potassium Sorbate Preservative Food Grade Wine Stabilizer Beer Wine Making,Home Brew Ohio,other,<a_177>,<a_177><b_163>,<c_128>,<a_66>,<a_66><b_24>
3377,Ferrari Automatic Bottle Filler,Ferrari,other,<a_63>,<a_63><b_175>,<c_208>,<a_150>,<a_150><b_150>
3378,"Uxcell a14041400ux1070 2Pcs LM6LUU 6mm Shaft Dia Double Wide Sealed Linear Motion Bearing, 0.47"" width, 0.24 Metal",uxcell,other,<a_180>,<a_180><b_249>,<c_180>,<a_251>,<a_251><b_167>
3379,"Parafilm M Roll, 250' Length x 2"" Width",Parafilm,other,<a_14>,<a_14><b_72>,<c_31>,<a_17>,<a_17><b_57>
3380,"Control Devices Brass Ball Check Valve, 1/4"" NPT Male",Control Devices,other,<a_51>,<a_51><b_76>,<c_8>,<a_108>,<a_108><b_152>
3381,"E-Projects 25EP514120R 120 Ohm Resistors, 1/4 W, 5% (Pack of 25)",E-Projects,other,<a_101>,<a_101><b_10>,<c_152>,<a_73>,<a_73><b_10>
3382,"E-Projects 100EP514200R 200 Ohm Resistors, 1/4 W, 5% (Pack of 100)",E-Projects,other,<a_101>,<a_101><b_10>,<c_43>,<a_73>,<a_73><b_10>
3383,"PneumaticPlus SAR4000T-N04BG Air Pressure Regulator T-Handle 1/2"" NPT with Gauge & Bracket",PneumaticPlus,gauge_meter,<a_123>,<a_123><b_50>,<c_24>,<a_108>,<a_108><b_22>
3384,Octave Red ABS Filament for 3D Printers - 1.75mm 1kg Spool,Octave,3d_filament,<a_195>,<a_195><b_117>,<c_224>,<a_158>,<a_158><b_120>
3385,Zoostliss 11 in 1 Professional Network Computer Maintenance Repair Tools Rj45 Rj11 Cat5 LAN Network Tool Kit,Zoostliss,other,<a_195>,<a_195><b_159>,<c_95>,<a_17>,<a_17><b_14>
3386,"HM Digital PH-STOR PH Electrode Storage Solution for Use with PH-200 or PH-80, 60cc Volume",HM Digital,other,<a_155>,<a_155><b_87>,<c_108>,<a_153>,<a_153><b_57>
3387,"iPower 4 Inch 190 CFM Duct Inline Fan with 4"" Carbon Filter 8 Feet Ducting Combo for Grow Tent Ventilation",iPower,ventilation_fan,<a_3>,<a_3><b_234>,<c_67>,<a_109>,<a_109><b_74>
3388,1 ml (1/4 dram) Amber Glass Vial with Orifice Reducer & Black Plastic Cap (12 Pack),Soft 'N Style,other,<a_112>,<a_112><b_205>,<c_177>,<a_150>,<a_150><b_15>
3389,100ml Syringe + 80cm handy plastic tubing by Aketek,Aketek,other,<a_38>,<a_38><b_159>,<c_243>,<a_150>,<a_150><b_109>
3390,CRC 03084 11oz Dry Moly Lubricant Aerosol Spray,CRC,other,<a_34>,<a_34><b_216>,<c_232>,<a_173>,<a_173><b_81>
3391,"Seville Classics UltraHD 24"" X 48"" Steel Pegboard Set and 23-Piece Peg Hook Assortment with 6 Bins",Seville Classics,other,<a_2>,<a_2><b_89>,<c_197>,<a_42>,<a_42><b_103>
3392,"PYREX 250mL Narrow Mouth Erlenmeyer Flasks with Heavy Duty Rim, Ea",Pyrex,other,<a_86>,<a_86><b_235>,<c_4>,<a_94>,<a_94><b_195>
3393,"Corning Pyrex Borosilicate Glass Flat Bottom Boiling Flask, 250mL Capacity",Pyrex,other,<a_86>,<a_86><b_246>,<c_192>,<a_94>,<a_94><b_252>
3394,BestTong Bridge Rectifier 100A 1600V Full Wave Diode Module Single Phase MDQ100A,BestTong,other,<a_55>,<a_55><b_207>,<c_250>,<a_30>,<a_30><b_110>
3395,"Times Microwave Professional Weatherproof Self-Bonding Silicone Sealing Tape for Coax Connectors / Antennas (1.5"" x 15')",Times Microwave,tape,<a_254>,<a_254><b_147>,<c_217>,<a_202>,<a_202><b_202>
3396,"2-1/2"" Oil Filled Pressure Gauge - Stainless Steel Case, Brass, 1/4"" NPT, Lower Mount Connection 0-60PSI",DuraChoice,gauge_meter,<a_123>,<a_123><b_99>,<c_188>,<a_229>,<a_229><b_169>
3397,Install Bay 3MHST1 Heat Shrink 1 Inch (diameter) x 4 Foot,Install Bay,gauge_meter,<a_32>,<a_32><b_119>,<c_37>,<a_228>,<a_228><b_243>
3398,"25 3/4"" Inch Chrome Steel Bearing Balls G25",BC Precision Balls,other,<a_185>,<a_185><b_42>,<c_234>,<a_71>,<a_71><b_104>
3399,"FibaTape FDW8436-U 2-Inch by 150-Feet Cement Board Tape-Alkali-Resistant/Self-Adhesive, Grey",Saint-Gobain ADFORS,tape,<a_179>,<a_179><b_212>,<c_202>,<a_244>,<a_244><b_199>
3400,CMS Magnetics Super Strong 1&rdquo; Neodymium Cube Magnet &ndash; Storage Box Included for Added Safety,CMS MAGNETICS,other,<a_92>,<a_92><b_152>,<c_167>,<a_251>,<a_251><b_212>
3401,SainSmart Wood-LightBrown-1KG1.75 3D Printer Wood Filament 1 kg (1.75 mm Light Brown),SainSmart,3d_filament,<a_71>,<a_71><b_65>,<c_36>,<a_223>,<a_223><b_85>
3402,"T&J Exclusives&reg; 5mm Assorted Clear LED Light Emitting Diodes w/ Resistors (8 Colors, Pack of 80)",Leegoal,other,<a_220>,<a_220><b_25>,<c_210>,<a_158>,<a_158><b_145>
3403,"Nite Ize LSBM-01-2R3 S-Biner MicroLock Stainless Steel, 2-Pack, Black",Nite Ize,other,<a_216>,<a_216><b_58>,<c_243>,<a_71>,<a_71><b_245>
3404,uxcell 140 Pcs Breadboard Board Jumper Cable Wire Kit w Box,uxcell,other,<a_65>,<a_65><b_201>,<c_254>,<a_158>,<a_158><b_81>
3405,"HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",HATCHBOX,3d_filament,<a_58>,<a_58><b_251>,<c_35>,<a_223>,<a_223><b_72>
3406,"High Lubricity Wear Resistant Nozzle Upgrade MK10 0.4 mm (For FlashForge, Wanhao D4 and i3, Dremel)",Prototype Supply,other,<a_120>,<a_120><b_254>,<c_127>,<a_91>,<a_91><b_178>
3407,SEOH Beaker 3000ml Borosilicate Glass,SEOH,other,<a_251>,<a_251><b_101>,<c_189>,<a_94>,<a_94><b_111>
3408,"Shurflo 2088-554-144 Fresh Water Pump, 12 Volts, 3.5 Gallons Per Minute, 45 Psi",SHURFLO,fastener,<a_232>,<a_232><b_103>,<c_122>,<a_109>,<a_109><b_27>
3409,"Rubbermaid Commercial Products BRUTE Heavy-Duty Round Waste/Utility Lid for 20-Gallon Container, White (FG261960WHT)",Rubbermaid Commercial Products,ventilation_fan,<a_214>,<a_214><b_133>,<c_55>,<a_210>,<a_210><b_148>
3410,Budget Life-Size Skull,Anatomical Chart Company,other,<a_143>,<a_143><b_227>,<c_212>,<a_14>,<a_14><b_34>
3411,Uxcell a13102800ux0447 3V CR2032/ CR2025 Cell Battery Adapter Black Silver Tone (Pack of 10),uxcell,other,<a_178>,<a_178><b_142>,<c_163>,<a_73>,<a_73><b_181>
3412,"Filamex - PLA Filament (1kg\2.2lbs) 1.75mm for 3D printer, White",Filamax,3d_filament,<a_237>,<a_237><b_66>,<c_63>,<a_223>,<a_223><b_20>
3413,"Printrbot Simple 2014 3D Printer Kit, PLA Filament, 1.75mm Ubis Hot End, 4"" x 4"" x 4"" Build Volume",Printrbot,3d_filament,<a_140>,<a_140><b_157>,<c_59>,<a_91>,<a_91><b_31>
3414,"eSUN 1.75mm White ABS+ 3D Printer filament 1kg Spool (2.2lbs), White",eSUN,3d_filament,<a_237>,<a_237><b_74>,<c_15>,<a_223>,<a_223><b_232>
3415,Function Generator DIY KIT by JYE Tech FG085,JYETech,other,<a_55>,<a_55><b_159>,<c_44>,<a_30>,<a_30><b_149>
3416,Rigol DP832 Triple Output 195 Watt Power Supply,Rigol,other,<a_55>,<a_55><b_70>,<c_63>,<a_30>,<a_30><b_250>
3417,"Uxcell a14082700ux0095 Right Latch Hook Antique Wood Box Hasp Catch Decor, Bronze Tone, 20-Piece",uxcell,other,<a_244>,<a_244><b_185>,<c_121>,<a_71>,<a_71><b_124>
3418,uxcell 660V 20A 6 Terminals 4 Positions Rotary Cam Changeover Switch,uxcell,connector_fitting,<a_217>,<a_217><b_201>,<c_0>,<a_236>,<a_236><b_251>
3419,60ml Catheter Tip Disposable Syringe by Care Touch (1 60ml Syringe),Care Touch,other,<a_103>,<a_103><b_239>,<c_159>,<a_150>,<a_150><b_125>
3420,(2 Pack) Petrol Gel Food Grade Equipment LubricantNSF (2/4 oz. Tube),Petro-Gel,other,<a_128>,<a_128><b_146>,<c_44>,<a_173>,<a_173><b_148>
3421,"Applied Magnets 2"" x 1"" Super Strong Neodymium Disc Magnet",Applied Magnets,other,<a_92>,<a_92><b_96>,<c_48>,<a_251>,<a_251><b_12>
3422,Airway Kit - Nasopharygngeal Respiration Tubes In 5 Sizes - With Surgilube Jelly Packets,MOORE Medical,other,<a_218>,<a_218><b_252>,<c_147>,<a_52>,<a_52><b_109>
3423,6 Gallon Glass Carboy by 6 Gallon Glass Carboy,Home Brew Ohio,other,<a_74>,<a_74><b_200>,<c_218>,<a_150>,<a_150><b_24>
3424,1 X Bronze PVC Shrink Capsules- 30 Per Bag,LD Carlson,other,<a_238>,<a_238><b_239>,<c_130>,<a_150>,<a_150><b_209>
3425,Lalvin ICV D-47 Wine Yeast (Pack of 10),Lalvin,other,<a_177>,<a_177><b_237>,<c_111>,<a_150>,<a_150><b_50>
3426,SODIAL(R) 5x ZY-170 Mini Solderless Prototype Breadboard for Arduino Shield White,SODIAL(R),other,<a_143>,<a_143><b_199>,<c_252>,<a_73>,<a_73><b_247>
3427,Ade Advanced Optics Beer Wort and Wine Refractometer Double Scale 1.000-1.120 S.G + Brix 0-32%,Ade Advanced Optics,gauge_meter,<a_107>,<a_107><b_124>,<c_1>,<a_107>,<a_107><b_26>
3428,"Alcotec 24-hour Turbo Yeast, 205 grams (Pack of 3)",Home Brew Ohio,other,<a_177>,<a_177><b_216>,<c_16>,<a_150>,<a_150><b_252>
3429,3D Printer Filament 1.75mm Black ABS - 1kg (2.2 lbs) 100% USA,Design Shop,3d_filament,<a_71>,<a_71><b_145>,<c_251>,<a_223>,<a_223><b_78>
3430,Devcon 12045 Premium Silicone Adhesive - 1.76 oz.,Devcon,adhesive_epoxy,<a_41>,<a_41><b_224>,<c_102>,<a_244>,<a_244><b_243>
3431,1/4 Dram AMBER Glass Vial - Screw Cap w/ Orifice Reducer - Pack of 24,DMtse,fastener,<a_112>,<a_112><b_104>,<c_177>,<a_150>,<a_150><b_224>
3432,"3D Solutech PETG175YLW 3D Printer Filament, Yellow, 1.75mm, 2.2 LBS (1.0KG)",3D Solutech,3d_filament,<a_58>,<a_58><b_57>,<c_55>,<a_223>,<a_223><b_187>
3433,"Stainless Steel 304 Cast Pipe Fitting, Hex Locknut, MSS SP-114, 1/2"" NPT Female",Merit Brass,connector_fitting,<a_206>,<a_206><b_123>,<c_190>,<a_108>,<a_108><b_146>
3434,"1/2"" Male Hose Barb Adapters Stainless Steel NPT 0.5",Duda Energy,connector_fitting,<a_65>,<a_65><b_30>,<c_93>,<a_158>,<a_158><b_147>
3435,3D Solutech Real Black 1.75mm Flexible 3D Printer Filament 2.2 LBS (1.0KG),3D Solutech,3d_filament,<a_58>,<a_58><b_74>,<c_4>,<a_223>,<a_223><b_80>
3436,Propylene Glycol 1 Pint,Essential Depot,other,<a_171>,<a_171><b_4>,<c_182>,<a_150>,<a_150><b_98>
3437,StainlessTown K18FNW Stainless Steel Fender Washer Assortment Kit,Stainless Town,other,<a_138>,<a_138><b_84>,<c_213>,<a_224>,<a_224><b_38>
3438,"Koch 7760110 Roller Chain Holder, 25 to #60",Koch Industries,other,<a_240>,<a_240><b_193>,<c_195>,<a_71>,<a_71><b_158>
3439,Harvey 017065 Gas Line PTFE Thread Seal Tape,Harvey,tape,<a_249>,<a_249><b_1>,<c_72>,<a_79>,<a_79><b_190>
3440,HICTOP 5 Pieces 3D Printer Endstops/ Limit Switch/ Mechanical Switch for Reprap Prusa I3,HICTOP,3d_filament,<a_9>,<a_9><b_227>,<c_255>,<a_91>,<a_91><b_89>
3441,TOPINSTOCK 2020 Drop in Post Assembly M4 T-nut for 20 x 20 Aluminum Extrusion Pack of 100,TOPINSTOCK,fastener,<a_88>,<a_88><b_24>,<c_213>,<a_224>,<a_224><b_190>
3442,"3D Solutech Real Purple 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,3d_filament,<a_58>,<a_58><b_226>,<c_80>,<a_223>,<a_223><b_80>
3443,Inland 1.75mm Translucent Magenta PETG 3D Printer Filament - 1kg Spool (2.2 Lbs),Inland,3d_filament,<a_195>,<a_195><b_44>,<c_38>,<a_158>,<a_158><b_72>
3444,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,3D CAM,3d_filament,<a_255>,<a_255><b_145>,<c_14>,<a_158>,<a_158><b_217>
3445,"BuildTak 3D Printing Build Surface, 6.5"" x 6.5"" Square, Black (Pack of 3)",BuildTak,other,<a_126>,<a_126><b_65>,<c_227>,<a_223>,<a_223><b_184>
3446,Anycubic 1.75mm Skin Color PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.05mm,Anycubic,3d_filament,<a_237>,<a_237><b_38>,<c_182>,<a_223>,<a_223><b_105>
3447,Uxcell a13052700ux0259 6.35mm to 6.35mm CNC Stepper Motor Shaft Coupling Coupler for Encoder,uxcell,connector_fitting,<a_240>,<a_240><b_253>,<c_254>,<a_23>,<a_23><b_194>
3448,SMAKN TB6600 Upgraded Version 32 Segments 4A 40V 57/86 Stepper Motor Driver,SMAKN,other,<a_190>,<a_190><b_85>,<c_212>,<a_30>,<a_30><b_158>
3449,One Hundred (100) 608ZZ 8x22x7 Shielded Greased Miniature Ball Bearings,BC Precision,other,<a_180>,<a_180><b_153>,<c_0>,<a_251>,<a_251><b_161>
3450,"eSUN 1.75mm White PLA 3D Printer filament 1kg Spool (2.2lbs), White",eSUN,3d_filament,<a_237>,<a_237><b_63>,<c_1>,<a_223>,<a_223><b_193>
3451,Filament Outlet Orange PLA 1.75mm 3D Printer Filament 1kg (2.2lbs) spool USA,Filament Outlet,3d_filament,<a_58>,<a_58><b_7>,<c_31>,<a_223>,<a_223><b_120>
3452,"MakerBot PLA Filament, 1.75 mm Diameter, Large Spool, White",MakerBot,3d_filament,<a_237>,<a_237><b_7>,<c_8>,<a_223>,<a_223><b_243>
3453,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,3d_filament,<a_58>,<a_58><b_226>,<c_12>,<a_223>,<a_223><b_80>
3454,Wangdd22 3D Printer J-head Hotend with Fan for 1.75mm 12v V6 Direct Filament Wade Extruder 0.4mm Nozzle+Volcano kit,Wangdd22,3d_filament,<a_120>,<a_120><b_181>,<c_73>,<a_91>,<a_91><b_54>
3455,"eSUN 1.75mm Warm White PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Warm White",eSUN,3d_filament,<a_237>,<a_237><b_226>,<c_31>,<a_223>,<a_223><b_144>
3456,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Brown",HATCHBOX,3d_filament,<a_58>,<a_58><b_172>,<c_31>,<a_223>,<a_223><b_198>
3457,"RioRand(TM) Borosilicate glass for heatbed MK2/MK2A of 3D printer,Reprap, Mendel",RioRand,3d_filament,<a_234>,<a_234><b_104>,<c_34>,<a_91>,<a_91><b_115>
3458,Wisamic 4 Variety Pack 3d Printer 0.2mm 0.3mm 0.4mm 0.5mm Nozzles Extruder Nozzle Print Head for Mk8 Makerbot,Wisamic,3d_filament,<a_197>,<a_197><b_151>,<c_228>,<a_91>,<a_91><b_234>
3459,"PLA Glow in the Dark Cosmic Blue 3D Printing Filament, 1.75 mm",Black Magic 3D,3d_filament,<a_58>,<a_58><b_19>,<c_0>,<a_223>,<a_223><b_212>
3460,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Purple",HATCHBOX,3d_filament,<a_58>,<a_58><b_115>,<c_196>,<a_223>,<a_223><b_198>
3461,"Gizmo Dorks 3mm (2.85mm) ABS Filament 1kg / 2.2lb for 3D Printers, Black",Gizmo Dorks,3d_filament,<a_126>,<a_126><b_74>,<c_151>,<a_223>,<a_223><b_159>
3462,"Gizmo Dorks 3mm (2.85mm) ABS Filament 1kg / 2.2lb for 3D Printers, White",Gizmo Dorks,3d_filament,<a_126>,<a_126><b_74>,<c_31>,<a_223>,<a_223><b_159>
3463,Uxcell a11091900ux0002 &Acirc; SMA Male to Female Nut Bulkhead Crimp RG316 Cable Jumper Pigtail 15cm,uxcell,fastener,<a_221>,<a_221><b_196>,<c_164>,<a_23>,<a_23><b_31>
3464,"Fluorostore F015084 - 10 Metric PTFE Tubing, 2mm ID x 4mm OD, 10' Length, Semi-Transparent",Fluorostore,other,<a_165>,<a_165><b_167>,<c_31>,<a_228>,<a_228><b_172>
3465,"eSUN 1.75mm Cool White PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Cool White",eSUN,3d_filament,<a_237>,<a_237><b_226>,<c_81>,<a_223>,<a_223><b_144>
3466,"3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY",3D Solutech,3d_filament,<a_58>,<a_58><b_78>,<c_1>,<a_223>,<a_223><b_80>
