label,idx,item_id,family,title,r720e_l1,r720e_l1_size,r720e_l1_purity,r720e_stage10,r720e_exact_rank,r720e_pred1_item_id,r720e_pred1_family,r720e_pred1_title,r720b_stage10,r720b_exact_rank,orig_align_stage10,orig_align_exact_rank
e_win_vs_orig_align,931,326,adhesive_epoxy,J-B Weld 8276 KwikWeld Quick Setting Steel Reinforced Epoxy - 2 oz.,<a_89>,16,1.0,exact_in_top10,5,257,adhesive_epoxy,"Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown",L1_missing_top10,37,L12_present_leaf_missing_top10,36
e_win_vs_orig_align,973,2912,3d_filament,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,exact_in_top10,6,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",L1_present_L2_missing_top10,9999,L1_missing_top10,9999
e_win_vs_orig_align,977,417,connector_fitting,American Terminal E-FFB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects,<a_52>,27,0.7407407407407407,exact_in_top10,3,593,connector_fitting,"Gardner Bender 10-106 50PK Ring Terminal, Yellow",exact_in_top10,6,L1_present_L2_missing_top10,11
e_win_vs_orig_align,1001,339,gauge_meter,"Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)",<a_14>,24,0.6666666666666666,exact_in_top10,7,145,other,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",exact_in_top10,1,L1_present_L2_missing_top10,9999
e_win_vs_orig_align,1007,19,gauge_meter,"BOSTITCH BT1309B-1M 1-Inch 18-Gauge Brads, 1000 per Box",<a_85>,38,0.868421052631579,exact_in_top10,1,19,gauge_meter,"BOSTITCH BT1309B-1M 1-Inch 18-Gauge Brads, 1000 per Box",L1_missing_top10,20,L1_present_L2_missing_top10,9999
e_win_vs_orig_align,1017,175,tape,"Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)",<a_122>,26,1.0,exact_in_top10,10,257,adhesive_epoxy,"Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown",L1_present_L2_missing_top10,14,L1_missing_top10,9999
e_win_vs_orig_align,1031,3016,3d_filament,"HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood",<a_142>,77,0.987012987012987,exact_in_top10,2,2507,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",L1_present_L2_missing_top10,15,L1_present_L2_missing_top10,18
e_win_vs_orig_align,1048,2912,3d_filament,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,exact_in_top10,3,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",L1_present_L2_missing_top10,9999,L1_present_L2_missing_top10,9999
e_win_vs_orig_align,1058,2912,3d_filament,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,exact_in_top10,3,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),L12_present_leaf_missing_top10,9999,L12_present_leaf_missing_top10,9999
e_win_vs_orig_align,1098,175,tape,"Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)",<a_122>,26,1.0,exact_in_top10,6,77,tape,"Scotch Heavy Duty Shipping Packaging Tape, 3"" Core, 1.88"" x 54.6 Yards, 6-Rolls (3850-6)",exact_in_top10,1,L1_present_L2_missing_top10,9999
e_win_vs_orig_align,1109,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_168>,67,0.8059701492537313,exact_in_top10,1,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",L12_present_leaf_missing_top10,22,L12_present_leaf_missing_top10,16
e_win_vs_orig_align,1115,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160>,14,0.6428571428571429,exact_in_top10,5,140,other,DuPont Teflon Silicone Lubricant,L1_missing_top10,9999,L1_missing_top10,36
e_win_vs_orig_align,1133,2507,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",<a_142>,77,0.987012987012987,exact_in_top10,2,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",L12_present_leaf_missing_top10,14,L12_present_leaf_missing_top10,26
e_win_vs_orig_align,1149,1847,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",<a_209>,36,1.0,exact_in_top10,4,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",exact_in_top10,3,L1_present_L2_missing_top10,13
e_win_vs_orig_align,1170,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_168>,67,0.8059701492537313,exact_in_top10,1,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",L12_present_leaf_missing_top10,37,L12_present_leaf_missing_top10,14
e_win_vs_orig_align,1171,1552,3d_filament,"3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_168>,67,0.8059701492537313,exact_in_top10,9,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",exact_in_top10,4,L12_present_leaf_missing_top10,12
e_win_vs_orig_align,1174,2912,3d_filament,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,exact_in_top10,2,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),L12_present_leaf_missing_top10,9999,L12_present_leaf_missing_top10,16
