idx,item_id,family,title,r720e_target_sid,r720e_pred1_sid,r720e_hit1,r720e_hit3,r720e_hit5,r720e_hit10,r720e_top1_l1,r720e_top10_l1,r720e_top1_l2,r720e_top10_l2,r720e_top1_l3,r720e_top10_l3,r720e_l1,r720e_l1_size,r720e_l1_purity,r720e_l1_top_family,r720e_pred1_item_id,r720e_pred1_title,r720e_pred1_family,r720b_target_sid,r720b_pred1_sid,r720b_hit1,r720b_hit3,r720b_hit5,r720b_hit10,r720b_top1_l1,r720b_top10_l1,r720b_top1_l2,r720b_top10_l2,r720b_top1_l3,r720b_top10_l3,r720b_l1,r720b_l1_size,r720b_l1_purity,r720b_l1_top_family,r720b_pred1_item_id,r720b_pred1_title,r720b_pred1_family,orig_align_target_sid,orig_align_pred1_sid,orig_align_hit1,orig_align_hit3,orig_align_hit5,orig_align_hit10,orig_align_top1_l1,orig_align_top10_l1,orig_align_top1_l2,orig_align_top10_l2,orig_align_top1_l3,orig_align_top10_l3,orig_align_l1,orig_align_l1_size,orig_align_l1_purity,orig_align_l1_top_family,orig_align_pred1_item_id,orig_align_pred1_title,orig_align_pred1_family,orig_strong_target_sid,orig_strong_pred1_sid,orig_strong_hit1,orig_strong_hit3,orig_strong_hit5,orig_strong_hit10,orig_strong_top1_l1,orig_strong_top10_l1,orig_strong_top1_l2,orig_strong_top10_l2,orig_strong_top1_l3,orig_strong_top10_l3,orig_strong_l1,orig_strong_l1_size,orig_strong_l1_purity,orig_strong_l1_top_family,orig_strong_pred1_item_id,orig_strong_pred1_title,orig_strong_pred1_family,v2_target_sid,v2_pred1_sid,v2_hit1,v2_hit3,v2_hit5,v2_hit10,v2_top1_l1,v2_top10_l1,v2_top1_l2,v2_top10_l2,v2_top1_l3,v2_top10_l3
3588,3176,other,"Philips Sonicare 2 Series plaque control rechargeable electric toothbrush, HX6211/04",<a_131><b_143><c_228>,<a_22><b_25><c_81>,0,0,0,0,0,0,0,0,0,0,<a_131>,24,1.0,other,605,Loctite Clear Silicone Waterproof Sealant 2.7-Ounce Tube (908570),other,<a_122><b_200><c_168>,<a_10><b_45><c_37>,0,0,0,0,0,0,0,0,0,0,<a_122>,19,1.0,other,140,DuPont Teflon Silicone Lubricant,other,<a_24><b_20><c_2>,<a_173><b_93><c_124>,0,0,0,0,0,0,0,0,0,0,<a_24>,119,0.9495798319327731,other,40,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",other,<a_24><b_20><c_2>,<a_202><b_62><c_182>,0,0,0,0,0,0,0,0,0,0,<a_24>,119,0.9495798319327731,other,116,Rescue Tape RT1000201202USCO,tape,<a_188><b_77><c_188>,<a_73><b_243><c_92>,0,0,0,0,0,0,0,0,0,0
3589,153,other,"Alltrade 640912 Black 3 Ton,All-in-One Bottle Jack",<a_74><b_241><c_83>,<a_99><b_131><c_66>,0,0,0,0,0,1,0,0,0,0,<a_74>,21,0.9523809523809523,other,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_73><b_69><c_245>,<a_214><b_21><c_46>,0,0,0,0,0,0,0,0,0,0,<a_73>,17,0.9411764705882353,other,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_87><b_245><c_245>,<a_210><b_156><c_39>,0,0,0,0,0,0,0,0,0,0,<a_87>,71,0.9295774647887324,other,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_87><b_245><c_245>,<a_210><b_156><c_39>,0,0,0,0,0,0,0,0,0,0,<a_87>,71,0.9295774647887324,other,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_243><b_120><c_81>,<a_172><b_87><c_190>,0,0,0,0,0,0,0,0,0,0
3590,338,gauge_meter,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",<a_81><b_152><c_61>,<a_160><b_8><c_0>,0,0,0,0,0,0,0,0,0,0,<a_81>,21,0.7619047619047619,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_50><b_235><c_31>,<a_131><b_6><c_0>,0,0,0,0,0,0,0,0,0,0,<a_50>,13,1.0,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_90><c_50>,<a_109><b_74><c_57>,0,0,0,0,0,1,0,0,0,0,<a_107>,66,0.5757575757575758,gauge_meter,218,Phresh Duct Silencer 8 in x 24 in,ventilation_fan,<a_107><b_90><c_50>,<a_107><b_93><c_0>,0,0,0,1,1,1,0,1,0,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_209><b_169><c_44>,<a_175><b_178><c_119>,0,0,0,0,0,0,0,0,0,0
3591,656,other,Uni-T B4Q094 UT210E True RMS AC/DC Current Mini Clamp M W Capacitance Tester,<a_161><b_13><c_37>,<a_31><b_97><c_7>,0,0,0,0,0,0,0,0,0,0,<a_161>,19,0.7894736842105263,other,218,Phresh Duct Silencer 8 in x 24 in,ventilation_fan,<a_127><b_126><c_145>,<a_131><b_6><c_0>,0,0,0,0,0,0,0,0,0,0,<a_127>,15,0.6,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_36><b_235><c_249>,<a_107><b_93><c_0>,0,0,0,0,0,0,0,0,0,0,<a_36>,54,0.5925925925925926,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_36><b_235><c_249>,<a_107><b_93><c_0>,0,0,0,0,0,0,0,0,0,0,<a_36>,54,0.5925925925925926,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_241><b_183><c_241>,<a_175><b_178><c_119>,0,0,0,0,0,0,0,0,0,0
3592,999,other,Curt Manufacturing 28276 Towing Wiring,<a_92><b_88><c_109>,<a_209><b_106><c_134>,0,0,0,0,0,0,0,0,0,0,<a_92>,20,0.95,other,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,<a_73><b_1><c_87>,<a_71><b_69><c_38>,0,0,0,0,0,0,0,0,0,0,<a_73>,17,0.9411764705882353,other,2506,Zen Toolworks 3D Printer 1.75mm PLA Filament 1kg (2.2lbs) Spool (White),3d_filament,<a_87><b_77><c_76>,<a_223><b_66><c_168>,0,0,0,0,0,0,0,0,0,0,<a_87>,71,0.9295774647887324,other,162,"USAFilament 9800429 ABS 3D Printing Filament, 2.2 lb, 1.75 mm, White Spool",3d_filament,<a_87><b_77><c_76>,<a_223><b_136><c_143>,0,0,0,0,0,0,0,0,0,0,<a_87>,71,0.9295774647887324,other,2506,Zen Toolworks 3D Printer 1.75mm PLA Filament 1kg (2.2lbs) Spool (White),3d_filament,<a_19><b_250><c_111>,<a_45><b_44><c_0>,0,0,0,0,0,0,0,0,0,0
3593,934,other,Anytime Tools 40' HEAT SHRINK LARGE BLACK TUBING WRAP SLEEVES WIRE,<a_82><b_17><c_25>,<a_160><b_8><c_0>,0,0,0,0,0,0,0,0,0,0,<a_82>,37,0.43243243243243246,tape,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_32><b_113><c_133>,<a_131><b_6><c_0>,0,0,0,0,0,1,0,0,0,0,<a_32>,31,0.7741935483870968,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_228><b_187><c_13>,<a_107><b_93><c_0>,0,0,0,0,0,1,0,0,0,0,<a_228>,96,0.5729166666666666,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_228><b_187><c_13>,<a_165><b_107><c_20>,0,0,0,0,0,0,0,0,0,0,<a_228>,96,0.5729166666666666,other,257,"Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown",adhesive_epoxy,<a_83><b_228><c_109>,<a_154><b_37><c_0>,0,0,0,0,0,0,0,0,0,0
3594,3397,gauge_meter,Install Bay 3MHST1 Heat Shrink 1 Inch (diameter) x 4 Foot,<a_5><b_154><c_84>,<a_82><b_17><c_25>,0,0,0,0,0,0,0,0,0,0,<a_5>,21,0.9047619047619048,other,934,Anytime Tools 40' HEAT SHRINK LARGE BLACK TUBING WRAP SLEEVES WIRE,other,<a_32><b_119><c_37>,<a_32><b_162><c_37>,0,0,0,0,1,1,0,0,0,0,<a_32>,31,0.7741935483870968,other,170,URBEST 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo (328PCS),other,<a_228><b_243><c_227>,<a_228><b_187><c_137>,0,0,0,0,1,1,0,0,0,0,<a_228>,96,0.5729166666666666,other,399,Anytime Tools 48 pc HEAT SHRINK TUBING WRAP SLEEVES ASSORTED SIZES,other,<a_228><b_243><c_227>,<a_228><b_187><c_137>,0,0,0,0,1,1,0,0,0,0,<a_228>,96,0.5729166666666666,other,399,Anytime Tools 48 pc HEAT SHRINK TUBING WRAP SLEEVES ASSORTED SIZES,other,<a_83><b_53><c_113>,<a_83><b_228><c_109>,0,0,0,0,1,1,0,0,0,0
3595,2929,gauge_meter,"Install Bay 3MHST34 3M Heat Shrink Tubing 3/4"" Diameter 4G 4-Ft",<a_5><b_242><c_132>,<a_88><b_225><c_186>,0,0,0,1,0,1,0,1,0,1,<a_5>,21,0.9047619047619048,other,1481,Install Bay CCL1614 Crimp Cap Nylon Connector 16/14 Gauge Long Neck -100-Pack,connector_fitting,<a_32><b_172><c_69>,<a_32><b_119><c_130>,0,0,0,0,1,1,0,0,0,0,<a_32>,31,0.7741935483870968,other,3019,Install Bay Heat Shrink 3/8 Inch x 4 Feet,other,<a_228><b_243><c_0>,<a_228><b_153><c_146>,0,0,0,1,1,1,0,1,0,1,<a_228>,96,0.5729166666666666,other,1293,Install Bay Heat Shrink 1/8 Inch x 4 Feet,other,<a_228><b_243><c_0>,<a_228><b_153><c_0>,0,0,0,1,1,1,0,1,0,1,<a_228>,96,0.5729166666666666,other,3019,Install Bay Heat Shrink 3/8 Inch x 4 Feet,other,<a_83><b_53><c_127>,<a_83><b_53><c_127>,1,1,1,1,1,1,1,1,1,1
3596,608,tape,3M Tape Primer 94 1/2 Pint 8oz For Vinyl Di-Noc,<a_22><b_92><c_81>,<a_12><b_154><c_75>,0,0,0,0,0,0,0,0,0,0,<a_22>,17,0.5294117647058824,adhesive_epoxy,804,Water & Wood 100pcs Insulated Heat Shrink Butt Wire Electrical Crimp Terminal Connector 18-22AWG,connector_fitting,<a_14><b_52><c_191>,<a_32><b_119><c_130>,0,0,0,0,0,0,0,0,0,0,<a_14>,23,0.9130434782608695,tape,3019,Install Bay Heat Shrink 3/8 Inch x 4 Feet,other,<a_233><b_205><c_196>,<a_228><b_153><c_2>,0,0,0,0,0,0,0,0,0,0,<a_233>,20,0.5,tape,2989,Install Bay Heat Shrink 3/16 Inch x 4 Feet,other,<a_233><b_205><c_196>,<a_228><b_153><c_0>,0,0,0,0,0,0,0,0,0,0,<a_233>,20,0.5,tape,3019,Install Bay Heat Shrink 3/8 Inch x 4 Feet,other,<a_79><b_255><c_240>,<a_83><b_53><c_3>,0,0,0,0,0,0,0,0,0,0
3597,1051,fastener,"3M Dual Lock Reclosable Fastener TB3560 250/250 Clear, 1 in x 10 ft (1 Mated Strip/Bag)",<a_41><b_255><c_206>,<a_22><b_81><c_20>,0,0,0,0,0,0,0,0,0,0,<a_41>,15,0.5333333333333333,fastener,861,"SCIGRIP 16 10315 Acrylic Cement, Low-VOC, Medium bodied, 5 Ounce Tube, Clear",other,<a_175><b_59><c_177>,<a_32><b_119><c_130>,0,0,0,0,0,0,0,0,0,0,<a_175>,12,0.6666666666666666,fastener,3019,Install Bay Heat Shrink 3/8 Inch x 4 Feet,other,<a_68><b_148><c_152>,<a_228><b_153><c_146>,0,0,0,0,0,0,0,0,0,0,<a_68>,67,0.5074626865671642,other,1293,Install Bay Heat Shrink 1/8 Inch x 4 Feet,other,<a_68><b_148><c_152>,<a_228><b_153><c_0>,0,0,0,0,0,0,0,0,0,0,<a_68>,67,0.5074626865671642,other,3019,Install Bay Heat Shrink 3/8 Inch x 4 Feet,other,<a_47><b_77><c_251>,<a_83><b_53><c_3>,0,0,0,0,0,0,0,0,0,0
3598,3076,other,10Pcs 5 x 7 cm DIY Prototype Paper PCB Universal Board New,<a_130><b_225><c_113>,<a_5><b_22><c_132>,0,0,0,0,0,0,0,0,0,0,<a_130>,10,0.8,other,2872,Install Bay Heat Shrink Tubing 3M 1/2 Inch 8G - 4 Feet,other,<a_82><b_215><c_250>,<a_32><b_119><c_130>,0,0,0,0,0,0,0,0,0,0,<a_82>,9,1.0,other,3019,Install Bay Heat Shrink 3/8 Inch x 4 Feet,other,<a_73><b_36><c_154>,<a_228><b_153><c_146>,0,0,0,0,0,0,0,0,0,0,<a_73>,114,0.7105263157894737,other,1293,Install Bay Heat Shrink 1/8 Inch x 4 Feet,other,<a_73><b_36><c_154>,<a_228><b_153><c_0>,0,0,0,0,0,0,0,0,0,0,<a_73>,114,0.7105263157894737,other,3019,Install Bay Heat Shrink 3/8 Inch x 4 Feet,other,<a_222><b_19><c_81>,<a_83><b_83><c_33>,0,0,0,0,0,0,0,0,0,0
3599,1645,other,Extech TL747 Electronic Sharp Test Probe Set,<a_81><b_215><c_174>,<a_160><b_8><c_0>,0,0,0,0,0,1,0,0,0,0,<a_81>,21,0.7619047619047619,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_36><b_189><c_240>,<a_72><b_8><c_172>,0,0,0,0,0,0,0,0,0,0,<a_36>,14,0.9285714285714286,other,793,"Yost MU360 Universal Jaw Cover, 6",other,<a_36><b_253><c_7>,<a_104><b_60><c_152>,0,0,0,0,0,0,0,0,0,0,<a_36>,54,0.5925925925925926,other,266,"iGaging ABSOLUTE ORIGIN 0-6"" Digital Electronic Caliper - IP54 Protection/Extreme Accuracy",gauge_meter,<a_36><b_253><c_7>,<a_15><b_206><c_230>,0,0,0,0,0,0,0,0,0,0,<a_36>,54,0.5925925925925926,other,54,"Industrial & Scientific"" />",metadata_placeholder,<a_89><b_51><c_177>,<a_173><b_187><c_74>,0,0,0,0,0,0,0,0,0,0
3600,338,gauge_meter,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",<a_81><b_152><c_61>,<a_123><b_54><c_63>,0,0,0,0,0,0,0,0,0,0,<a_81>,21,0.7619047619047619,gauge_meter,2157,"eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue",3d_filament,<a_50><b_235><c_31>,<a_237><b_117><c_239>,0,0,0,0,0,0,0,0,0,0,<a_50>,13,1.0,gauge_meter,1206,"eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black",3d_filament,<a_107><b_90><c_50>,<a_158><b_105><c_147>,0,0,0,0,0,1,0,0,0,0,<a_107>,66,0.5757575757575758,gauge_meter,2484,LHI XT-60 XT60 Male Female Bullet Connectors Plugs for RC Lipo Battery,connector_fitting,<a_107><b_90><c_50>,<a_223><b_86><c_176>,0,0,0,0,0,0,0,0,0,0,<a_107>,66,0.5757575757575758,gauge_meter,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,<a_209><b_169><c_44>,<a_33><b_147><c_242>,0,0,0,0,0,0,0,0,0,0
3601,2734,3d_filament,Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165><b_239><c_52>,<a_240><b_251><c_73>,0,0,0,0,0,0,0,0,0,0,<a_165>,58,0.9655172413793104,3d_filament,1826,"Stainless Steel 316L Seamless Round Tubing, 1/8"" OD, 0.027"" ID, 0.049"" Wall, 12"" Length",other,<a_237><b_122><c_136>,<a_96><b_227><c_214>,0,0,0,0,0,0,0,0,0,0,<a_237>,83,0.9879518072289156,3d_filament,1826,"Stainless Steel 316L Seamless Round Tubing, 1/8"" OD, 0.027"" ID, 0.049"" Wall, 12"" Length",other,<a_158><b_72><c_232>,<a_17><b_120><c_201>,0,0,0,0,0,0,0,0,0,0,<a_158>,109,0.5596330275229358,3d_filament,1826,"Stainless Steel 316L Seamless Round Tubing, 1/8"" OD, 0.027"" ID, 0.049"" Wall, 12"" Length",other,<a_158><b_72><c_232>,<a_17><b_120><c_201>,0,0,0,0,0,0,0,0,0,0,<a_158>,109,0.5596330275229358,3d_filament,1826,"Stainless Steel 316L Seamless Round Tubing, 1/8"" OD, 0.027"" ID, 0.049"" Wall, 12"" Length",other,<a_33><b_35><c_116>,<a_117><b_27><c_157>,0,0,0,0,0,0,0,0,0,0
3602,1553,3d_filament,Inland 1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165><b_239><c_144>,<a_165><b_239><c_95>,0,0,1,1,1,1,1,1,0,1,<a_165>,58,0.9655172413793104,3d_filament,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_237><b_122><c_30>,<a_237><b_122><c_152>,0,0,1,1,1,1,1,1,0,1,<a_237>,83,0.9879518072289156,3d_filament,2934,Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_158><b_72><c_191>,<a_158><b_72><c_219>,0,0,0,0,1,1,1,1,0,0,<a_158>,109,0.5596330275229358,3d_filament,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_158><b_72><c_191>,<a_158><b_72><c_88>,0,0,1,1,1,1,1,1,0,1,<a_158>,109,0.5596330275229358,3d_filament,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_33><b_35><c_27>,<a_33><b_187><c_6>,0,0,0,0,1,1,0,1,0,0
3603,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160><b_8><c_0>,<a_99><b_131><c_66>,0,0,0,0,0,0,0,0,0,0,<a_160>,14,0.6428571428571429,other,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_131><b_6><c_0>,<a_214><b_21><c_46>,0,1,1,1,0,1,0,1,0,1,<a_131>,15,0.6,other,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_107><b_93><c_0>,<a_210><b_156><c_39>,0,0,1,1,0,1,0,1,0,1,<a_107>,66,0.5757575757575758,gauge_meter,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_107><b_93><c_0>,<a_210><b_156><c_39>,0,1,1,1,0,1,0,1,0,1,<a_107>,66,0.5757575757575758,gauge_meter,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_154><b_37><c_0>,<a_172><b_87><c_190>,0,1,1,1,0,1,0,1,0,1
3604,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160><b_8><c_0>,<a_99><b_131><c_66>,0,1,1,1,0,1,0,1,0,1,<a_160>,14,0.6428571428571429,other,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,1,1,1,1,1,1,1,<a_131>,15,0.6,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_210><b_156><c_39>,0,1,1,1,0,1,0,1,0,1,<a_107>,66,0.5757575757575758,gauge_meter,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_154><b_37><c_0>,<a_154><b_37><c_0>,1,1,1,1,1,1,1,1,1,1
3605,182,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160><b_8><c_0>,<a_160><b_8><c_0>,1,1,1,1,1,1,1,1,1,1,<a_160>,14,0.6428571428571429,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,1,1,1,1,1,1,1,<a_131>,15,0.6,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_154><b_37><c_0>,<a_154><b_37><c_0>,1,1,1,1,1,1,1,1,1,1
3606,2797,ventilation_fan,"WD-40&nbsp;Multi-Use Product Non-Aerosol Trigger Pro, 20 OZ [12 Pack]",<a_18><b_3><c_226>,<a_92><b_101><c_82>,0,0,0,0,0,0,0,0,0,0,<a_18>,18,0.7777777777777778,other,3011,Little Giant 10940 Retrofit Wheel Kit,other,<a_34><b_255><c_7>,<a_131><b_6><c_0>,0,0,0,0,0,1,0,0,0,0,<a_34>,27,0.8518518518518519,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_173><b_94><c_100>,<a_107><b_93><c_0>,0,0,0,0,0,1,0,0,0,0,<a_173>,64,0.921875,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_173><b_94><c_100>,<a_87><b_158><c_26>,0,0,0,0,0,0,0,0,0,0,<a_173>,64,0.921875,other,3011,Little Giant 10940 Retrofit Wheel Kit,other,<a_38><b_39><c_249>,<a_154><b_37><c_0>,0,0,0,0,0,0,0,0,0,0
3607,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160><b_8><c_0>,<a_160><b_8><c_0>,1,1,1,1,1,1,1,1,1,1,<a_160>,14,0.6428571428571429,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,1,1,1,1,1,1,1,<a_131>,15,0.6,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_154><b_37><c_0>,<a_188><b_224><c_19>,0,0,0,0,0,0,0,0,0,0
3608,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160><b_8><c_0>,<a_160><b_8><c_0>,1,1,1,1,1,1,1,1,1,1,<a_160>,14,0.6428571428571429,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,1,1,1,1,1,1,1,<a_131>,15,0.6,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_154><b_37><c_0>,<a_154><b_37><c_0>,1,1,1,1,1,1,1,1,1,1
3609,182,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160><b_8><c_0>,<a_160><b_8><c_0>,1,1,1,1,1,1,1,1,1,1,<a_160>,14,0.6428571428571429,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,1,1,1,1,1,1,1,<a_131>,15,0.6,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_154><b_37><c_0>,<a_154><b_37><c_0>,1,1,1,1,1,1,1,1,1,1
