idx,item_id,family,title,brand,target_sid,target_l1,target_l1_size,target_l1_purity,target_l1_top_family,target_family_is_l1_top,target_l1_size_bin,target_l1_purity_bin,l1_rank,l12_rank,exact_rank,hit10,l1_in_top10,l1_in_top50,pred1_sid,pred1_l1,pred1_l1_size,pred1_l1_purity,pred1_l1_top_family,pred1_item_id,pred1_family,pred1_title,top10_unique_l1,top10_has_same_family_bucket,top10_has_same_top_family,top10_pred_l1s
3809,2446,other,100x 1N4007 Diode 1A 1000V Rectifier Diodes Arduino Motor Snubber Flyback,Atoms Industries,<a_246><b_20><c_153>,<a_246>,20,1.0,other,True,11-20,>=0.9,16,31,31,0,0,1,<a_112><b_60><c_14>,<a_112>,11,0.45454545454545453,connector_fitting,869,connector_fitting,"Gardner Bender GSW-16  Heavy-Duty Electrical Toggle Switch, DPDT, ON-(OFF)-ON, 20 A/125V AC, Screw Terminal",5,1,1,<a_112> <a_112> <a_170> <a_130> <a_25> <a_170> <a_112> <a_250> <a_170> <a_170>
3810,1581,other,Uxcell Wire Wrap Sleeve 3 mm Dia 30 mm Long Heat Shrink Tubing 240Pcs Black,uxcell,<a_120><b_213><c_63>,<a_120>,26,0.7692307692307693,other,True,21-50,0.75-0.9,9999,9999,9999,0,0,0,<a_112><b_60><c_14>,<a_112>,11,0.45454545454545453,connector_fitting,869,connector_fitting,"Gardner Bender GSW-16  Heavy-Duty Electrical Toggle Switch, DPDT, ON-(OFF)-ON, 20 A/125V AC, Screw Terminal",6,1,1,<a_112> <a_112> <a_170> <a_130> <a_25> <a_170> <a_170> <a_250> <a_118> <a_112>
3811,1344,other,Bearing 608ZZ Shielded 8x22x7 Miniature Ball Bearings(Pack of 10),VXB,<a_44><b_23><c_143>,<a_44>,26,0.8461538461538461,other,True,21-50,0.75-0.9,14,14,14,0,0,1,<a_123><b_54><c_63>,<a_123>,27,0.6666666666666666,3d_filament,2157,3d_filament,"eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue",5,1,1,<a_123> <a_165> <a_123> <a_209> <a_142> <a_165> <a_142> <a_146> <a_123> <a_123>
3812,201,connector_fitting,"ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D",Legacy Manufacturing,<a_52><b_60><c_237>,<a_52>,27,0.7407407407407407,connector_fitting,True,21-50,0.5-0.75,20,9999,9999,0,0,1,<a_14><b_55><c_35>,<a_14>,24,0.6666666666666666,other,339,gauge_meter,"Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)",4,0,0,<a_14> <a_57> <a_57> <a_14> <a_57> <a_14> <a_191> <a_57> <a_14> <a_76>
3813,581,other,"Smith-Cooper International 8135 Series Brass Ball Valve, Inline, Lever Handle, 1-1/4"" NPT Female, Non-Potable Water Use Only",Smith-Cooper International,<a_221><b_244><c_246>,<a_221>,20,0.9,other,True,11-20,>=0.9,34,9999,9999,0,0,1,<a_14><b_55><c_35>,<a_14>,24,0.6666666666666666,other,339,gauge_meter,"Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)",7,1,1,<a_14> <a_222> <a_222> <a_52> <a_255> <a_222> <a_57> <a_126> <a_14> <a_93>
3814,1546,other,BreakFree CLP-PS Precision Shooter,BreakFree,<a_146><b_135><c_76>,<a_146>,14,0.5714285714285714,other,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_18><b_78><c_4>,<a_18>,18,0.7777777777777778,other,340,other,Break-Free CLP-4 Cleaner Lubricant Preservative Squeeze Bottle (4 -Fluid Ounce),8,1,1,<a_18> <a_18> <a_160> <a_208> <a_0> <a_31> <a_81> <a_0> <a_236> <a_32>
3815,2765,other,Atlas Scientific pH Calibration Solution 4.00 & 7.00 8oz - 250ml (Pack of 2),Atlas Scientific,<a_183><b_232><c_25>,<a_183>,17,0.5294117647058824,other,True,11-20,0.5-0.75,11,9999,9999,0,0,1,<a_31><b_54><c_60>,<a_31>,18,0.5555555555555556,other,2938,ventilation_fan,"VenTech VT DUCT-6 VTD625 Aluminum Duct for Ventilation Ducting, 6''",8,1,1,<a_31> <a_160> <a_31> <a_173> <a_225> <a_81> <a_163> <a_0> <a_122> <a_122>
3816,2950,other,AmScope BS-72P-100S-22 72 Pieces of Pre-Cleaned Blank Microscope Slides and 100 Pieces of 22x22mm Square Coverslips Cover Glass,AmScope,<a_215><b_159><c_4>,<a_215>,17,0.8823529411764706,other,True,11-20,0.75-0.9,9999,9999,9999,0,0,0,<a_251><b_43><c_121>,<a_251>,33,0.9090909090909091,fastener,359,fastener,Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes,5,1,1,<a_251> <a_214> <a_251> <a_251> <a_160> <a_251> <a_143> <a_251> <a_251> <a_15>
3817,1232,other,"Harris Professional Spray Bottle 32oz (3-Pack), All-Purpose with Clear Finish, Pressurized Sprayer, Adjustable Nozzle and Measurements",Harris,<a_215><b_169><c_229>,<a_215>,17,0.8823529411764706,other,True,11-20,0.75-0.9,24,9999,9999,0,0,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",8,1,1,<a_160> <a_232> <a_31> <a_31> <a_208> <a_31> <a_18> <a_122> <a_81> <a_225>
3818,3304,other,URBESTAC 250V 5A SPDT 1NO 1NC Momentary Hinge Roller Lever Micro Switches 3 Pins 10 Pcs,URBEST,<a_25><b_13><c_249>,<a_25>,23,0.9565217391304348,other,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_142><b_5><c_189>,<a_142>,77,0.987012987012987,3d_filament,444,3d_filament,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",2,1,0,<a_142> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142> <a_123> <a_142>
3819,140,other,DuPont Teflon Silicone Lubricant,DuPont,<a_31><b_83><c_170>,<a_31>,18,0.5555555555555556,other,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_229><b_102><c_206>,<a_229>,15,0.8,other,212,ventilation_fan,"Rutland Products 76C 500-Degree RTV High Heat Silicone Seal, 10.3-Ounce Cartridge, Clear",6,1,1,<a_229> <a_211> <a_222> <a_222> <a_229> <a_211> <a_255> <a_225> <a_222> <a_15>
3820,2165,other,"Rubbermaid Commercial FGH136000000 Invader Side-Gate Wet Mop, Vinyl-Covered Aluminum Handle, 60-inch",Rubbermaid Commercial Products,<a_109><b_148><c_192>,<a_109>,17,0.9411764705882353,other,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_83><b_192><c_108>,<a_83>,38,0.9210526315789473,other,148,other,"Plastic Transfer Pipettes 3ml, Graduated, Pack of 100",9,1,1,<a_83> <a_160> <a_186> <a_195> <a_101> <a_195> <a_183> <a_208> <a_225> <a_117>
3821,487,ventilation_fan,"VIVOSUN 4 inch Inline Duct Booster Fan 100 CFM, Low Noise & Extra Long 5.5' Grounded Power Cord",VIVOSUN,<a_55><b_255><c_153>,<a_55>,21,0.42857142857142855,other,False,21-50,<0.5,9999,9999,9999,0,0,0,<a_117><b_84><c_113>,<a_117>,11,0.9090909090909091,other,2605,other,Acid Blend - 1 lb.,6,0,0,<a_117> <a_51> <a_196> <a_206> <a_196> <a_196> <a_255> <a_196> <a_196> <a_241>
3822,1840,tape,TapeCase 3430 0.75in X 5yd White Reflective Tape (1 Roll),TapeCase,<a_115><b_226><c_234>,<a_115>,18,1.0,tape,True,11-20,>=0.9,3,9999,9999,0,1,1,<a_120><b_18><c_136>,<a_120>,26,0.7692307692307693,other,1205,other,"PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length",8,1,1,<a_120> <a_123> <a_115> <a_142> <a_123> <a_165> <a_235> <a_165> <a_146> <a_206>
3823,3468,3d_filament,"3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,<a_206><b_170><c_0>,<a_206>,13,0.7692307692307693,other,False,11-20,0.75-0.9,9999,9999,9999,0,0,0,<a_168><b_63><c_105>,<a_168>,67,0.8059701492537313,3d_filament,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",4,1,1,<a_168> <a_168> <a_209> <a_142> <a_142> <a_123> <a_142> <a_168> <a_168> <a_142>
3824,3557,3d_filament,3D Solutech Chocolate Brown 3D Printer PLA Filament 1.75MM Filament 2.2 LBS (1.0KG),3D Solutech,<a_168><b_146><c_42>,<a_168>,67,0.8059701492537313,3d_filament,True,51-100,0.75-0.9,2,27,9999,0,1,1,<a_209><b_106><c_134>,<a_209>,36,1.0,3d_filament,1847,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",6,1,1,<a_209> <a_168> <a_142> <a_206> <a_168> <a_123> <a_165> <a_142> <a_168> <a_142>
3825,2660,3d_filament,"3D Solutech Real Grey 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,<a_168><b_63><c_2>,<a_168>,67,0.8059701492537313,3d_filament,True,51-100,0.75-0.9,1,1,5,1,1,1,<a_168><b_63><c_12>,<a_168>,67,0.8059701492537313,3d_filament,2697,3d_filament,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3,1,1,<a_168> <a_168> <a_168> <a_168> <a_168> <a_206> <a_168> <a_168> <a_142> <a_168>
3826,2893,3d_filament,"eSUN 3D 1.75mm PETG White Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque White",eSUN,<a_123><b_54><c_94>,<a_123>,27,0.6666666666666666,3d_filament,True,21-50,0.5-0.75,1,7,9999,0,1,1,<a_123><b_182><c_183>,<a_123>,27,0.6666666666666666,3d_filament,2333,3d_filament,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",6,1,1,<a_123> <a_142> <a_209> <a_142> <a_142> <a_223> <a_123> <a_142> <a_165> <a_244>
3827,1123,other,Smooth-On XTC-3D High Performance 3D Print Coating - 24oz. Unit,Smooth-On,<a_168><b_56><c_213>,<a_168>,67,0.8059701492537313,3d_filament,False,51-100,0.75-0.9,12,9999,9999,0,0,1,<a_142><b_66><c_205>,<a_142>,77,0.987012987012987,3d_filament,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3,1,0,<a_142> <a_142> <a_142> <a_123> <a_209> <a_209> <a_142> <a_142> <a_209> <a_142>
3828,3311,other,Uxcell a10081700ux0008 20pcs 1mm Twisted Drilling Bit Tip for Electric Drill (Pack of 20),uxcell,<a_57><b_203><c_228>,<a_57>,25,0.8,other,True,21-50,0.75-0.9,9999,9999,9999,0,0,0,<a_125><b_78><c_0>,<a_125>,19,0.8421052631578947,other,983,other,"3M(TM) Cubitron(TM) II Flap Disc 967A, T29 Giant (Multiple Sizes and Grit Types)",7,1,1,<a_125> <a_81> <a_81> <a_79> <a_191> <a_88> <a_191> <a_63> <a_63> <a_190>
3829,2399,other,SainSmart CNC Micro-Stepping Stepper Motor Driver NEMA23 ST-M5045 2phase 4.5A 24-50V DC 256,SainSmart,<a_98><b_192><c_162>,<a_98>,13,0.6923076923076923,other,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_218><b_173><c_38>,<a_218>,16,0.75,other,1042,other,uxcell Mandrel Mounted White Conical Felt Point Polishing Tool,8,1,1,<a_218> <a_160> <a_238> <a_233> <a_38> <a_76> <a_128> <a_153> <a_153> <a_76>
3830,2815,fastener,38mm Poly Seal Screw Caps (fits most 1/2 & 1 gallon jugs) [Bag of 12],Home Brew Stuff,<a_241><b_9><c_169>,<a_241>,13,0.8461538461538461,other,False,11-20,0.75-0.9,16,17,17,0,0,1,<a_140><b_35><c_68>,<a_140>,41,0.975609756097561,other,2254,other,"Glass Erlenmeyer Flask Set - 3 Sizes - 50, 150 and 250ml, Karter Scientific 214U2",3,1,0,<a_140> <a_140> <a_140> <a_83> <a_140> <a_140> <a_140> <a_140> <a_140> <a_215>
3831,1573,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Orange",HATCHBOX,<a_142><b_221><c_195>,<a_142>,77,0.987012987012987,3d_filament,True,51-100,>=0.9,9999,9999,9999,0,0,0,<a_105><b_22><c_14>,<a_105>,16,0.75,other,285,other,Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,7,1,0,<a_105> <a_202> <a_161> <a_101> <a_154> <a_170> <a_161> <a_161> <a_170> <a_5>
3832,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",HATCHBOX,<a_142><b_221><c_20>,<a_142>,77,0.987012987012987,3d_filament,True,51-100,>=0.9,1,1,3,1,1,1,<a_142><b_221><c_187>,<a_142>,77,0.987012987012987,3d_filament,50,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",3,1,1,<a_142> <a_142> <a_142> <a_209> <a_142> <a_142> <a_142> <a_142> <a_123> <a_142>
3833,50,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",HATCHBOX,<a_142><b_221><c_187>,<a_142>,77,0.987012987012987,3d_filament,True,51-100,>=0.9,1,3,3,1,1,1,<a_142><b_153><c_5>,<a_142>,77,0.987012987012987,3d_filament,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",2,1,1,<a_142> <a_209> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142>
3834,2737,3d_filament,"HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.05 mm, 1 kg Spool, 1.75 mm, White",HATCHBOX,<a_142><b_21><c_210>,<a_142>,77,0.987012987012987,3d_filament,True,51-100,>=0.9,1,9999,9999,0,1,1,<a_142><b_153><c_5>,<a_142>,77,0.987012987012987,3d_filament,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",2,1,1,<a_142> <a_209> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142>
3835,3155,3d_filament,"HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Orange",HATCHBOX,<a_142><b_21><c_142>,<a_142>,77,0.987012987012987,3d_filament,True,51-100,>=0.9,1,9,9999,0,1,1,<a_142><b_153><c_5>,<a_142>,77,0.987012987012987,3d_filament,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",2,1,1,<a_142> <a_209> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142>
3836,2967,3d_filament,Inland 1.75mm Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs),Inland,<a_165><b_239><c_230>,<a_165>,58,0.9655172413793104,3d_filament,True,51-100,>=0.9,1,1,9999,0,1,1,<a_165><b_239><c_95>,<a_165>,58,0.9655172413793104,3d_filament,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),2,1,1,<a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_168> <a_165>
3837,3112,3d_filament,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",3D Solutech,<a_168><b_153><c_17>,<a_168>,67,0.8059701492537313,3d_filament,True,51-100,0.75-0.9,1,1,30,0,1,1,<a_168><b_153><c_10>,<a_168>,67,0.8059701492537313,3d_filament,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",4,1,1,<a_168> <a_168> <a_168> <a_142> <a_123> <a_168> <a_142> <a_209> <a_142> <a_168>
3838,2697,3d_filament,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,<a_168><b_63><c_12>,<a_168>,67,0.8059701492537313,3d_filament,True,51-100,0.75-0.9,1,1,2,1,1,1,<a_168><b_63><c_105>,<a_168>,67,0.8059701492537313,3d_filament,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3,1,1,<a_168> <a_168> <a_168> <a_168> <a_168> <a_168> <a_123> <a_142> <a_142> <a_168>
3839,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",3D Solutech,<a_168><b_153><c_10>,<a_168>,67,0.8059701492537313,3d_filament,True,51-100,0.75-0.9,1,6,6,1,1,1,<a_168><b_63><c_12>,<a_168>,67,0.8059701492537313,3d_filament,2697,3d_filament,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3,1,1,<a_168> <a_168> <a_168> <a_168> <a_168> <a_168> <a_123> <a_168> <a_142> <a_168>
3840,3522,3d_filament,"3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA",3D,<a_168><b_153><c_32>,<a_168>,67,0.8059701492537313,3d_filament,True,51-100,0.75-0.9,1,3,17,0,1,1,<a_168><b_63><c_105>,<a_168>,67,0.8059701492537313,3d_filament,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",2,1,1,<a_168> <a_168> <a_168> <a_168> <a_168> <a_168> <a_168> <a_123> <a_168> <a_168>
3841,2332,3d_filament,Metal J-head V6 Hotend 1.75mm Filament 0.4mm Bowden Extruder Reprap 3D Printer with 1 Meter Tubing,Syhonic,<a_165><b_150><c_18>,<a_165>,58,0.9655172413793104,3d_filament,True,51-100,>=0.9,4,9999,9999,0,1,1,<a_142><b_183><c_61>,<a_142>,77,0.987012987012987,3d_filament,3016,3d_filament,"HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood",6,1,1,<a_142> <a_123> <a_168> <a_165> <a_165> <a_165> <a_165> <a_168> <a_209> <a_112>
3842,2697,3d_filament,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,<a_168><b_63><c_12>,<a_168>,67,0.8059701492537313,3d_filament,True,51-100,0.75-0.9,2,25,25,0,1,1,<a_123><b_182><c_183>,<a_123>,27,0.6666666666666666,3d_filament,2333,3d_filament,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",4,1,1,<a_123> <a_168> <a_168> <a_142> <a_168> <a_165> <a_168> <a_142> <a_165> <a_168>
3843,712,gauge_meter,Wixey WR100 6-Inch Digital Calipers with Fractions,Wixey,<a_38><b_205><c_184>,<a_38>,19,1.0,gauge_meter,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_52><b_60><c_237>,<a_52>,27,0.7407407407407407,connector_fitting,201,connector_fitting,"ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D",8,1,1,<a_52> <a_89> <a_81> <a_240> <a_240> <a_143> <a_89> <a_93> <a_126> <a_222>
3844,202,adhesive_epoxy,Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882),Loctite,<a_53><b_69><c_196>,<a_53>,19,0.9473684210526315,adhesive_epoxy,True,11-20,>=0.9,43,9999,9999,0,0,1,<a_251><b_43><c_121>,<a_251>,33,0.9090909090909091,fastener,359,fastener,Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes,6,0,0,<a_251> <a_251> <a_201> <a_251> <a_24> <a_160> <a_218> <a_24> <a_251> <a_81>
3845,1203,3d_filament,"eSUN 3D 1.75mm PETG Natural Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent 1.75mm Natural",eSUN,<a_123><b_54><c_1>,<a_123>,27,0.6666666666666666,3d_filament,True,21-50,0.5-0.75,1,2,49,0,1,1,<a_123><b_182><c_183>,<a_123>,27,0.6666666666666666,3d_filament,2333,3d_filament,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",6,1,1,<a_123> <a_123> <a_142> <a_168> <a_193> <a_123> <a_123> <a_165> <a_120> <a_165>
3846,2097,other,SummitLink 428 Pcs Red Black Assorted Heat Shrink Tube 10 Sizes Tubing Wrap Sleeve Set Combo,SummitLink,<a_5><b_175><c_112>,<a_5>,21,0.9047619047619048,other,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_227><b_22><c_133>,<a_227>,15,0.6,other,2924,connector_fitting,"Hilitchi 635 Pcs 40 Pin 2.54mm Pitch Single Row Pin Headers,Dupont Connector Housing Female,Dupont Male/Female Pin Connector Kit",8,1,1,<a_227> <a_165> <a_242> <a_106> <a_227> <a_154> <a_130> <a_170> <a_235> <a_165>
3847,3661,metadata_placeholder,"Industrial & Scientific"" />",Thomson,<a_238><b_146><c_202>,<a_238>,19,1.0,metadata_placeholder,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_165><b_239><c_143>,<a_165>,58,0.9655172413793104,3d_filament,2912,3d_filament,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),4,0,0,<a_165> <a_165> <a_165> <a_165> <a_209> <a_165> <a_120> <a_123> <a_165> <a_123>
3848,2034,fastener,The Hillman Group 707319  XL Washered Wing Nut 1/4-20 (50-Pack),Hillman,<a_143><b_238><c_239>,<a_143>,32,0.59375,fastener,True,21-50,0.5-0.75,32,9999,9999,0,0,1,<a_0><b_77><c_244>,<a_0>,20,0.8,adhesive_epoxy,257,adhesive_epoxy,"Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown",8,1,0,<a_0> <a_22> <a_160> <a_226> <a_229> <a_18> <a_195> <a_236> <a_0> <a_195>
3849,3525,other,"Genteq Capacitor 10 UF MFD 370V 97F9002, 97F9002s (Replaces Old GE# 97F9002BZ3, Z97F9002, 27L669), 10 MFD at 370V, Oval",Genteq,<a_113><b_30><c_54>,<a_113>,11,0.5454545454545454,other,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_170><b_18><c_169>,<a_170>,20,0.95,other,734,other,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",5,1,1,<a_170> <a_170> <a_154> <a_170> <a_170> <a_154> <a_130> <a_105> <a_227> <a_227>
3850,61,gauge_meter,B&K Precision 879B Dual Display Handheld Deluxe Universal LCR Meter with Backlit Display,B&K Precision,<a_161><b_13><c_61>,<a_161>,19,0.7894736842105263,other,False,11-20,0.75-0.9,9999,9999,9999,0,0,0,<a_12><b_167><c_168>,<a_12>,33,0.7272727272727273,gauge_meter,954,gauge_meter,"Remington Industries 22UL1007STRRED UL1007 22 AWG Gauge Stranded Hook-Up Wire, 300V, 0.0253"" Diameter, 100' Length, Red",3,1,1,<a_12> <a_12> <a_170> <a_105> <a_105> <a_12> <a_12> <a_170> <a_170> <a_170>
3851,3432,3d_filament,"3D Solutech PETG175YLW 3D Printer Filament, Yellow, 1.75mm, 2.2 LBS (1.0KG)",3D Solutech,<a_168><b_12><c_241>,<a_168>,67,0.8059701492537313,3d_filament,True,51-100,0.75-0.9,5,9999,9999,0,1,1,<a_106><b_209><c_0>,<a_106>,22,0.9090909090909091,other,635,other,Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 50 Pack,6,1,1,<a_106> <a_227> <a_227> <a_154> <a_168> <a_170> <a_170> <a_154> <a_170> <a_105>
3852,2317,other,"Reditainer RDSC200100 Plastic Disposable Portion Souffle Cup with Lids, 2 Ounce, Package of 100",Reditainer,<a_1><b_88><c_133>,<a_1>,14,1.0,other,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_103><b_131><c_7>,<a_103>,34,0.9705882352941176,connector_fitting,2430,connector_fitting,Yueton 100pcs Red 22/18- Gauge Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal,5,1,1,<a_103> <a_103> <a_126> <a_52> <a_81> <a_103> <a_191> <a_103> <a_103> <a_52>
3853,3113,3d_filament,Inland 1.75mm Silver PLA 3D Printer Filament - 1kg Spool (2.2 lbs),Inland,<a_165><b_239><c_54>,<a_165>,58,0.9655172413793104,3d_filament,True,51-100,>=0.9,1,1,40,0,1,1,<a_165><b_239><c_95>,<a_165>,58,0.9655172413793104,3d_filament,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),1,1,1,<a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165>
3854,270,other,"Gorilla Carts GOR6PS Heavy-Duty Poly Yard Dump Cart with 2-In-1 Convertible Handle, 1,200-Pound Capacity, Black",Gorilla Carts,<a_214><b_100><c_223>,<a_214>,17,0.9411764705882353,other,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_22><b_25><c_81>,<a_22>,17,0.5294117647058824,adhesive_epoxy,605,other,Loctite Clear Silicone Waterproof Sealant 2.7-Ounce Tube (908570),6,1,1,<a_22> <a_0> <a_22> <a_22> <a_22> <a_195> <a_195> <a_122> <a_160> <a_21>
3855,999,other,Curt Manufacturing 28276 Towing Wiring,Curt Manufacturing,<a_92><b_88><c_109>,<a_92>,20,0.95,other,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_229><b_81><c_208>,<a_229>,15,0.8,other,926,other,"Dap 00272 Original Contact Cement Qt Raw Building Material, Tan",5,1,1,<a_229> <a_229> <a_173> <a_81> <a_229> <a_122> <a_122> <a_229> <a_122> <a_18>
3856,220,other,Tach-It B-1 Single Edge Industrial Razor Blade (Pack of 100),Tach-It,<a_215><b_165><c_17>,<a_215>,17,0.8823529411764706,other,True,11-20,0.75-0.9,9999,9999,9999,0,0,0,<a_0><b_207><c_2>,<a_0>,20,0.8,adhesive_epoxy,172,adhesive_epoxy,"Gorilla Super Glue Gel, 15 Gram, Clear",3,1,0,<a_0> <a_67> <a_67> <a_0> <a_0> <a_122> <a_0> <a_122> <a_122> <a_0>
