idx,item_id,family,title,brand,r720e_l1_rank,r720e_l12_rank,r720e_exact_rank,r720e_stage10,r720e_stage50,r720e_exact_rank_bucket,r720e_hit1,r720e_hit3,r720e_hit5,r720e_hit10,r720e_hit20,r720e_hit50,r720e_l1_in_top10,r720e_l12_in_top10,r720e_l1_in_top50,r720e_l12_in_top50,r720e_pred1_item_id,r720e_pred1_family,r720e_pred1_title,r720e_l1,r720e_l1_size,r720e_l1_purity,r720e_l1_top_family,r720b_l1_rank,r720b_l12_rank,r720b_exact_rank,r720b_stage10,r720b_stage50,r720b_exact_rank_bucket,r720b_hit1,r720b_hit3,r720b_hit5,r720b_hit10,r720b_hit20,r720b_hit50,r720b_l1_in_top10,r720b_l12_in_top10,r720b_l1_in_top50,r720b_l12_in_top50,r720b_pred1_item_id,r720b_pred1_family,r720b_pred1_title,r720b_l1,r720b_l1_size,r720b_l1_purity,r720b_l1_top_family,orig_align_l1_rank,orig_align_l12_rank,orig_align_exact_rank,orig_align_stage10,orig_align_stage50,orig_align_exact_rank_bucket,orig_align_hit1,orig_align_hit3,orig_align_hit5,orig_align_hit10,orig_align_hit20,orig_align_hit50,orig_align_l1_in_top10,orig_align_l12_in_top10,orig_align_l1_in_top50,orig_align_l12_in_top50,orig_align_pred1_item_id,orig_align_pred1_family,orig_align_pred1_title,orig_align_l1,orig_align_l1_size,orig_align_l1_purity,orig_align_l1_top_family,orig_strong_l1_rank,orig_strong_l12_rank,orig_strong_exact_rank,orig_strong_stage10,orig_strong_stage50,orig_strong_exact_rank_bucket,orig_strong_hit1,orig_strong_hit3,orig_strong_hit5,orig_strong_hit10,orig_strong_hit20,orig_strong_hit50,orig_strong_l1_in_top10,orig_strong_l12_in_top10,orig_strong_l1_in_top50,orig_strong_l12_in_top50,orig_strong_pred1_item_id,orig_strong_pred1_family,orig_strong_pred1_title,orig_strong_l1,orig_strong_l1_size,orig_strong_l1_purity,orig_strong_l1_top_family,v2_l1_rank,v2_l12_rank,v2_exact_rank,v2_stage10,v2_stage50,v2_exact_rank_bucket,v2_hit1,v2_hit3,v2_hit5,v2_hit10,v2_hit20,v2_hit50,v2_l1_in_top10,v2_l12_in_top10,v2_l1_in_top50,v2_l12_in_top50
10,2253,tape,"CS Hyde High Temperature Fiberglass Tape With Silicone Adhesive, Ivory 1/2 inch x 36 yards",CS Hyde,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2157,3d_filament,"eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue",<a_91>,26,0.9230769230769231,tape,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2158,3d_filament,"eSUN 3D 1.75mm PETG Green Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent 1.75mm Green",<a_179>,18,1.0,tape,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1795,3d_filament,"eSUN 1.75mm Black PLA 3D Printer filament 1kg Spool (2.2lbs), Black",<a_233>,20,0.5,tape,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",<a_233>,20,0.5,tape,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
11,450,tape,"X-Treme Tape TPE-X36ZLB Silicone Rubber Self Fusing Tape, 1"" x 36', Triangular, Black",X-Treme Tape,2,2,2,exact_in_top10,exact_in_top50,rank2_3,0,1,1,1,1,1,1,1,1,1,457,other,CRC 03400 16oz Truetap Cutting Fluid Heavy Duty Bottle,<a_122>,26,1.0,tape,17,17,17,L1_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,0,0,1,1,145,other,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",<a_179>,18,1.0,tape,3,25,9999,L1_present_L2_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,1,40,other,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",<a_202>,117,0.9829059829059829,tape,6,6,9999,L12_present_leaf_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,1,1,1,74,other,"Hot Max 27050 Tap Magic Cutting Fluid, 4 oz.",<a_202>,117,0.9829059829059829,tape,4,4,7,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1
12,59,adhesive_epoxy,Loctite Ultra Gel Control Super Glue 4-Gram (1363589),Loctite,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1197,tape,TapeCase 3432 1in X 5yd Red Reflective Tape (1 Roll),<a_53>,19,0.9473684210526315,adhesive_epoxy,30,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,1840,tape,TapeCase 3430 0.75in X 5yd White Reflective Tape (1 Roll),<a_48>,25,1.0,adhesive_epoxy,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1198,tape,TapeCase 3432 1in X 50yd Red Reflective Tape (1 Roll),<a_165>,72,0.8194444444444444,adhesive_epoxy,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1840,tape,TapeCase 3430 0.75in X 5yd White Reflective Tape (1 Roll),<a_165>,72,0.8194444444444444,adhesive_epoxy,27,27,9999,L1_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,1
13,1374,other,HHIP 4401-0811 Mini Universal Magnetic Base with Fine,HHIP,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2179,other,iRobot Roomba 860 Robot Vacuum,<a_100>,14,0.8571428571428571,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2164,other,"Rubbermaid Commercial Maximizer Mop Head, Blend, Medium, Blue (1924783)",<a_216>,13,0.8461538461538461,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,794,other,"Keeper (07512) Koastal 12' x 1-1/2"" Lashing Strap with Protective Cover, (Pack of 2)",<a_104>,60,0.6333333333333333,gauge_meter,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2352,other,iRobot Roomba 870 Robotic Vacuum Cleaner,<a_104>,60,0.6333333333333333,gauge_meter,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
14,3340,other,"E-Projects 25EP514150R 150 Ohm Resistors, 1/4 W, 5% (Pack of 25)",E-Projects,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1949,fastener,"Steel Machine Screw, Zinc Plated Finish, Flat Head, Phillips Drive, 2"" Length, #8-32 Threads (Pack of 100)",<a_118>,25,0.96,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1949,fastener,"Steel Machine Screw, Zinc Plated Finish, Flat Head, Phillips Drive, 2"" Length, #8-32 Threads (Pack of 100)",<a_101>,23,1.0,other,22,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,37,other,"The Hillman Group 591521 Small Flat and Lock Washer Assortment, 270-Pack",<a_73>,114,0.7105263157894737,other,2,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,37,other,"The Hillman Group 591521 Small Flat and Lock Washer Assortment, 270-Pack",<a_73>,114,0.7105263157894737,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
15,352,other,General Tools 1261-4 1/2-Inch Grommet Refill with 24 Grommets,General Tools Mfg Co In,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,23,tape,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",<a_201>,19,0.9473684210526315,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_166>,15,0.7333333333333333,other,34,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,23,tape,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",<a_71>,118,0.8305084745762712,other,29,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,23,tape,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",<a_71>,118,0.8305084745762712,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
16,516,other,"100pc 1/4"" Grommets Eyelets for Clothes, Leather, Canvas - Self-Backing",ProTool,20,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,23,tape,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",<a_201>,19,0.9473684210526315,other,17,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,23,tape,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",<a_166>,15,0.7333333333333333,other,3,13,13,L1_present_L2_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,0,1,1,23,tape,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",<a_71>,118,0.8305084745762712,other,8,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_71>,118,0.8305084745762712,other,3,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0
17,152,connector_fitting,"Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)",Camco,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1745,other,Uxcell Toggle Switch (10 Piece),<a_163>,19,0.7894736842105263,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2229,other,Uxcell a11093000ux0385 10x 8 Pin DIP IC Sockets Adaptor Solder Type Socket,<a_165>,16,0.5,connector_fitting,6,6,6,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1,2607,other,Muslin Bags 10 Count,<a_228>,96,0.5729166666666666,other,1,38,38,L1_present_L2_missing_top10,exact_in_top50,rank21_50,0,0,0,0,0,1,1,0,1,1,399,other,Anytime Tools 48 pc HEAT SHRINK TUBING WRAP SLEEVES ASSORTED SIZES,<a_228>,96,0.5729166666666666,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
18,1080,other,"PYREX 2L Narrow Mouth Erlenmeyer Flasks with Heavy Duty Rim, 1/pk",Pyrex,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,152,connector_fitting,"Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)",<a_217>,13,0.9230769230769231,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2229,other,Uxcell a11093000ux0385 10x 8 Pin DIP IC Sockets Adaptor Solder Type Socket,<a_86>,21,0.9523809523809523,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2607,other,Muslin Bags 10 Count,<a_94>,111,0.8468468468468469,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,152,connector_fitting,"Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)",<a_94>,111,0.8468468468468469,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
19,326,adhesive_epoxy,J-B Weld 8276 KwikWeld Quick Setting Steel Reinforced Epoxy - 2 oz.,J-B Weld,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1568,tape,"FiberFix 1"" Repair Tape Wrap - Fix Anything with Permanent Waterproof Repair Tape 100X Stronger than Duct Tape",<a_89>,16,1.0,adhesive_epoxy,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1568,tape,"FiberFix 1"" Repair Tape Wrap - Fix Anything with Permanent Waterproof Repair Tape 100X Stronger than Duct Tape",<a_211>,20,0.95,adhesive_epoxy,40,40,9999,L1_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,1,638,other,"Amamax Clear Zip Lock Bags, 4 X 6"", 500 Count",<a_165>,72,0.8194444444444444,adhesive_epoxy,22,22,9999,L1_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,1,812,other,ShipGuard 600 Ziplock Bags 6 Assorted Sizes Clear 2MIL baggies1.5x2 2x2 2x3 3x3 3x4 3x5,<a_165>,72,0.8194444444444444,adhesive_epoxy,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
20,1098,adhesive_epoxy,J-B Weld 50112 ClearWeld Quick-Setting Epoxy Syringe - Dries Clear - 25 ml,J-B Weld,1,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,675,adhesive_epoxy,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,<a_89>,16,1.0,adhesive_epoxy,18,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,1568,tape,"FiberFix 1"" Repair Tape Wrap - Fix Anything with Permanent Waterproof Repair Tape 100X Stronger than Duct Tape",<a_211>,20,0.95,adhesive_epoxy,1,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,675,adhesive_epoxy,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,<a_165>,72,0.8194444444444444,adhesive_epoxy,1,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,675,adhesive_epoxy,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,<a_165>,72,0.8194444444444444,adhesive_epoxy,1,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0
21,1305,other,"RMP .125 3003 H14 Aluminum Sheet 12"" x 12",RMP,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,287,other,"KYDEX V Sheet - 0.028"" Thick, Black, 12&rdquo;x12&rdquo; Nominal",<a_108>,15,0.7333333333333333,other,9,42,9999,L1_present_L2_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,1,23,tape,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",<a_115>,11,0.9090909090909091,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,176,other,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,<a_251>,92,0.6630434782608695,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,57,adhesive_epoxy,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",<a_251>,92,0.6630434782608695,other,34,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0
22,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,4,4,4,exact_in_top10,exact_in_top50,rank4_5,0,0,1,1,1,1,1,1,1,1,151,tape,"Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)",<a_160>,14,0.6428571428571429,other,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_131>,15,0.6,other,2,2,2,exact_in_top10,exact_in_top50,rank2_3,0,1,1,1,1,1,1,1,1,1,151,tape,"Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)",<a_107>,66,0.5757575757575758,gauge_meter,13,13,13,L1_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,0,0,1,1,151,tape,"Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)",<a_107>,66,0.5757575757575758,gauge_meter,10,10,10,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1
23,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160>,14,0.6428571428571429,other,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_131>,15,0.6,other,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107>,66,0.5757575757575758,gauge_meter,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107>,66,0.5757575757575758,gauge_meter,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1
24,182,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160>,14,0.6428571428571429,other,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_131>,15,0.6,other,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107>,66,0.5757575757575758,gauge_meter,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107>,66,0.5757575757575758,gauge_meter,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1
25,3287,other,Pomona 1296 BNC (M) Binding Posts,Pomona,26,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,175,tape,"Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)",<a_199>,22,0.7727272727272727,connector_fitting,32,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,175,tape,"Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)",<a_118>,20,0.55,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,130,tape,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",<a_170>,25,0.68,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,502,connector_fitting,Uxcell a10073000ux0031 2 Pcs 8 Position Double Row Screw Terminal Covered Barrier Strip 600V 25A,<a_170>,25,0.68,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
26,2899,other,"Dynatex 49582 Industrial Copper Anti-Seize and Lubricating Compound Paste, 8 oz Brush Top Bottle, Dark Copper",Dynatex,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1031,adhesive_epoxy,ABN Adhesive Sticky Back 80-Grit Sandpaper Roll 2-3/4&rdquo; Inch x 20 Yards Aluminum Oxide Golden Yellow Longboard Dura PSA,<a_193>,15,0.6666666666666666,other,8,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,140,other,DuPont Teflon Silicone Lubricant,<a_75>,14,0.8571428571428571,other,7,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,2292,other,"Bluecell Pack of 12 Sandpaper abrasive dry/wet paper Sheets 400/600/800/1000/1200/1500 Grit 9"" x 3.6"" hobby tool",<a_173>,64,0.921875,other,2,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,116,tape,Rescue Tape RT1000201202USCO,<a_173>,64,0.921875,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
27,749,other,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",BSI,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,426,other,"5/16"" - 36 HSS Right hand Thread Tap with 7.3mm Drill bit",<a_67>,20,0.55,adhesive_epoxy,45,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,1568,tape,"FiberFix 1"" Repair Tape Wrap - Fix Anything with Permanent Waterproof Repair Tape 100X Stronger than Duct Tape",<a_158>,13,0.6923076923076923,adhesive_epoxy,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,603,fastener,"The Hillman Group 591519 Small Small Wood Screw Assortment, 195-Pack",<a_99>,32,0.5625,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,914,fastener,"The Hillman Group 591518 Small Machine Screws with Nuts Assortment, 195-Pack",<a_99>,32,0.5625,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
28,749,other,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",BSI,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,749,other,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",<a_67>,20,0.55,adhesive_epoxy,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,749,other,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",<a_158>,13,0.6923076923076923,adhesive_epoxy,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,749,other,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",<a_99>,32,0.5625,other,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,749,other,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",<a_99>,32,0.5625,other,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1
29,1392,other,Pomona 4970 Bnc (M) with 20 Awg Leads,Pomona,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2977,other,"Heathrow Scientific HD15906 Hayman-Type Spatula with Flat End and Spoon End, 6-1/4"" Overall Length",<a_199>,22,0.7727272727272727,connector_fitting,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_118>,20,0.55,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_170>,25,0.68,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2977,other,"Heathrow Scientific HD15906 Hayman-Type Spatula with Flat End and Spoon End, 6-1/4"" Overall Length",<a_170>,25,0.68,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
