variant,idx,user_id,item_id,family,item_title,target_sid,target_l1,target_l2,rank,rank_found,hit1,hit3,hit5,hit10,hit20,hit50,ndcg10,ndcg50,top1_sid,top1_l1,top1_l2,top1_item_ids,top1_item_titles,top1_families,top1_same_l1,top1_same_l2,top1_same_family,top1_history_repeat,top10_history_repeat_count,top50_history_repeat_count,top10_has_target_l1,top10_has_target_l2,top50_has_target_l1,top50_has_target_l2,history_len,target_l1_in_history,target_l2_in_history,failure_type_at10
r693a,3257,A2779,1346,tape,"Aluminum Tape/Aluminum Foil Tape - 1.9 inch x 150 feet (3.4 mil) - Good for HVAC, Ducts, Insulation and More",<a_31><b_13><c_22>,<a_31>,<a_31><b_13>,999,,0,0,0,0,0,0,0.0,0.0,<a_90><b_109><c_185>,<a_90>,<a_90><b_109>,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,0,0,0,1,2,4,0,0,1,0,5,0,0,l1_routing_miss
r693a,3258,A4246,2522,connector_fitting,"3M(TM) Scotchlok(TM) Electrical IDC Connector 560B, Blue, 18&ndash;16AWG solid/stranded, 14AWG stranded, 100ct",<a_40><b_123><c_78>,<a_40>,<a_40><b_123>,999,,0,0,0,0,0,0,0.0,0.0,<a_31><b_208><c_41>,<a_31>,<a_31><b_208>,125,"Gorilla 6100101 Tape Handy Roll, 1-Pack, Black",tape,0,0,0,0,1,1,0,0,0,0,6,0,0,l1_routing_miss
r693a,3259,A4879,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,7,7.0,0,0,0,1,1,1,0.3333333333333333,0.3333333333333333,<a_90><b_109><c_185>,<a_90>,<a_90><b_109>,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,0,0,0,0,1,1,1,1,1,1,2,0,0,hit_at_10
r693a,3260,A4879,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,1,1.0,1,1,1,1,1,1,1.0,1.0,<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,1,1,1,1,2,2,1,1,1,1,3,1,1,hit_at_10
r693a,3261,A4879,182,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,1,1.0,1,1,1,1,1,1,1.0,1.0,<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,1,1,1,1,2,2,1,1,1,1,4,1,1,hit_at_10
r693a,3262,A5993,2058,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gray",<a_178><b_165><c_237>,<a_178>,<a_178><b_165>,999,,0,0,0,0,0,0,0.0,0.0,<a_220><b_114><c_145>,<a_220>,<a_220><b_114>,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,0,0,1,0,2,3,1,0,1,0,10,1,0,l2_routing_miss_after_l1_hit
r693a,3263,A7036,338,gauge_meter,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",<a_190><b_173><c_203>,<a_190>,<a_190><b_173>,999,,0,0,0,0,0,0,0.0,0.0,<a_220><b_114><c_145>,<a_220>,<a_220><b_114>,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,0,0,0,0,0,0,0,0,0,0,2,0,0,l1_routing_miss
r693a,3264,A7036,3522,3d_filament,"3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA",<a_178><b_14><c_183>,<a_178>,<a_178><b_14>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_165><c_148>,<a_178>,<a_178><b_165>,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",3d_filament,1,0,1,0,0,0,1,0,1,1,3,1,0,l2_routing_miss_after_l1_hit
r693a,3265,A7036,3113,3d_filament,Inland 1.75mm Silver PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_153>,<a_220>,<a_220><b_114>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_165><c_148>,<a_178>,<a_178><b_165>,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",3d_filament,0,0,1,0,0,0,1,1,1,1,4,1,1,leaf_or_ranking_miss_after_l2_hit
r693a,3266,A7275,2472,3d_filament,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",<a_178><b_154><c_141>,<a_178>,<a_178><b_154>,3,3.0,0,1,1,1,1,1,0.5,0.5,<a_178><b_154><c_135>,<a_178>,<a_178><b_154>,1851,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",3d_filament,1,1,1,0,0,1,1,1,1,1,1,1,0,hit_at_10
r693a,3267,A7275,1847,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",<a_178><b_252><c_162>,<a_178>,<a_178><b_252>,2,2.0,0,1,1,1,1,1,0.6309297535714575,0.6309297535714575,<a_178><b_154><c_141>,<a_178>,<a_178><b_154>,2472,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",3d_filament,1,0,1,1,1,2,1,1,1,1,2,1,0,hit_at_10
r693a,3268,A7275,2393,other,"Cutequeen 750 pcs,30 Values Resistor Kit x 25pcs =750 pcs (10 Ohm - 1M Ohm) 1/4W Metal Film Resistors Assortment",<a_75><b_55><c_119>,<a_75>,<a_75><b_55>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_165><c_148>,<a_178>,<a_178><b_165>,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",3d_filament,0,0,0,0,2,3,0,0,0,0,3,0,0,l1_routing_miss
r693a,3269,A7275,3470,3d_filament,SCStyle 5 Meters GT2 2mm Pitch 6mm Wide Timing Belt for 3D Printer CNC,<a_151><b_93><c_4>,<a_151>,<a_151><b_93>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_165><c_148>,<a_178>,<a_178><b_165>,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",3d_filament,0,0,1,0,2,3,0,0,0,0,4,0,0,l1_routing_miss
r693a,3270,A7275,2917,other,Genuine E3D V6 Extra Nozzle - 1.75mm x 0.40mm (V6-NOZZLE-175-400),<a_212><b_235><c_27>,<a_212>,<a_212><b_235>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_165><c_148>,<a_178>,<a_178><b_165>,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",3d_filament,0,0,0,0,3,3,0,0,1,0,5,0,0,l1_routing_miss
r693a,3271,A7275,3670,3d_filament,"HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_178><b_255><c_95>,<a_178>,<a_178><b_255>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_165><c_148>,<a_178>,<a_178><b_165>,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",3d_filament,1,0,1,0,2,3,1,0,1,0,6,1,0,l2_routing_miss_after_l1_hit
r693a,3272,A7275,3088,3d_filament,6PCS x Custom Machined All Metal Heatbreak for V6 RepRap 3D Printer Hotend 1.75mm and Clones,<a_212><b_251><c_22>,<a_212>,<a_212><b_251>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_150><c_117>,<a_178>,<a_178><b_150>,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,0,0,1,0,1,4,1,0,1,0,7,1,0,l2_routing_miss_after_l1_hit
r693a,3273,A7275,3680,3d_filament,ProSpec PLA - Emerald - Beautiful Gemstone - Performance Grade 3D Printer Filament - 2.85mm - 2.2LB / 1kg,<a_178><b_137><c_249>,<a_178>,<a_178><b_137>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_150><c_117>,<a_178>,<a_178><b_150>,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,1,0,1,0,0,3,1,0,1,0,8,1,0,l2_routing_miss_after_l1_hit
r693a,3274,A7639,2734,3d_filament,Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_53>,<a_220>,<a_220><b_114>,2,2.0,0,1,1,1,1,1,0.6309297535714575,0.6309297535714575,<a_220><b_114><c_145>,<a_220>,<a_220><b_114>,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,1,1,1,0,1,1,1,1,1,1,1,1,1,hit_at_10
r693a,3275,A4270,490,tape,"Duck Brand 300877 Professional Grade Electrical Tape, 3/4-Inch by 66 Feet, Single Roll, White",<a_31><b_28><c_55>,<a_31>,<a_31><b_28>,999,,0,0,0,0,0,0,0.0,0.0,<a_124><b_157><c_254>,<a_124>,<a_124><b_157>,57,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",adhesive_epoxy,0,0,0,1,1,1,1,1,1,1,5,0,0,leaf_or_ranking_miss_after_l2_hit
r693a,3276,A4419,1406,gauge_meter,"Yonisun Sound Dampening Door Bumpers, 1/2"" Diameter, Sheet of 100",<a_109><b_0><c_125>,<a_109>,<a_109><b_0>,999,,0,0,0,0,0,0,0.0,0.0,<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,0,0,1,1,3,4,0,0,0,0,6,0,0,l1_routing_miss
r693a,3277,A4880,835,metadata_placeholder,"Industrial & Scientific"" />",<a_129><b_153><c_172>,<a_129>,<a_129><b_153>,999,,0,0,0,0,0,0,0.0,0.0,<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,0,0,0,1,1,2,0,0,0,0,5,0,0,l1_routing_miss
r693a,3278,A5693,831,other,"DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor, 5-Pack",<a_238><b_232><c_249>,<a_238>,<a_238><b_232>,999,,0,0,0,0,0,0,0.0,0.0,<a_37><b_188><c_255>,<a_37>,<a_37><b_188>,2530,"Think Safe 1095TS 7"" Trauma Shear",other,0,0,1,1,3,5,0,0,0,0,10,0,0,l1_routing_miss
r693a,3279,A5736,212,ventilation_fan,"Rutland Products 76C 500-Degree RTV High Heat Silicone Seal, 10.3-Ounce Cartridge, Clear",<a_65><b_99><c_79>,<a_65>,<a_65><b_99>,999,,0,0,0,0,0,0,0.0,0.0,<a_166><b_209><c_21>,<a_166>,<a_166><b_209>,1928,"Anvil 8700120507, Malleable Iron Pipe Fitting, Tee, 3/4"" NPT Female, Black Finish",connector_fitting,0,0,0,0,0,4,0,0,0,0,8,0,0,l1_routing_miss
r693a,3280,A6320,3314,connector_fitting,"Stainless Steel 316/316L Pipe Fitting, Nipple, Schedule 40 Welded, 3/4"" X 2-1/2"" NPT Male",<a_166><b_31><c_107>,<a_166>,<a_166><b_31>,999,,0,0,0,0,0,0,0.0,0.0,<a_40><b_5><c_186>,<a_40>,<a_40><b_5>,2430,Yueton 100pcs Red 22/18- Gauge Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal,connector_fitting,0,0,1,1,3,3,0,0,0,0,4,0,0,l1_routing_miss
r693a,3281,A7249,3475,3d_filament,"3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_178><b_14><c_7>,<a_178>,<a_178><b_14>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_252><c_162>,<a_178>,<a_178><b_252>,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,1,0,1,0,0,0,1,0,1,1,1,1,0,l2_routing_miss_after_l1_hit
r693a,3282,A7249,3494,3d_filament,"3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_178><b_14><c_6>,<a_178>,<a_178><b_14>,4,4.0,0,0,1,1,1,1,0.43067655807339306,0.43067655807339306,<a_178><b_165><c_148>,<a_178>,<a_178><b_165>,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",3d_filament,1,0,1,0,0,1,1,1,1,1,2,1,1,hit_at_10
r693a,3283,A7249,2513,3d_filament,2 Meters PTFE Teflon Bowden Tube 1.75 Filament 3D printer RepRap Rostock Kossel,<a_220><b_3><c_19>,<a_220>,<a_220><b_3>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_165><c_148>,<a_178>,<a_178><b_165>,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",3d_filament,0,0,1,0,1,2,0,0,0,0,3,0,0,l1_routing_miss
r693a,3284,A7249,3216,3d_filament,"3D Printer Head(6PCS),6PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer(0.4mm)",<a_212><b_69><c_91>,<a_212>,<a_212><b_69>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_165><c_148>,<a_178>,<a_178><b_165>,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",3d_filament,0,0,1,0,1,2,0,0,1,0,4,0,0,l1_routing_miss
r693a,3285,A162,331,fastener,"Stanley TRA700BN Heavy-Duty Staple & Brad Assortment, 2500-Pack",<a_164><b_125><c_19>,<a_164>,<a_164><b_125>,999,,0,0,0,0,0,0,0.0,0.0,<a_235><b_8><c_102>,<a_235>,<a_235><b_8>,359,Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes,fastener,0,0,1,0,1,3,0,0,0,0,10,0,0,l1_routing_miss
r693a,3286,A586,1830,other,"MedPride Powder-Free Nitrile Exam Gloves, Medium, Box/100",<a_9><b_251><c_35>,<a_9>,<a_9><b_251>,999,,0,0,0,0,0,0,0.0,0.0,<a_63><b_25><c_63>,<a_63>,<a_63><b_25>,396,Westek SW103CT Outdoor Swivel Photo Control,other,0,0,1,0,0,1,0,0,0,0,6,0,0,l1_routing_miss
r693a,3287,A675,272,adhesive_epoxy,"Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown",<a_78><b_181><c_92>,<a_78>,<a_78><b_181>,999,,0,0,0,0,0,0,0.0,0.0,<a_124><b_153><c_37>,<a_124>,<a_124><b_153>,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,adhesive_epoxy,0,0,1,0,2,2,0,0,1,1,5,0,0,l1_routing_miss
r693a,3288,A675,273,adhesive_epoxy,"Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown, (Pack of 4)",<a_78><b_181><c_3>,<a_78>,<a_78><b_181>,999,,0,0,0,0,0,0,0.0,0.0,<a_124><b_153><c_37>,<a_124>,<a_124><b_153>,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,adhesive_epoxy,0,0,1,0,0,2,1,1,1,1,6,1,1,leaf_or_ranking_miss_after_l2_hit
r693a,3289,A939,123,other,"Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads",<a_185><b_2><c_12>,<a_185>,<a_185><b_2>,999,,0,0,0,0,0,0,0.0,0.0,<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,0,0,0,0,2,3,0,0,0,0,4,0,0,l1_routing_miss
r693a,3290,A5797,278,tape,"T-Rex 241309 Shurtech Ferociously Strong Tape, 12 Yd L X 1.88 in W, 1-Roll, 12 Yards, Gunmetal Gray",<a_31><b_128><c_98>,<a_31>,<a_31><b_128>,18,18.0,0,0,0,0,1,1,0.0,0.23540891336663824,<a_211><b_154><c_68>,<a_211>,<a_211><b_154>,513,"Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply",other,0,0,0,0,2,3,1,0,1,1,4,0,0,l2_routing_miss_after_l1_hit
r693a,3291,A5803,798,connector_fitting,PRO 1 Fuel Line Hose 5/16 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6,<a_181><b_91><c_41>,<a_181>,<a_181><b_91>,999,,0,0,0,0,0,0,0.0,0.0,<a_40><b_157><c_110>,<a_40>,<a_40><b_157>,2712,uxcell 400V 10A 8 Postions Pre Insulated Terminal Barrier Strip Red 5 Pcs,connector_fitting,0,0,1,0,3,4,0,0,0,0,6,0,0,l1_routing_miss
r693a,3292,A5803,416,connector_fitting,PRO 1 Fuel Line Hose 1/4 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6,<a_181><b_91><c_174>,<a_181>,<a_181><b_91>,999,,0,0,0,0,0,0,0.0,0.0,<a_40><b_157><c_110>,<a_40>,<a_40><b_157>,2712,uxcell 400V 10A 8 Postions Pre Insulated Terminal Barrier Strip Red 5 Pcs,connector_fitting,0,0,1,0,2,5,0,0,0,0,7,1,1,l1_routing_miss
r693a,3293,A5824,1572,adhesive_epoxy,"Devcon Epoxy, 2 Ton Epoxy, 4.25 Ounce each, 2 Bottles",<a_180><b_230><c_141>,<a_180>,<a_180><b_230>,999,,0,0,0,0,0,0,0.0,0.0,<a_190><b_64><c_29>,<a_190>,<a_190><b_64>,819,"Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)",3d_filament,0,0,0,0,1,4,0,0,1,0,6,0,0,l1_routing_miss
r693a,3294,A6199,3167,other,"Pratt PRA0008 100% Recycled Corrugated Cardboard Box, 6"" Length x 6"" Width x 4"" Height, Kraft pack of 25",<a_157><b_81><c_133>,<a_157>,<a_157><b_81>,999,,0,0,0,0,0,0,0.0,0.0,<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,0,0,0,0,1,2,1,0,1,0,2,1,0,l2_routing_miss_after_l1_hit
r693a,3295,A6199,509,gauge_meter,GemRed 82413 Digital Protractor Angle Finder Gauge Inclinometer with Backlight and Magnetic Base IP65,<a_134><b_209><c_94>,<a_134>,<a_134><b_209>,999,,0,0,0,0,0,0,0.0,0.0,<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,0,0,1,0,1,2,0,0,0,0,3,0,0,l1_routing_miss
r693a,3296,A6199,2787,other,Teenitor 3ML Plastic Transfer Pipettes Eye Dropper Pack of 150 - Essential Oils Pipettes Dropper Makeup Tool,<a_159><b_244><c_35>,<a_159>,<a_159><b_244>,999,,0,0,0,0,0,0,0.0,0.0,<a_69><b_94><c_27>,<a_69>,<a_69><b_94>,897,"PORTER-CABLE NS18Pp 18 Gauge Narrow Crown Staple Project Pack, 900 Count, Various Sizes",gauge_meter,0,0,0,0,2,2,0,0,0,0,4,0,0,l1_routing_miss
r693a,3297,A6203,2075,other,"ETA hand2mind Plastic Rainbow Fraction Tiles, Math Manipulative (Set of 51)",<a_219><b_249><c_5>,<a_219>,<a_219><b_249>,999,,0,0,0,0,0,0,0.0,0.0,<a_211><b_154><c_68>,<a_211>,<a_211><b_154>,513,"Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply",other,0,0,1,0,2,4,0,0,0,0,5,0,0,l1_routing_miss
r693a,3298,A6203,2076,other,"ETA hand2mind 42188 Rainbow Fraction and Decimal Tiles, Plastic (Set of 51)",<a_219><b_249><c_1>,<a_219>,<a_219><b_249>,999,,0,0,0,0,0,0,0.0,0.0,<a_211><b_154><c_68>,<a_211>,<a_211><b_154>,513,"Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply",other,0,0,1,0,1,4,0,0,0,0,6,1,1,l1_routing_miss
r693a,3299,A6868,1959,adhesive_epoxy,"Gorilla Super Glue Gel, 20 Gram, Clear",<a_78><b_15><c_48>,<a_78>,<a_78><b_15>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_227><c_65>,<a_178>,<a_178><b_227>,2059,"MG Chemicals Wood 3D Printer Filament, 1.75mm, 0.5 Kg (1.1 lbs.) - Wood",3d_filament,0,0,0,1,1,2,0,0,0,0,3,0,0,l1_routing_miss
r693a,3300,A7248,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_178><b_165><c_49>,<a_178>,<a_178><b_165>,10,10.0,0,0,0,1,1,1,0.2890648263178879,0.2890648263178879,<a_178><b_252><c_162>,<a_178>,<a_178><b_252>,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,1,0,1,0,0,0,1,1,1,1,1,1,1,hit_at_10
r693a,3301,A7248,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",<a_178><b_154><c_135>,<a_178>,<a_178><b_154>,1,1.0,1,1,1,1,1,1,1.0,1.0,<a_178><b_154><c_135>,<a_178>,<a_178><b_154>,1851,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",3d_filament,1,1,1,0,0,1,1,1,1,1,2,1,0,hit_at_10
r693a,3302,A7248,50,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",<a_178><b_165><c_53>,<a_178>,<a_178><b_165>,5,5.0,0,0,1,1,1,1,0.38685280723454163,0.38685280723454163,<a_178><b_154><c_141>,<a_178>,<a_178><b_154>,2472,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",3d_filament,1,0,1,0,1,2,1,1,1,1,3,1,1,hit_at_10
r693a,3303,A7248,1847,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",<a_178><b_252><c_162>,<a_178>,<a_178><b_252>,1,1.0,1,1,1,1,1,1,1.0,1.0,<a_178><b_252><c_162>,<a_178>,<a_178><b_252>,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,1,1,1,0,2,3,1,1,1,1,4,1,0,hit_at_10
r693a,3304,A7248,523,metadata_placeholder,"Industrial & Scientific"" />",<a_129><b_31><c_251>,<a_129>,<a_129><b_31>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_165><c_148>,<a_178>,<a_178><b_165>,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",3d_filament,0,0,0,0,3,4,0,0,0,0,5,0,0,l1_routing_miss
r693a,3305,A7248,868,other,Noga MC1700 Mini-Cool KIT (1),<a_93><b_59><c_46>,<a_93>,<a_93><b_59>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_165><c_148>,<a_178>,<a_178><b_165>,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",3d_filament,0,0,0,0,2,4,0,0,0,0,6,0,0,l1_routing_miss
r693a,3306,A7248,3136,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Copper",<a_178><b_165><c_32>,<a_178>,<a_178><b_165>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_154><c_141>,<a_178>,<a_178><b_154>,2472,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",3d_filament,1,0,1,0,3,4,1,1,1,1,7,1,1,leaf_or_ranking_miss_after_l2_hit
r693a,3307,A7459,3466,3d_filament,"3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY",<a_178><b_14><c_150>,<a_178>,<a_178><b_14>,8,8.0,0,0,0,1,1,1,0.31546487678572877,0.31546487678572877,<a_178><b_14><c_6>,<a_178>,<a_178><b_14>,2909|3494,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS || 3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,1,1,1,0,1,1,1,1,1,1,1,1,1,hit_at_10
