case_type,baseline,idx,family,item_id,target_title,target_sid_r693a,r693a_rank,v2_on_p05_rank,r693a_failure_type,r693a_top1_history_repeat,r693a_top10_repeat_count,r693a_top5_predictions,v2_on_p05_top5_predictions,r680a_rank,r680a_top5_predictions
gain_vs_r680a,r680a,321,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_190><b_103><c_0>,10.0,,hit_at_10,1,2,"<a_211><b_253><c_96> :: ids=[2164] :: fam=other :: Rubbermaid Commercial Maximizer Mop Head, Blend, Medium, Blue (1924783)
<a_40><b_18><c_9> :: ids=[521] :: fam=connector_fitting :: Gardner Bender 19-001 WireGard Screw-On Wire Connectors, 22-16 AWG, Electrical Wire Nut, 14 pk, Grey
<a_62><b_124><c_12> :: ids=[207] :: fam=other :: iRobot Roomba 880 Robot Vacuum
<a_117><b_238><c_11> :: ids=[269] :: fam=other :: Philips Sonicare HealthyWhite+ electric rechargeable toothbrush, HX8911
<a_190><b_18><c_54> :: ids=[1391] :: fam=other :: Seek Thermal Reveal Thermal Imaging Camera and LED Light, Blue",,13.0,"<a_185><b_188><c_129> :: ids=[521] :: fam=connector_fitting :: Gardner Bender 19-001 WireGard Screw-On Wire Connectors, 22-16 AWG, Electrical Wire Nut, 14 pk, Grey
<a_104><b_248><c_44> :: ids=[1336] :: fam=fastener :: STEREN Grip-Clip Single Coaxial Cable Mounting Fastener Clips, 100ct Black
<a_104><b_50><c_237> :: ids=[913] :: fam=other :: Housing Bracket for Big blue 10"" and 20"" filter housings
<a_41><b_187><c_210> :: ids=[2181] :: fam=ventilation_fan :: Rubbermaid Commercial Products 1955228 Microburst 3000 CST Dispenser with LumeCel Technology, Black
<a_143><b_17><c_111> :: ids=[1086] :: fam=other :: Gems Sensors A2012-S150 Solenoid Valve, 24 V, 60 Hz AC, 125 PSI"
gain_vs_r680a,r680a,376,3d_filament,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",<a_178><b_165><c_4>,8.0,,hit_at_10,0,0,"<a_178><b_230><c_5> :: ids=[3016] :: fam=3d_filament :: HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood
<a_178><b_166><c_183> :: ids=[2477] :: fam=3d_filament :: BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm
<a_178><b_165><c_148> :: ids=[2507] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver
<a_178><b_143><c_111> :: ids=[3558] :: fam=3d_filament :: Professional Black 1.75mm PLA 3D Printer Filament, 1kg (2.2lb) Filament Weight, 0.05mm Tolerance, by ProMolt 3D
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",,13.0,"<a_37><b_2><c_79> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_60><b_195><c_233> :: ids=[3444] :: fam=3d_filament :: RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle
<a_118><b_78><c_16> :: ids=[1851] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow
<a_24><b_78><c_74> :: ids=[2507] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver
<a_67><b_247><c_199> :: ids=[162] :: fam=3d_filament :: USAFilament 9800429 ABS 3D Printing Filament, 2.2 lb, 1.75 mm, White Spool"
gain_vs_r680a,r680a,394,3d_filament,2472,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",<a_178><b_154><c_141>,4.0,,hit_at_10,0,0,"<a_178><b_252><c_162> :: ids=[1847] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White
<a_178><b_154><c_135> :: ids=[1851] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow
<a_178><b_165><c_148> :: ids=[2507] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver
<a_178><b_154><c_141> :: ids=[2472] :: fam=3d_filament :: HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black
<a_178><b_165><c_53> :: ids=[50] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",,13.0,"<a_24><b_157><c_89> :: ids=[1847] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White
<a_118><b_78><c_16> :: ids=[1851] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow
<a_24><b_78><c_138> :: ids=[50] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue
<a_24><b_157><c_108> :: ids=[1849] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Purple
<a_24><b_78><c_74> :: ids=[2507] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver"
gain_vs_r680a,r680a,425,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_190><b_103><c_0>,5.0,,hit_at_10,1,3,"<a_214><b_30><c_36> :: ids=[2172] :: fam=other :: Star brite Outdoor Furniture Cleaner (51932) All-Surface Cleaner Spray - 32 oz
<a_117><b_238><c_11> :: ids=[269] :: fam=other :: Philips Sonicare HealthyWhite+ electric rechargeable toothbrush, HX8911
<a_62><b_124><c_12> :: ids=[207] :: fam=other :: iRobot Roomba 880 Robot Vacuum
<a_117><b_35><c_3> :: ids=[946] :: fam=other :: Crest Cavity Protection Toothpaste, 6.4 Ounce (Pack of 6)
<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer",,36.0,"<a_244><b_2><c_174> :: ids=[2172] :: fam=other :: Star brite Outdoor Furniture Cleaner (51932) All-Surface Cleaner Spray - 32 oz
<a_244><b_115><c_2> :: ids=[3605] :: fam=other :: Professional Lysol Disinfectant Spray, Original Scent, 228oz (12X19oz)
<a_157><b_55><c_52> :: ids=[2153] :: fam=other :: Caulk Gun, ProTouch 0574 A Better caulking System for homeowners. Includes 2 oz. Tube of White siliconized Acrylic Caulk, White_Silicone
<a_244><b_115><c_5> :: ids=[3606] :: fam=other :: Professional Lysol Disinfectant Spray, Crystal Waters, 150oz (12X12.5oz)
<a_41><b_187><c_210> :: ids=[2181] :: fam=ventilation_fan :: Rubbermaid Commercial Products 1955228 Microburst 3000 CST Dispenser with LumeCel Technology, Black"
gain_vs_r680a,r680a,526,metadata_placeholder,54,"Industrial & Scientific"" />",<a_129><b_68><c_172>,8.0,,hit_at_10,1,1,"<a_92><b_110><c_254> :: ids=[1042] :: fam=other :: uxcell Mandrel Mounted White Conical Felt Point Polishing Tool
<a_185><b_2><c_12> :: ids=[123] :: fam=other :: Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads
<a_92><b_200><c_192> :: ids=[341] :: fam=other :: Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack
<a_185><b_254><c_5> :: ids=[1546] :: fam=other :: BreakFree CLP-PS Precision Shooter
<a_154><b_254><c_212> :: ids=[98] :: fam=metadata_placeholder :: Industrial & Scientific"" />",,,"<a_179><b_214><c_222> :: ids=[1042] :: fam=other :: uxcell Mandrel Mounted White Conical Felt Point Polishing Tool
<a_2><b_254><c_186> :: ids=[384] :: fam=fastener :: Skin Staple Remover Kit
<a_87><b_48><c_224> :: ids=[114] :: fam=adhesive_epoxy :: Super Glue 15187 Super Glue, 12-Pack
<a_96><b_131><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_42><b_201><c_67> :: ids=[148] :: fam=other :: Plastic Transfer Pipettes 3ml, Graduated, Pack of 100"
gain_vs_r680a,r680a,566,ventilation_fan,218,Phresh Duct Silencer 8 in x 24 in,<a_35><b_170><c_107>,10.0,,hit_at_10,1,1,"<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_190><b_185><c_201> :: ids=[159] :: fam=gauge_meter :: Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black
<a_197><b_173><c_161> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion
<a_209><b_33><c_25> :: ids=[577] :: fam=other :: Neiko 50458A Snap Ring Shop Assortment, 300 Count | 18 Sizes (1/8"" - 1-1/4"") | Hardened Steel
<a_77><b_45><c_0> :: ids=[139, 774] :: fam=other :: DuPont Teflon Non-Stick / DuPont Teflon Non-Stick",,31.0,"<a_96><b_131><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_89><b_54><c_66> :: ids=[659] :: fam=other :: Stanley MR100CG Contractor Grade Riveter
<a_106><b_155><c_82> :: ids=[152] :: fam=connector_fitting :: Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)
<a_17><b_147><c_252> :: ids=[225] :: fam=connector_fitting :: Anderson Metals Brass Hose Fitting, Connector, 5/16"" Barb x 3/8"" Male Pipe
<a_112><b_43><c_151> :: ids=[813] :: fam=test_strip :: Industrial Test Systems WaterWorks 481108 Total Hardness Test Strip, 3 Second Test Time, 0-1000ppm Range (Pack of 30)"
gain_vs_r680a,r680a,618,3d_filament,2912,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_173>,9.0,,hit_at_10,1,1,"<a_220><b_114><c_145> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_53> :: ids=[2734] :: fam=3d_filament :: Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_156> :: ids=[2934] :: fam=3d_filament :: Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_221> :: ids=[2485] :: fam=3d_filament :: Inland 1.75mm Gold PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_224> :: ids=[2979] :: fam=3d_filament :: Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)",,18.0,"<a_60><b_195><c_233> :: ids=[3444] :: fam=3d_filament :: RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle
<a_14><b_202><c_2> :: ids=[2485] :: fam=3d_filament :: Inland 1.75mm Gold PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_139> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_60> :: ids=[2718] :: fam=3d_filament :: Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_86> :: ids=[2979] :: fam=3d_filament :: Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)"
gain_vs_r680a,r680a,650,tape,125,"Gorilla 6100101 Tape Handy Roll, 1-Pack, Black",<a_31><b_208><c_41>,2.0,,hit_at_10,1,2,"<a_171><b_122><c_89> :: ids=[2492] :: fam=other :: Sunlite Bicycle Loose Ball Bearings 1/4"" Bag Of 144
<a_31><b_208><c_41> :: ids=[125] :: fam=tape :: Gorilla 6100101 Tape Handy Roll, 1-Pack, Black
<a_171><b_161><c_0> :: ids=[7, 8] :: fam=other :: UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000) / UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)
<a_31><b_208><c_1> :: ids=[991] :: fam=tape :: Pro Gaffer Gaffers Tape, 2 in x 55 yd, Black
<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer",,19.0,"<a_205><b_11><c_253> :: ids=[2531] :: fam=tape :: TapeCase Silver Aluminum Foil Tape with Conductive Acrylic Adhesive, Converted from 3M 1120, 36 yd Length, 0.313"" Width, Roll
<a_96><b_131><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_254><b_179><c_219> :: ids=[119] :: fam=other :: Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)
<a_145><b_95><c_191> :: ids=[392] :: fam=other :: SummitLink Pack of 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo
<a_87><b_48><c_224> :: ids=[114] :: fam=adhesive_epoxy :: Super Glue 15187 Super Glue, 12-Pack"
gain_vs_r680a,r680a,661,other,406,"Hillman 830502 Flat Washer, Stainless-Steel",<a_68><b_231><c_185>,4.0,,hit_at_10,1,2,"<a_235><b_239><c_31> :: ids=[506] :: fam=fastener :: Stainless 1/4-20 Hex Nuts, USS Coarse Thread, 304 Stainless Steel, 100 pieces (1/4 Hex Nuts)
<a_68><b_5><c_24> :: ids=[37] :: fam=other :: The Hillman Group 591521 Small Flat and Lock Washer Assortment, 270-Pack
<a_68><b_85><c_138> :: ids=[3229] :: fam=other :: 100 qty 1/4"" Stainless Steel Flat Washers (18-8 Stainless)
<a_68><b_231><c_185> :: ids=[406] :: fam=other :: Hillman 830502 Flat Washer, Stainless-Steel
<a_68><b_85><c_58> :: ids=[841] :: fam=other :: Stainlesstown K18FWC Stainless Steel Flat Washer Assortment Kit",,49.0,"<a_168><b_58><c_68> :: ids=[507] :: fam=other :: Stainless Flat Washers 1/4 Inch, 304 Stainless Steel, 100 pieces (1/4 Flat Washer) by ""Chenango Supply Co., Inc.
<a_168><b_102><c_161> :: ids=[401] :: fam=fastener :: Crown Bolt 30092 3/4 Inch Zinc-Plated SAE Flat Washers, 25-Count
<a_1><b_178><c_242> :: ids=[1286] :: fam=other :: Accessbuy 180-Piece Rubber Grommet Shop Assortment
<a_89><b_54><c_66> :: ids=[659] :: fam=other :: Stanley MR100CG Contractor Grade Riveter
<a_44><b_49><c_26> :: ids=[1195] :: fam=other :: FactorDuty 4 Pack Caster Wheels Swivel Plate On Red Polyurethane Wheels with HD Hardware Kit (2"" No Brake)"
gain_vs_r680a,r680a,825,3d_filament,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_178><b_14><c_6>,8.0,,hit_at_10,1,2,"<a_73><b_218><c_123> :: ids=[1922] :: fam=other :: 5 Inch 1500 Grit High Performance Hook and Loop Wet / Dry Film Sanding Discs, 10 Pack
<a_197><b_173><c_161> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion
<a_193><b_130><c_174> :: ids=[926] :: fam=other :: Dap 00272 Original Contact Cement Qt Raw Building Material, Tan
<a_130><b_181><c_74> :: ids=[665] :: fam=other :: 608 ZZ Skateboard Bearings, Double Shielded, Silver (Pack of 8)
<a_235><b_8><c_1> :: ids=[3] :: fam=fastener :: Kreg SML-C125-500 1-1/4-Inch #8 Coarse Pocket Hole Screws with Washer-Head, 500-Pack",,27.0,"<a_107><b_3><c_159> :: ids=[1205] :: fam=other :: PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length
<a_118><b_78><c_16> :: ids=[1851] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow
<a_101><b_116><c_240> :: ids=[68] :: fam=other :: MLCS 9080 Billy Pedal Foot Switch, Deadman Style
<a_233><b_4><c_178> :: ids=[3646] :: fam=3d_filament :: HATCHBOX 4 Spool 3D Printer Filament Tabletop Wall Mount Rack
<a_103><b_51><c_185> :: ids=[1922] :: fam=other :: 5 Inch 1500 Grit High Performance Hook and Loop Wet / Dry Film Sanding Discs, 10 Pack"
gain_vs_r680a,r680a,864,other,176,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,<a_109><b_114><c_135>,9.0,,hit_at_10,1,2,"<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_190><b_185><c_201> :: ids=[159] :: fam=gauge_meter :: Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black
<a_35><b_170><c_107> :: ids=[218] :: fam=ventilation_fan :: Phresh Duct Silencer 8 in x 24 in
<a_193><b_49><c_201> :: ids=[1957] :: fam=adhesive_epoxy :: Devcon Epoxy Bathtub Repair Kit (Almond & White)
<a_35><b_85><c_71> :: ids=[2938] :: fam=ventilation_fan :: VenTech VT DUCT-6 VTD625 Aluminum Duct for Ventilation Ducting, 6''",,34.0,"<a_96><b_131><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_19><b_20><c_93> :: ids=[57] :: fam=adhesive_epoxy :: Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear
<a_165><b_166><c_246> :: ids=[2348] :: fam=other :: Ludell 50040 Heavy Duty Slate Bar Enamel Finish, 14lb, 60"" Length
<a_106><b_155><c_82> :: ids=[152] :: fam=connector_fitting :: Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)
<a_145><b_95><c_191> :: ids=[392] :: fam=other :: SummitLink Pack of 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo"
gain_vs_r680a,r680a,960,other,513,"Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply",<a_211><b_154><c_68>,10.0,,hit_at_10,1,1,"<a_153><b_27><c_240> :: ids=[560] :: fam=test_strip :: Litmus pH Test Strips, Universal Application (pH 1-14), 2 Packs of 100 Strips
<a_81><b_167><c_6> :: ids=[148] :: fam=other :: Plastic Transfer Pipettes 3ml, Graduated, Pack of 100
<a_148><b_99><c_29> :: ids=[1956] :: fam=other :: Karter Scientific Glass Flask 5 Piece Set, Narrow Mouth Erlenmeyer, Borosilicate 3.3 Glass - 50ml, 150ml, 250ml, 500ml, 1L, 213B2
<a_81><b_169><c_254> :: ids=[232] :: fam=other :: Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5)
<a_81><b_251><c_126> :: ids=[2254] :: fam=other :: Glass Erlenmeyer Flask Set - 3 Sizes - 50, 150 and 250ml, Karter Scientific 214U2",,,"<a_21><b_81><c_50> :: ids=[3117] :: fam=other :: Karter Scientific 208U2 Plastic Test Tube Rack for 15/17 mm Tubes, Holds 50, Detachable
<a_42><b_201><c_67> :: ids=[148] :: fam=other :: Plastic Transfer Pipettes 3ml, Graduated, Pack of 100
<a_149><b_163><c_38> :: ids=[3158] :: fam=other :: 10ml Graduated Cylinder, Borosilicate 3.3 Glass, Single Metric Scale, Karter Scientific 213I10 (Single)
<a_149><b_180><c_22> :: ids=[232] :: fam=other :: Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5)
<a_114><b_196><c_81> :: ids=[2410] :: fam=other :: Heathrow Scientific HD15909 Spatula with Flat End and Spoon End, 9"" Overall Length"
gain_vs_r680a,r680a,984,other,1820,Uxcell a14041800ux1143 25Pcs Double Sided Protoboard Prototyping Pcb Board 4cm x 6cm,<a_126><b_162><c_235>,4.0,,hit_at_10,1,1,"<a_193><b_46><c_91> :: ids=[563] :: fam=3d_filament :: Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2
<a_126><b_141><c_197> :: ids=[2631] :: fam=other :: Addicore 1 Pack ATmega328P-PU DIP-28 Chip with Arduino Uno Bootloader and Addicore Pinout Sticker
<a_134><b_254><c_47> :: ids=[145] :: fam=other :: Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing
<a_126><b_162><c_235> :: ids=[1820] :: fam=other :: Uxcell a14041800ux1143 25Pcs Double Sided Protoboard Prototyping Pcb Board 4cm x 6cm
<a_109><b_17><c_3> :: ids=[1205] :: fam=other :: PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length",,,"<a_228><b_45><c_0> :: ids=[635] :: fam=other :: Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 50 Pack
<a_60><b_195><c_233> :: ids=[3444] :: fam=3d_filament :: RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle
<a_145><b_95><c_191> :: ids=[392] :: fam=other :: SummitLink Pack of 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo
<a_118><b_78><c_16> :: ids=[1851] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow
<a_163><b_103><c_210> :: ids=[734] :: fam=other :: microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)"
gain_vs_r680a,r680a,1046,3d_filament,3526,"Gizmo Dorks 3mm (2.85mm) ABS Filament 1kg / 2.2lb for 3D Printers, Green",<a_178><b_45><c_173>,6.0,,hit_at_10,1,1,"<a_193><b_228><c_165> :: ids=[2475] :: fam=other :: Gizmo Dorks 3D Print Removal Tool, 5-inch Blade
<a_178><b_45><c_132> :: ids=[1791] :: fam=3d_filament :: Gizmo Dorks 1.75mm PLA Filament 1kg / 2.2lb for 3D Printers, Translucent Green
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_143><c_111> :: ids=[3558] :: fam=3d_filament :: Professional Black 1.75mm PLA 3D Printer Filament, 1kg (2.2lb) Filament Weight, 0.05mm Tolerance, by ProMolt 3D
<a_82><b_180><c_246> :: ids=[3154] :: fam=3d_filament :: TwoUp 3D Printer Kit 7"" x 7"" x 5"" Build Dimensions 50 Micron 1.75mm PLA Filament",,40.0,"<a_15><b_163><c_133> :: ids=[1791] :: fam=3d_filament :: Gizmo Dorks 1.75mm PLA Filament 1kg / 2.2lb for 3D Printers, Translucent Green
<a_15><b_163><c_60> :: ids=[3462] :: fam=3d_filament :: Gizmo Dorks 3mm (2.85mm) ABS Filament 1kg / 2.2lb for 3D Printers, White
<a_60><b_195><c_233> :: ids=[3444] :: fam=3d_filament :: RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle
<a_15><b_163><c_20> :: ids=[1790] :: fam=3d_filament :: Gizmo Dorks 1.75mm PLA Filament 1kg / 2.2lb for 3D Printers, Black
<a_15><b_163><c_41> :: ids=[3498] :: fam=3d_filament :: Gizmo Dorks 1.75mm PLA Filament 1kg / 2.2lb for 3D Printers, Translucent Pink"
