row_id,user_id,item_id,item_title,brand,history_len,train_item_events,main_l3_020_sid,main_l3_020_rank,main_l3_020_hit10,main_l3_020_ndcg10,main_l3_020_l1_rank,main_l3_020_l12_rank,main_l3_020_l1_hit1,main_l3_020_l12_hit10,main_l3_020_top1,main_l3_020_top1_title,main_l3_020_top1_in_history,main_l3_020_same_l1_hist_count,main_l3_020_same_l12_hist_count,main_l3_020_l1_bucket_size,main_l3_020_l12_bucket_size,main_l3_020_l1_train_events,main_l3_020_l12_train_events,main_l3_020_sid_train_events,l3_010_sid,l3_010_rank,l3_010_hit10,l3_010_ndcg10,l3_010_l1_rank,l3_010_l12_rank,l3_010_l1_hit1,l3_010_l12_hit10,l3_010_top1,l3_010_top1_title,l3_010_top1_in_history,l3_010_same_l1_hist_count,l3_010_same_l12_hist_count,l3_010_l1_bucket_size,l3_010_l12_bucket_size,l3_010_l1_train_events,l3_010_l12_train_events,l3_010_sid_train_events,ndcg10_delta_l3_minus_main,hit10_transition
3219,A6162,1824,DTOL 10 X Mini Laser Dot Diode Module Head WL Red 650nm 6mm 5V 5mW Pack of 10,DTOL,4,170,<a_104><b_145><c_50>,15,0,0.0,12,15,0,0,<a_0><b_181><c_9>,"Gardner Bender GSW-111  Electrical Long Bat Handle Toggle Switch, SPST, ON-OFF, 20 A/125V ",0,0,0,47,2,2479,188,170,<a_175><b_119><c_206>,21,0,0.0,8,21,0,0,<a_85><b_74><c_153>,"Alltrade 640912 Black 3 Ton,All-in-One Bottle Jack",1,0,0,81,2,4140,188,170,0.0,0->0
3220,A6259,2588,"Pac-Kit by First Aid Only 4-007 Non-Woven Triangular Bandage with 2 Fastening Hooks, 56"" Length x 40"" Width",Generic,1,34,<a_51><b_91><c_60>,25,0,0.0,25,25,0,0,<a_74><b_176><c_189>,"3M Vetbond Tissue Adhesive, 3ml Bottles w/MSDS",1,0,0,116,1,4839,34,34,<a_163><b_155><c_229>,999,0,0.0,48,999,0,0,<a_91><b_193><c_44>,"Kimberly-Clark Professional 55083 PURPLE NITRILE Exam Gloves, 242 mm Length, Large, Purple",0,0,0,41,1,1555,34,34,0.0,0->0
3221,A6259,2793,"First Aid Only Splinter Out, 10 Per Box",First Aid Only,2,72,<a_67><b_207><c_73>,21,0,0.0,10,21,0,0,<a_74><b_176><c_189>,"3M Vetbond Tissue Adhesive, 3ml Bottles w/MSDS",1,0,0,35,1,1376,72,72,<a_86><b_108><c_17>,15,0,0.0,15,15,0,0,<a_62><b_92><c_208>,Pac-Kit by First Aid Only 21-770 Disposable Thermometer (Box of 10),0,0,0,51,1,2011,72,72,0.0,0->0
3222,A6259,2404,Pac-Kit by First Aid Only 90358 Pour Woundseal Blood Clotting Powder Pack (Box of 2),First Aid Only,3,20,<a_74><b_167><c_242>,8,1,0.31546487678572877,1,8,1,1,<a_74><b_176><c_189>,"3M Vetbond Tissue Adhesive, 3ml Bottles w/MSDS",1,1,0,23,1,1355,20,20,<a_91><b_141><c_200>,24,0,0.0,2,24,0,0,<a_86><b_108><c_17>,"First Aid Only Splinter Out, 10 Per Box",1,1,0,95,1,4297,20,20,-0.31546487678572877,1->0
3223,A6259,3041,"Adult & Infant CPR Mask Combo Kit with 2 Valves, MCR Medical",MCR Medical,4,18,<a_127><b_110><c_112>,26,0,0.0,25,26,0,0,<a_74><b_167><c_242>,Pac-Kit by First Aid Only 90358 Pour Woundseal Blood Clotting Powder Pack (Box of 2),1,0,0,11,1,400,18,18,<a_62><b_79><c_151>,999,0,0.0,3,999,0,0,<a_86><b_108><c_17>,"First Aid Only Splinter Out, 10 Per Box",1,0,0,24,2,864,43,18,0.0,0->0
3224,A6300,2834,E Support 50Pack Yellow Heat Shrink Butt Wire Electrical Crimp Terminal Connector 10-12 AWG Gauge,E Support,5,3,<a_202><b_7><c_192>,999,0,0.0,999,999,0,0,<a_239><b_213><c_3>,SE TL10 10-Piece Test Lead Set with Alligator Clips,0,0,0,167,1,11775,3,3,<a_191><b_203><c_226>,999,0,0.0,999,999,0,0,<a_196><b_74><c_2>,"Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack",0,0,0,117,3,8937,49,3,0.0,0->0
3225,A7460,2161,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,7,101,<a_222><b_68><c_55>,24,0,0.0,1,1,1,1,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",1,4,3,159,23,10557,895,101,<a_184><b_137><c_17>,21,0,0.0,1,1,1,1,<a_184><b_137><c_8>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",1,4,2,210,24,12329,846,101,0.0,0->0
3226,A7567,3442,"3D Solutech Real Purple 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,5,21,<a_222><b_229><c_23>,999,0,0.0,1,37,1,0,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,3,0,159,4,10557,112,21,<a_184><b_137><c_244>,999,0,0.0,1,8,1,1,<a_184><b_213><c_32>,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +",0,2,1,210,24,12329,846,21,0.0,0->0
3227,A826,689,"Anderson Metals Brass Garden Hose Swivel Fitting, Connector, 1/2"" Barb x 3/4"" Female Hose",Anderson Metals,10,51,<a_78><b_193><c_48>,33,0,0.0,2,33,0,0,<a_225><b_135><c_112>,"ATP IMBIBE NSF 61 Polyethylene Plastic Tubing, White, 11/64"" ID x 1/4"" OD, 100 feet Length",0,1,0,131,1,4550,51,51,<a_31><b_145><c_154>,999,0,0.0,35,999,0,0,<a_56><b_136><c_148>,Lifegard Aquatics 3/4-Inch Double Threaded Bulkhead,0,0,0,78,1,2919,51,51,0.0,0->0
3228,A826,2104,"Anderson Metals Brass Garden Hose Fitting, Connector, 3/4"" Barb x 3/4"" Male Hose",Anderson Metals,10,40,<a_78><b_32><c_158>,1,1,1.0,1,1,1,1,<a_78><b_32><c_158>,"Anderson Metals Brass Garden Hose Fitting, Connector, 3/4"" Barb x 3/4"" Male Hose",0,2,0,131,2,4550,69,40,<a_31><b_98><c_200>,999,0,0.0,3,35,0,0,<a_56><b_136><c_148>,Lifegard Aquatics 3/4-Inch Double Threaded Bulkhead,0,1,0,78,4,2919,436,40,-1.0,1->0
3229,A1067,284,Silica Gel Desiccants 2-1/4 x 1 1/2 Inches - 25 Silica Gel Packets of 10 Grams Each by Dry-Packs,Absorbent Industries,10,174,<a_161><b_104><c_182>,999,0,0.0,999,999,0,0,<a_225><b_5><c_1>,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",1,0,0,73,4,2353,251,174,<a_91><b_28><c_1>,999,0,0.0,999,999,0,0,<a_115><b_198><c_139>,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",1,1,0,95,7,4297,326,193,0.0,0->0
3230,A1721,57,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",Gorilla,3,170,<a_150><b_191><c_181>,999,0,0.0,999,999,0,0,<a_0><b_51><c_47>,Woodstock D4160 110-Volt Paddle Switch,1,0,0,65,2,4849,196,170,<a_19><b_141><c_152>,999,0,0.0,17,999,0,0,<a_152><b_147><c_141>,"Jumbo 51pc Drum Sanding Kit - Fits Dremel - Includes Rubber Drum Mandrels - 1/2, 3/8 & 1/4",0,0,0,92,1,5739,170,170,0.0,0->0
3231,A1721,587,"Devcon 31345 2 Ton Clear Epoxy, 25 ml",Devcon,4,43,<a_89><b_66><c_7>,999,0,0.0,18,999,0,0,<a_78><b_170><c_41>,"Dixon FBVG100 Brass Ball Valve, 1"" NPT Female",0,0,0,75,2,2986,64,43,<a_19><b_219><c_241>,999,0,0.0,1,999,1,0,<a_19><b_166><c_11>,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,0,1,0,92,1,5739,43,43,0.0,0->0
3232,A1849,1967,100 Scalpel Blades # 11 with Free Handle,ODONTOMED,10,49,<a_50><b_119><c_202>,999,0,0.0,999,999,0,0,<a_48><b_144><c_86>,Micro Swiss All Metal Hotend with SLOTTED Cooling Block for Wanhao i3,0,1,0,73,1,3854,49,49,<a_86><b_105><c_32>,999,0,0.0,999,999,0,0,<a_29><b_239><c_50>,Kamo 5PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer,0,1,0,51,1,2011,49,49,0.0,0->0
3233,A3150,87,Wixey WR510 Digital Planer Readout with Fractions,Wixey,5,73,<a_165><b_200><c_131>,999,0,0.0,999,999,0,0,<a_171><b_240><c_197>,"Hy-Ko Products TSR-100 Posted Private Property Tyvek Sign Roll 11"" x 11"" Yellow, 100 Piece",1,0,0,98,3,5516,153,73,<a_196><b_130><c_89>,999,0,0.0,999,999,0,0,<a_144><b_217><c_255>,"Hy-Ko Products TSR-100 Posted Private Property Tyvek Sign Roll 11"" x 11"" Yellow, 100 Piece",1,0,0,55,1,3156,73,73,0.0,0->0
3234,A3150,2084,"Eagle 1610MB Blue High Density Polyethylene Lab Pack Drum with Metal Lever-lock Lid, 14 gallon Capacity, 26.5"" Height, 15"" Diameter",Eagle,6,51,<a_165><b_17><c_222>,999,0,0.0,2,999,0,0,<a_171><b_240><c_197>,"Hy-Ko Products TSR-100 Posted Private Property Tyvek Sign Roll 11"" x 11"" Yellow, 100 Piece",1,1,0,98,2,5516,65,51,<a_200><b_78><c_54>,999,0,0.0,999,999,0,0,<a_144><b_217><c_255>,"Hy-Ko Products TSR-100 Posted Private Property Tyvek Sign Roll 11"" x 11"" Yellow, 100 Piece",1,0,0,43,2,2360,65,51,0.0,0->0
3235,A3361,1003,"Anderson Metals Brass Hose Fitting, 90 Degree Elbow, 3/8"" Barb x 1/2"" Male Pipe",Anderson Metals,4,79,<a_78><b_61><c_56>,999,0,0.0,999,999,0,0,<a_150><b_99><c_72>,Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882),0,0,0,131,3,4550,107,79,<a_31><b_98><c_182>,999,0,0.0,999,999,0,0,<a_19><b_141><c_152>,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",1,0,0,78,4,2919,436,79,0.0,0->0
3236,A3361,979,"Anderson Metals Brass Threaded Pipe Fitting, Hex Bushing, 3/4"" Male x 1/2"" Female",Anderson Metals,5,73,<a_78><b_3><c_3>,999,0,0.0,4,999,0,0,<a_51><b_225><c_0>,DuPont Teflon Non-Stick (+1),0,1,0,131,5,4550,156,73,<a_31><b_89><c_14>,999,0,0.0,2,999,0,0,<a_115><b_175><c_3>,Anytime Tools 48 pc HEAT SHRINK TUBING WRAP SLEEVES ASSORTED SIZES,0,1,0,78,3,2919,123,73,0.0,0->0
3237,A3361,2243,"Oatey 31230 Pipe Joint Compound with PTFE with Brush, 4 fl.Ounce",Oatey,6,12,<a_89><b_18><c_71>,999,0,0.0,6,999,0,0,<a_78><b_51><c_153>,"Anderson Metals Brass Pipe Fitting, 90 Degree Barstock Street Elbow, 3/8"" Male Pipe x 3/8""",0,0,0,75,1,2986,12,12,<a_173><b_179><c_141>,999,0,0.0,999,999,0,0,<a_31><b_98><c_182>,"Anderson Metals Brass Hose Fitting, 90 Degree Elbow, 3/8"" Barb x 1/2"" Male Pipe",1,0,0,76,3,3522,148,12,0.0,0->0
3238,A3361,1427,"Valterra W01-1600PB Clear Vinyl Tubing - 1/2"" x 10'",Valterra,7,15,<a_225><b_221><c_69>,999,0,0.0,999,999,0,0,<a_10><b_178><c_81>,"Forney 70451 Wire Rope, Vinyl Coated Aircraft Cable, 250-Feet-by 3/32-Inch thru 3/16-Inch",0,0,0,83,1,5783,15,15,<a_115><b_84><c_69>,999,0,0.0,37,999,0,0,<a_173><b_179><c_87>,"Oatey 30203 Dark Cutting Oil, Speed Threading, 16-Ounce",0,0,0,92,1,4746,15,15,0.0,0->0
3239,A3409,1923,POWERTEC 71007 110/220V Paddle Switch,POWERTEC,8,13,<a_0><b_4><c_19>,999,0,0.0,26,999,0,0,<a_241><b_248><c_233>,Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels,0,0,0,53,1,2197,13,13,<a_67><b_71><c_175>,999,0,0.0,999,999,0,0,<a_88><b_152><c_63>,Jonard Tools Mid Span Slitter (1.2mm-3.3mm),0,0,0,86,1,3495,13,13,0.0,0->0
3240,A4312,1353,Forney 72395 Reducing Bushing Adapters for 3/4-Inch Thick Bench Grinding Wheels,Forney,4,41,<a_34><b_88><c_160>,999,0,0.0,999,999,0,0,<a_122><b_196><c_247>,"SE 82331TF 30-Piece Set of Titanium-Coated Diamond Burrs, Grits 120-150",1,0,0,74,1,2902,41,41,<a_84><b_42><c_86>,999,0,0.0,999,999,0,0,<a_253><b_106><c_124>,"Phenolic Sheet, Tan, 0.25"" Thickness, 6"" Width, 12"" Length (Pack of 1)",1,0,0,85,2,2652,59,41,0.0,0->0
3241,A4357,723,"4"" x 6"" 4 Mil (Heavy Duty) Plymor Brand Zipper Reclosable Storage Bags, DispenserBag Pack of 100",Plymor,10,37,<a_161><b_7><c_37>,999,0,0.0,999,999,0,0,<a_186><b_249><c_4>,Metal J-head V6 Hotend 1.75mm Filament 0.4mm Bowden Extruder Reprap 3D Printer with 1 Mete (+1),0,0,0,73,1,2353,37,37,<a_91><b_30><c_1>,999,0,0.0,999,999,0,0,<a_251><b_236><c_192>,2 Meters PTFE Teflon Bowden Tube 1.75 Filament 3D printer RepRap Rostock Kossel,1,0,0,95,11,4297,431,37,0.0,0->0
3242,A4357,3470,SCStyle 5 Meters GT2 2mm Pitch 6mm Wide Timing Belt for 3D Printer CNC,SCStyle,10,80,<a_173><b_192><c_242>,999,0,0.0,40,999,0,0,<a_186><b_249><c_4>,Metal J-head V6 Hotend 1.75mm Filament 0.4mm Bowden Extruder Reprap 3D Printer with 1 Mete (+1),0,0,0,56,1,2129,80,80,<a_152><b_208><c_198>,999,0,0.0,18,999,0,0,<a_251><b_236><c_192>,2 Meters PTFE Teflon Bowden Tube 1.75 Filament 3D printer RepRap Rostock Kossel,1,1,0,32,1,1161,80,80,0.0,0->0
3243,A4357,1757,"3 PCS Mechanical End Stop with Wiring for CNC Machine or RepRap 3D printer, compatible with RAMPS",3D CAM,10,32,<a_186><b_227><c_143>,999,0,0.0,1,2,1,1,<a_186><b_249><c_4>,Metal J-head V6 Hotend 1.75mm Filament 0.4mm Bowden Extruder Reprap 3D Printer with 1 Mete (+1),0,1,0,113,5,3331,113,32,<a_15><b_28><c_183>,999,0,0.0,999,999,0,0,<a_251><b_181><c_2>,"eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black",0,0,0,70,1,2164,32,32,0.0,0->0
3244,A4357,2088,"ELEGOO Stepstick Stepper Motor Driver Module A4988 + Heat Sink for 3D Printer Reprap, CNC Machine or Robotics(Pack of 5)",ELEGOO,10,6,<a_186><b_227><c_251>,999,0,0.0,1,1,1,1,<a_186><b_227><c_180>,"[3D CAM] 5 PCS DRV8825 StepStick Stepper Motor Drivers for 3D Printer Electronics, CNC Mac",0,2,1,113,5,3331,113,6,<a_15><b_222><c_19>,999,0,0.0,46,999,0,0,<a_251><b_181><c_2>,"eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black",0,1,0,70,4,2164,86,6,0.0,0->0
3245,A4525,466,"Best Choice Products 4-Wheel Foldable Rolling Warehouse Moving Flatbed Platform Dolly Push Cart w/ 330lb Capacity, Non-Slip Surface - Blue",BEST CHOICE PRODUCTS,4,13,<a_41><b_101><c_147>,999,0,0.0,999,999,0,0,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,0,0,103,2,3563,67,13,<a_85><b_97><c_153>,999,0,0.0,999,999,0,0,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,0,0,65,1,2496,13,13,0.0,0->0
3246,A5932,3016,"HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood",HATCHBOX,6,199,<a_222><b_91><c_38>,47,0,0.0,1,47,1,0,<a_222><b_157><c_189>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, B",0,1,0,159,1,10557,199,199,<a_184><b_67><c_16>,999,0,0.0,1,18,1,0,<a_184><b_219><c_82>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, W",0,1,0,210,27,12329,3387,199,0.0,0->0
3247,A6217,2145,"ROBO 3D R1 Plus 10x9x8-Inch ABS/PLA 3D Printer, White (A1-0002-000)",ROBO 3D,5,127,<a_165><b_176><c_157>,21,0,0.0,13,21,0,0,<a_222><b_109><c_177>,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, B",0,0,0,98,4,5516,465,127,<a_196><b_35><c_84>,999,0,0.0,999,999,0,0,<a_29><b_194><c_16>,"Flashforge Dreamer 3d Printer, Dual Extruder, Fully Enclosed Chamber, W/2 Free Spools",0,0,0,55,1,3156,127,127,0.0,0->0
3248,A7658,1742,"Ajax Scientific Battery Holder with Lead Wire, 1x AA Cell (Pack of 10)",Ajax Scientific,3,17,<a_239><b_55><c_112>,999,0,0.0,5,999,0,0,<a_145><b_5><c_191>,"Uxcell a13060500ux0042 3 Pins Split Shaft Rotary Linear Taper Potentiometers with Knob, 10",0,1,0,72,1,3416,17,17,<a_175><b_102><c_229>,999,0,0.0,1,999,1,0,<a_175><b_207><c_246>,Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,0,0,0,81,2,4140,36,17,0.0,0->0
3249,A77,23,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",Gardner Bender,8,453,<a_210><b_83><c_207>,23,0,0.0,23,23,0,0,<a_173><b_130><c_178>,"Lord & Hodge 1073A-0 1/4"" Handi Grommet KIT",1,0,0,78,4,4508,631,453,<a_42><b_46><c_37>,999,0,0.0,999,999,0,0,<a_71><b_147><c_122>,"DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor",0,0,0,136,1,8406,453,453,0.0,0->0
3250,A1609,2333,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",eSUN,10,153,<a_85><b_236><c_157>,7,1,0.3333333333333333,4,7,0,1,<a_186><b_176><c_197>,"BuildTak 3D Printing Build Surface, 8"" x 8"" Square, Black (Pack of 3)",0,1,0,71,1,2770,153,153,<a_184><b_44><c_156>,999,0,0.0,1,999,1,0,<a_184><b_67><c_38>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, R",0,3,0,210,1,12329,153,153,-0.3333333333333333,1->0
3251,A1609,2917,Genuine E3D V6 Extra Nozzle - 1.75mm x 0.40mm (V6-NOZZLE-175-400),E3D,10,3,<a_48><b_167><c_55>,999,0,0.0,8,999,0,0,<a_85><b_236><c_157>,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.7",1,0,0,44,1,1133,3,3,<a_29><b_44><c_158>,999,0,0.0,11,999,0,0,<a_251><b_236><c_192>,2 Meters PTFE Teflon Bowden Tube 1.75 Filament 3D printer RepRap Rostock Kossel,0,0,0,42,1,1125,3,3,0.0,0->0
3252,A1609,2615,"MG Chemicals433-4L  d-Limonene (Pure Grade) Cleaner Degreaser and 3-D Printing Chemical, 1 Gallon Can , Clear",MG Chemicals,10,36,<a_75><b_244><c_209>,999,0,0.0,999,999,0,0,<a_186><b_176><c_197>,"BuildTak 3D Printing Build Surface, 8"" x 8"" Square, Black (Pack of 3)",0,0,0,19,1,593,36,36,<a_92><b_239><c_129>,999,0,0.0,999,999,0,0,<a_251><b_236><c_192>,2 Meters PTFE Teflon Bowden Tube 1.75 Filament 3D printer RepRap Rostock Kossel,0,0,0,28,1,1682,36,36,0.0,0->0
3253,A2201,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,J-B Weld,3,502,<a_89><b_124><c_7>,2,1,0.6309297535714575,2,2,0,1,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",0,0,0,75,2,2986,676,502,<a_19><b_166><c_11>,1,1,1.0,1,1,1,1,<a_19><b_166><c_11>,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,0,1,0,92,6,5739,756,502,0.36907024642854247,1->1
3254,A2201,130,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",Gorilla,4,397,<a_150><b_83><c_9>,8,1,0.31546487678572877,3,4,0,1,<a_89><b_124><c_7>,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,1,2,1,65,5,4849,786,397,<a_42><b_40><c_166>,4,1,0.43067655807339306,4,4,0,1,<a_19><b_166><c_11>,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,1,1,1,136,7,8406,1116,397,0.11521168128766429,1->1
3255,A2201,257,"Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown",Gorilla,5,318,<a_150><b_187><c_168>,15,0,0.0,3,15,0,0,<a_89><b_124><c_7>,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,1,3,0,65,4,4849,580,318,<a_19><b_53><c_56>,27,0,0.0,1,27,1,0,<a_19><b_166><c_11>,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,1,2,0,92,1,5739,318,318,0.0,0->0
3256,A2562,721,"Kreg SML-C2B-250 Blue-Kote Weather Resistant Pocket Hole Screws - 2"", 8 Coarse, Washer Head, 250 count",Kreg,9,55,<a_191><b_225><c_119>,999,0,0.0,999,999,0,0,<a_78><b_234><c_253>,"Supco T1112 Quick Disconnect, High Temperature, 12-10 Gauge, 1/4"" Female Tab (Pack of 15)",0,1,0,99,3,4766,161,55,<a_224><b_121><c_204>,999,0,0.0,6,999,0,0,<a_115><b_220><c_113>,TEMCo 30 AWG Copper Magnet Wire - 2 oz 392 ft 155&deg;C Magnetic Coil Red,0,1,0,150,1,5503,55,55,0.0,0->0
3257,A2779,1346,"Aluminum Tape/Aluminum Foil Tape - 1.9 inch x 150 feet (3.4 mil) - Good for HVAC, Ducts, Insulation and More",Impresa Products,5,2,<a_192><b_144><c_238>,999,0,0.0,999,999,0,0,<a_241><b_248><c_233>,Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels,1,0,0,100,2,5003,11,2,<a_42><b_206><c_175>,999,0,0.0,29,999,0,0,<a_20><b_239><c_209>,Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels,1,0,0,136,5,8406,238,2,0.0,0->0
3258,A4246,2522,"3M(TM) Scotchlok(TM) Electrical IDC Connector 560B, Blue, 18&ndash;16AWG solid/stranded, 14AWG stranded, 100ct",3M,6,26,<a_202><b_17><c_191>,999,0,0.0,999,999,0,0,<a_192><b_122><c_104>,"T-Rex 241309 Shurtech Ferociously Strong Tape, 12 Yd L X 1.88 in W, 1-Roll, 12 Yards, Gunm",1,0,0,167,1,11775,26,26,<a_191><b_123><c_253>,999,0,0.0,999,999,0,0,<a_105><b_163><c_178>,"Plastic Transfer Pipettes 3ml, Graduated, Pack of 100",0,0,0,117,1,8937,26,26,0.0,0->0
3259,A4879,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,2,2351,<a_31><b_221><c_0>,24,0,0.0,24,24,0,0,<a_241><b_248><c_233>,Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels,0,0,0,61,2,7390,3869,3869,<a_59><b_52><c_0>,3,1,0.5,3,3,0,1,<a_20><b_72><c_22>,"Rubbermaid Commercial BRUTE Trash Can, 32 Gallon, Yellow, FG263200YEL",0,0,0,80,2,8035,3869,3869,0.5,0->1
3260,A4879,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,3,2351,<a_31><b_221><c_0>,1,1,1.0,1,1,1,1,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,1,1,61,2,7390,3869,3869,<a_59><b_52><c_0>,1,1,1.0,1,1,1,1,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,1,1,80,2,8035,3869,3869,0.0,1->1
3261,A4879,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,4,1518,<a_31><b_221><c_0>,1,1,1.0,1,1,1,1,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,2,2,61,2,7390,3869,3869,<a_59><b_52><c_0>,1,1,1.0,1,1,1,1,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,2,2,80,2,8035,3869,3869,0.0,1->1
3262,A5993,2058,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gray",HATCHBOX,10,35,<a_222><b_157><c_227>,999,0,0.0,10,30,0,0,<a_186><b_249><c_4>,Metal J-head V6 Hotend 1.75mm Filament 0.4mm Bowden Extruder Reprap 3D Printer with 1 Mete (+1),0,2,0,159,24,10557,2719,35,<a_184><b_67><c_55>,999,0,0.0,16,29,0,0,<a_251><b_181><c_2>,"eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black",0,2,0,210,27,12329,3387,35,0.0,0->0
3263,A7036,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",Etekcity,2,348,<a_31><b_214><c_175>,999,0,0.0,999,999,0,0,<a_222><b_157><c_189>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, B",0,0,0,61,2,7390,727,348,<a_59><b_178><c_1>,999,0,0.0,999,999,0,0,<a_251><b_78><c_22>,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),0,0,0,80,7,8035,1201,348,0.0,0->0
