idx,user_id,item_id,item_title,family,brand,target_sid,target_l1,target_l2,target_l1_bucket_size,target_l2_bucket_size,target_l1_family_purity,target_l2_family_purity,target_l1_dominant_family,target_l2_dominant_family,history_len,target_l1_in_history,target_l2_in_history,rank,rank_found,hit1,hit3,hit5,hit10,hit20,hit50,ndcg10,ndcg50,top1_sid,top1_item_repr,top1_item_titles,top1_families,top1_brands,top1_same_l1,top1_same_l2,top1_same_family,top1_same_brand,top1_history_repeat,top10_history_repeat_count,top50_history_repeat_count,top10_has_target_l1,top10_has_target_l2,top50_has_target_l1,top50_has_target_l2,failure_type_at10,top5_predictions
33,A1105,123,"Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads",adhesive_epoxy,Red Devil,<a_173><b_194><c_4>,<a_173>,<a_173><b_194>,64,2,0.75,1.0,other,adhesive_epoxy,7,0,0,13,1,0,0,0,0,1,1,0.0,0.26264953503719357,<a_165><b_15><c_16>,202,Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882),adhesive_epoxy,Loctite,0,0,1,0,1,1,3,0,0,1,1,l1_routing_miss,<a_165><b_15><c_16> || <a_150><b_61><c_87> || <a_99><b_170><c_176> || <a_17><b_14><c_32> || <a_150><b_61><c_78>
34,A1960,1374,HHIP 4401-0811 Mini Universal Magnetic Base with Fine,other,HHIP,<a_104><b_85><c_106>,<a_104>,<a_104><b_85>,60,1,0.5,1.0,other,other,10,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_66><b_78><c_36>,150,Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack),other,Colgate,0,0,1,0,0,1,3,0,0,0,0,l1_routing_miss,<a_66><b_78><c_36> || <a_24><b_165><c_166> || <a_202><b_118><c_74> || <a_107><b_93><c_0> || <a_202><b_100><c_73>
35,A2846,1874,"FastenMaster FMHLGM278-50 HeadLOK Heavy-Duty Flathead Fastener, 2-7/8 Inches, 50-Count",fastener,FastenMaster,<a_224><b_33><c_237>,<a_224>,<a_224><b_33>,191,2,0.7329842931937173,1.0,fastener,fastener,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_71><b_81><c_211>,512,Highland (9002900) Fat Strap Bungee Cord Assortment - 6 Piece,other,Highland,0,0,0,0,1,2,4,0,0,0,0,l1_routing_miss,<a_71><b_81><c_211> || <a_71><b_242><c_21> || <a_104><b_251><c_25> || <a_193><b_203><c_191> || <a_71><b_69><c_199>
36,A3436,1344,Bearing 608ZZ Shielded 8x22x7 Miniature Ball Bearings(Pack of 10),tape,VXB,<a_251><b_44><c_87>,<a_251>,<a_251><b_44>,92,3,0.6956521739130435,1.0,other,tape,4,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_193><b_176><c_173>,365,Dremel EZ506CU 1-1/2-Inch Premium Metal Cutting Rotary Wheel,other,Dremel,0,0,0,0,0,2,4,0,0,1,0,l1_routing_miss,<a_193><b_176><c_173> || <a_193><b_193><c_93> || <a_193><b_236><c_163> || <a_229><b_246><c_41> || <a_15><b_155><c_49>
37,A3548,2817,"PHARMEX 1-78G Permanent Paper Label,""FOR RECTAL USE"", 1 9/16"" x 3/8"", Blue (500 per Roll, 2 Rolls per Box)",other,PHARMEX,<a_44><b_157><c_179>,<a_44>,<a_44><b_157>,65,1,0.9230769230769231,1.0,other,other,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_73><b_8><c_168>,285,Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,connector_fitting,Z&T,0,0,0,0,0,1,4,0,0,0,0,l1_routing_miss,<a_73><b_8><c_168> || <a_73><b_10><c_6> || <a_73><b_224><c_0> || <a_73><b_231><c_56> || <a_23><b_245><c_211>
38,A3572,3550,Uxcell a12081400ux0273 10 x Momentary SPST NO Red Push Button Switch AC 250V/1.5A 125V/3A,other,uxcell,<a_236><b_35><c_44>,<a_236>,<a_236><b_35>,84,4,0.7380952380952381,0.75,other,other,3,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_150><b_98><c_251>,1482,Propylene Glycol 1 Quart - USP - KOSHER - PURE,other,Essential Depot,0,0,1,0,1,1,2,0,0,1,0,l1_routing_miss,<a_150><b_98><c_251> || <a_107><b_93><c_0> || <a_122><b_52><c_0> || <a_44><b_182><c_228> || <a_66><b_78><c_36>
39,A3757,725,"Bissell Zing Bagged Canister Vacuum, Maroon, 4122 - Corded",3d_filament,Bissell,<a_197><b_33><c_216>,<a_197>,<a_197><b_33>,60,1,0.4666666666666667,1.0,other,3d_filament,5,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,0,0,0,0,0,0,1,0,0,0,0,l1_routing_miss,<a_107><b_93><c_0> || <a_107><b_90><c_50> || <a_107><b_90><c_68> || <a_150><b_14><c_0> || <a_107><b_42><c_17>
40,A4297,2216,SE 526SF 7&rdquo; Self-Locking Sponge Forceps,other,SE,<a_180><b_213><c_155>,<a_180>,<a_180><b_213>,81,1,0.8888888888888888,1.0,other,other,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_193><b_178><c_185>,1459,"Forney 72730 Wire Cup Brush, Fine Crimped with 1/4-Inch Hex Shank, 2-Inch-by-.008-Inch",other,Forney,0,0,1,0,1,2,3,0,0,1,0,l1_routing_miss,<a_193><b_178><c_185> || <a_193><b_42><c_1> || <a_15><b_118><c_0> || <a_193><b_178><c_200> || <a_193><b_178><c_239>
41,A4913,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,<a_107><b_93><c_0>,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,gauge_meter,gauge_meter,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,1,1,1,1,1,1,1,1,1,1,1,hit10,<a_107><b_93><c_0> || <a_109><b_74><c_57> || <a_122><b_52><c_0> || <a_44><b_9><c_196> || <a_202><b_52><c_171>
42,A4913,831,"DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor, 5-Pack",other,DEWALT,<a_193><b_42><c_1>,<a_193>,<a_193><b_42>,133,2,0.8045112781954887,1.0,other,other,2,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,0,0,0,0,1,1,1,0,0,0,0,l1_routing_miss,<a_107><b_93><c_0> || <a_109><b_74><c_57> || <a_107><b_135><c_157> || <a_229><b_166><c_29> || <a_229><b_95><c_222>
43,A4913,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,<a_107><b_93><c_0>,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,gauge_meter,gauge_meter,3,1,1,1,1,1,1,1,1,1,1,1.0,1.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,1,1,1,1,1,2,2,1,1,1,1,hit10,<a_107><b_93><c_0> || <a_193><b_42><c_1> || <a_173><b_93><c_124> || <a_71><b_242><c_21> || <a_109><b_74><c_57>
44,A4913,850,"HBD Thermoid NBR/PVC SAE30R6 Fuel Line Hose, 3/8"" x 25' Length, 0.375"" ID, Black",connector_fitting,HBD Thermoid,<a_79><b_169><c_0>,<a_79>,<a_79><b_169>,60,2,0.4,1.0,other,connector_fitting,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,0,0,0,0,1,2,2,0,0,0,0,l1_routing_miss,<a_107><b_93><c_0> || <a_193><b_42><c_1> || <a_193><b_113><c_101> || <a_71><b_242><c_21> || <a_107><b_135><c_157>
45,A6263,2223,"250ml Narrow Mouth Erlenmeyer Flask with Rubber Stoppers, Karter Scientific 213G20 (Pack of 8)",other,Karter Scientific,<a_94><b_195><c_193>,<a_94>,<a_94><b_195>,111,7,0.7747747747747747,0.8571428571428571,other,other,1,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_71><b_142><c_60>,1652,Genie Screw & Trac Drive Garage Door Opener Replacement Limit Switch 20113R,fastener,Genie,0,0,0,0,1,1,1,0,0,0,0,l1_routing_miss,<a_71><b_142><c_60> || <a_107><b_93><c_0> || <a_71><b_174><c_31> || <a_104><b_186><c_66> || <a_71><b_70><c_24>
46,A6290,3502,"3M Littmann Cardiology IV Diagnostic Stethoscope, Standard-Finish Chestpiece, Burgundy Tube, Stainless Stem and Headset, 27 inch, 6153",other,3M Littmann,<a_180><b_186><c_175>,<a_180>,<a_180><b_186>,81,4,0.8888888888888888,1.0,other,other,4,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_24><b_91><c_10>,678,"iRobot Roomba 980 Robot Vacuum with Wi-Fi Connectivity, Works with Alexa, Ideal for Pet Hair, Carpets, Hard Floors",other,iRobot,0,0,1,0,1,3,3,0,0,1,0,l1_routing_miss,<a_24><b_91><c_10> || <a_193><b_64><c_16> || <a_107><b_90><c_50> || <a_107><b_93><c_0> || <a_107><b_90><c_68>
47,A6386,3337,"Vastar ESD Anti-Static Wrist Strap Components, Blue",other,Vastar,<a_23><b_38><c_36>,<a_23>,<a_23><b_38>,50,1,0.46,1.0,other,other,9,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_73><b_58><c_117>,2229,Uxcell a11093000ux0385 10x 8 Pin DIP IC Sockets Adaptor Solder Type Socket,fastener,uxcell,0,0,0,0,0,2,2,0,0,0,0,l1_routing_miss,<a_73><b_58><c_117> || <a_30><b_191><c_20> || <a_30><b_38><c_253> || <a_73><b_244><c_79> || <a_67><b_152><c_6>
48,A7485,2697,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,3D Solutech,<a_223><b_80><c_159>,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,3d_filament,3d_filament,1,1,1,4,1,0,0,1,1,1,1,0.43067655807339306,0.43067655807339306,<a_223><b_80><c_0>,2659,"3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) || 3D Solutech Chocolate Brown 3D Printer PLA Filament 1.75MM Filament 2.2 LBS (1.0KG) || 3D Solutech Skin 3D Printer PLA Filament 1.75MM Filament 2.2 LBS (1.0KG)",3d_filament,3D Solutech,1,1,1,1,0,1,1,1,1,1,1,hit10,<a_223><b_80><c_0> || <a_223><b_80><c_84> || <a_223><b_80><c_3> || <a_223><b_80><c_159> || <a_223><b_80><c_91>
49,A7485,3475,"3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,3D Solutech,<a_223><b_80><c_23>,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,3d_filament,3d_filament,2,1,1,14,1,0,0,0,0,1,1,0.0,0.2559580248098155,<a_223><b_80><c_84>,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",3d_filament,3D Solutech,1,1,1,1,0,2,2,1,1,1,1,leaf_or_ranking_miss_after_l2_hit,<a_223><b_80><c_84> || <a_223><b_80><c_3> || <a_223><b_80><c_0> || <a_223><b_80><c_159> || <a_223><b_80><c_101>
50,A7485,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",3d_filament,3D Solutech,<a_223><b_80><c_84>,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,3d_filament,3d_filament,3,1,1,4,1,0,0,1,1,1,1,0.43067655807339306,0.43067655807339306,<a_223><b_80><c_101>,3494,"3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,3D Solutech,1,1,1,1,0,3,3,1,1,1,1,hit10,<a_223><b_80><c_101> || <a_223><b_80><c_3> || <a_223><b_80><c_0> || <a_223><b_80><c_84> || <a_223><b_80><c_158>
51,A7485,3468,"3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,3D Solutech,<a_223><b_246><c_0>,<a_223>,<a_223><b_246>,247,2,0.9676113360323887,1.0,3d_filament,3d_filament,4,1,0,20,1,0,0,0,0,1,1,0.0,0.227670248696953,<a_223><b_80><c_101>,3494,"3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,3D Solutech,1,0,1,1,0,3,4,1,0,1,1,l2_routing_miss_after_l1_hit,<a_223><b_80><c_101> || <a_223><b_80><c_128> || <a_223><b_80><c_84> || <a_223><b_80><c_3> || <a_223><b_80><c_0>
52,A884,402,"Metabo Slicer Cut Off Wheel 6"" X .040"" Box 50",other,Metabo,<a_193><b_73><c_2>,<a_193>,<a_193><b_73>,133,1,0.8045112781954887,1.0,other,other,7,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_211><b_168><c_186>,867,Uxcell -100-1250C 13 mm Thread 5mm Probe K Type Thermocouple Temperature Sensor,gauge_meter,uxcell,0,0,0,0,1,4,6,0,0,1,0,l1_routing_miss,<a_211><b_168><c_186> || <a_211><b_10><c_196> || <a_104><b_186><c_66> || <a_36><b_111><c_68> || <a_211><b_155><c_124>
53,A2287,383,"EnviroCare Replacement Vacuum Bags for Panasonic Types U, U-3, U-6-9 Pack",other,EnviroCare,<a_24><b_74><c_141>,<a_24>,<a_24><b_74>,119,1,0.7142857142857143,1.0,other,other,2,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_71><b_67><c_24>,1515,"Dorman Hardware 4-9771 Pliers Holders, 4-Pack",adhesive_epoxy,Home & Tools,0,0,0,0,1,1,2,0,0,0,0,l1_routing_miss,<a_71><b_67><c_24> || <a_71><b_122><c_150> || <a_193><b_64><c_16> || <a_71><b_33><c_189> || <a_71><b_188><c_205>
54,A2287,2899,"Dynatex 49582 Industrial Copper Anti-Seize and Lubricating Compound Paste, 8 oz Brush Top Bottle, Dark Copper",connector_fitting,Dynatex,<a_173><b_86><c_176>,<a_173>,<a_173><b_86>,64,1,0.75,1.0,other,connector_fitting,3,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_71><b_67><c_24>,1515,"Dorman Hardware 4-9771 Pliers Holders, 4-Pack",adhesive_epoxy,Home & Tools,0,0,0,0,1,2,3,0,0,0,0,l1_routing_miss,<a_71><b_67><c_24> || <a_71><b_122><c_150> || <a_193><b_64><c_16> || <a_107><b_93><c_0> || <a_193><b_58><c_115>
55,A2976,506,"Stainless 1/4-20 Hex Nuts, USS Coarse Thread, 304 Stainless Steel, 100 pieces (1/4 Hex Nuts)",fastener,"Chenango Supply Co., Inc.",<a_224><b_195><c_115>,<a_224>,<a_224><b_195>,191,2,0.7329842931937173,1.0,fastener,fastener,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_193><b_226><c_166>,239,"Cal Hawk Tools CZCW45B Metal Cut-Off Wheel (50 Pack), 4-1/2",other,Cal Hawk Tools,0,0,0,0,1,2,2,1,0,1,0,l2_routing_miss_after_l1_hit,<a_193><b_226><c_166> || <a_251><b_54><c_150> || <a_193><b_76><c_133> || <a_193><b_42><c_1> || <a_71><b_242><c_21>
56,A2976,507,"Stainless Flat Washers 1/4 Inch, 304 Stainless Steel, 100 pieces (1/4 Flat Washer) by ""Chenango Supply Co., Inc.",fastener,"Chenango Supply Co., Inc.",<a_108><b_76><c_55>,<a_108>,<a_108><b_76>,143,2,0.5384615384615384,1.0,connector_fitting,fastener,5,0,0,2,1,0,1,1,1,1,1,0.6309297535714575,0.6309297535714575,<a_251><b_54><c_150>,728,"Cold Rolled Steel A513 Drawn Over Mandrel Round Tubing, ASTM A513, 1-1/4"" OD, 1.01"" ID, 0.12"" Wall, 72"" Length",connector_fitting,Small Parts,0,0,0,0,1,3,3,1,1,1,1,hit10,<a_251><b_54><c_150> || <a_108><b_76><c_55> || <a_193><b_76><c_133> || <a_193><b_226><c_166> || <a_224><b_76><c_250>
57,A4203,1346,"Aluminum Tape/Aluminum Foil Tape - 1.9 inch x 150 feet (3.4 mil) - Good for HVAC, Ducts, Insulation and More",adhesive_epoxy,Impresa Products,<a_202><b_232><c_168>,<a_202>,<a_202><b_232>,117,2,0.5470085470085471,1.0,adhesive_epoxy,adhesive_epoxy,7,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_202><b_197><c_5>,3253,"3M 3960-RD Red Duct Tape, 1.88 Inches by 60 Yards",adhesive_epoxy,3M,1,0,1,0,1,2,2,1,0,1,0,l2_routing_miss_after_l1_hit,<a_202><b_197><c_5> || <a_122><b_11><c_238> || <a_122><b_52><c_0> || <a_202><b_52><c_171> || <a_44><b_217><c_235>
58,A559,1758,Signswise 200x200mm 12V 220W Silicone Rubber Heating Heater for 3D Printer Heated Beds,3d_filament,Signswise,<a_79><b_182><c_24>,<a_79>,<a_79><b_182>,60,2,0.4,1.0,other,3d_filament,10,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_30><b_149><c_83>,3415,Function Generator DIY KIT by JYE Tech FG085,other,JYETech,0,0,0,0,0,0,5,0,0,0,0,l1_routing_miss,<a_30><b_149><c_83> || <a_30><b_192><c_4> || <a_30><b_191><c_20> || <a_30><b_229><c_164> || <a_158><b_105><c_147>
59,A2104,2512,Extech TG20 Wire Tracer and Tone Generator,connector_fitting,Extech,<a_211><b_181><c_43>,<a_211>,<a_211><b_181>,45,1,0.4222222222222222,1.0,gauge_meter,connector_fitting,5,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_202><b_52><c_97>,175,"Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)",tape,Gorilla,0,0,0,0,0,1,3,0,0,0,0,l1_routing_miss,<a_202><b_52><c_97> || <a_202><b_52><c_132> || <a_202><b_52><c_44> || <a_165><b_107><c_20> || <a_165><b_247><c_68>
60,A2915,130,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",adhesive_epoxy,Gorilla,<a_202><b_52><c_171>,<a_202>,<a_202><b_52>,117,8,0.5470085470085471,0.75,adhesive_epoxy,adhesive_epoxy,4,1,0,14,1,0,0,0,0,1,1,0.0,0.2559580248098155,<a_210><b_54><c_107>,902,"100 Poly Bag Zipper Resealable Plastic Shipping Bags 6"" x 9",other,FindingKing,0,0,0,0,0,0,1,0,0,1,1,l1_routing_miss,<a_210><b_54><c_107> || <a_210><b_156><c_39> || <a_107><b_93><c_0> || <a_210><b_156><c_215> || <a_224><b_153><c_5>
61,A3266,444,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,HATCHBOX,<a_223><b_198><c_114>,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,3d_filament,3d_filament,6,1,1,5,1,0,0,1,1,1,1,0.38685280723454163,0.38685280723454163,<a_223><b_86><c_176>,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,SainSmart,1,0,1,0,0,3,3,1,1,1,1,hit10,<a_223><b_86><c_176> || <a_91><b_162><c_93> || <a_223><b_29><c_58> || <a_223><b_29><c_180> || <a_223><b_198><c_114>
62,A4554,1031,ABN Adhesive Sticky Back 80-Grit Sandpaper Roll 2-3/4&rdquo; Inch x 20 Yards Aluminum Oxide Golden Yellow Longboard Dura PSA,adhesive_epoxy,ABN,<a_206><b_62><c_3>,<a_206>,<a_206><b_62>,60,3,0.5,0.6666666666666666,other,other,5,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_193><b_5><c_106>,341,"Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack",other,Neiko,0,0,0,0,1,1,3,0,0,0,0,l1_routing_miss,<a_193><b_5><c_106> || <a_159><b_63><c_34> || <a_107><b_93><c_0> || <a_17><b_36><c_247> || <a_236><b_106><c_37>
63,A4765,895,Grizzly G8748 Hand Tapping Machine,fastener,Grizzly,<a_159><b_159><c_162>,<a_159>,<a_159><b_159>,52,1,0.5192307692307693,1.0,other,fastener,7,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_197><b_91><c_69>,22,"Eye-Vac EVPRO Tuxedo Black Touchless Stationary Vacuum &ndash; 1400 Watts Professional Vacuum with HEPA Filtration, Bag-less Canister. Floor Care",other,EyeVac,0,0,0,0,1,1,2,0,0,1,0,l1_routing_miss,<a_197><b_91><c_69> || <a_109><b_238><c_121> || <a_109><b_154><c_125> || <a_109><b_130><c_34> || <a_109><b_58><c_144>
64,A4912,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,<a_107><b_93><c_0>,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,gauge_meter,gauge_meter,2,0,0,6,1,0,0,0,1,1,1,0.3562071871080222,0.3562071871080222,<a_150><b_137><c_84>,853,"Rubbermaid Professional Plus Heavy-Duty Spray Bottle,32 fl OZ (946ml), (FG6C13PR06)",3d_filament,Rubbermaid,0,0,0,0,1,1,1,1,1,1,1,hit10,<a_150><b_137><c_84> || <a_150><b_14><c_0> || <a_17><b_14><c_32> || <a_150><b_137><c_127> || <a_150><b_132><c_2>
65,A4912,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,<a_107><b_93><c_0>,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,gauge_meter,gauge_meter,3,1,1,1,1,1,1,1,1,1,1,1.0,1.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,1,1,1,1,1,2,2,1,1,1,1,hit10,<a_107><b_93><c_0> || <a_150><b_137><c_84> || <a_94><b_166><c_155> || <a_210><b_12><c_10> || <a_150><b_14><c_0>
66,A4912,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,<a_107><b_93><c_0>,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,gauge_meter,gauge_meter,4,1,1,1,1,1,1,1,1,1,1,1.0,1.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,1,1,1,1,1,2,2,1,1,1,1,hit10,<a_107><b_93><c_0> || <a_107><b_135><c_157> || <a_109><b_74><c_57> || <a_229><b_166><c_29> || <a_229><b_95><c_222>
67,A5327,2703,"eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black",3d_filament,eSUN,<a_223><b_126><c_0>,<a_223>,<a_223><b_126>,247,10,0.9676113360323887,1.0,3d_filament,3d_filament,5,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,0,0,0,0,0,2,2,0,0,1,0,l1_routing_miss,<a_107><b_93><c_0> || <a_180><b_233><c_123> || <a_107><b_42><c_17> || <a_107><b_90><c_50> || <a_107><b_225><c_126>
68,A5833,2106,"Noga NG8150 Heavy Duty Deburr Tool, with 10 S10 blades",other,Noga,<a_193><b_113><c_174>,<a_193>,<a_193><b_113>,133,5,0.8045112781954887,1.0,other,other,7,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_158><b_79><c_187>,2940,[REPRAPGURU] RAMPS 1.4 Controller Board for RepRap 3D Printer,3d_filament,REPRAPGURU,0,0,0,0,0,0,2,0,0,0,0,l1_routing_miss,<a_158><b_79><c_187> || <a_158><b_245><c_180> || <a_158><b_89><c_2> || <a_251><b_128><c_154> || <a_158><b_72><c_88>
69,A6217,1128,Loctite Heavy Duty Epoxy Quick Set 8-Fluid Ounce Bottle (1365736),adhesive_epoxy,Loctite,<a_165><b_35><c_57>,<a_165>,<a_165><b_35>,72,3,0.8055555555555556,0.6666666666666666,adhesive_epoxy,adhesive_epoxy,1,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_198><c_114>,444,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,HATCHBOX,0,0,0,0,0,0,0,0,0,0,0,l1_routing_miss,<a_223><b_198><c_114> || <a_223><b_78><c_126> || <a_223><b_155><c_21> || <a_223><b_198><c_182> || <a_91><b_155><c_95>
70,A861,1271,"Tape-Me Duct Tape Silver, 1.88 in x 55 yd (Pack of 3)",tape,Tape-Me,<a_202><b_191><c_237>,<a_202>,<a_202><b_191>,117,1,0.5470085470085471,1.0,adhesive_epoxy,tape,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_210><b_156><c_39>,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,Rubbermaid Commercial Products,0,0,0,0,1,1,3,0,0,1,0,l1_routing_miss,<a_210><b_156><c_39> || <a_210><b_156><c_215> || <a_210><b_148><c_205> || <a_210><b_12><c_10> || <a_210><b_156><c_143>
