item_id,item_title,family,eval_count,orig_failure_type,orig_l1_in_history,sem_l1_in_history,orig_l2_in_history,sem_l2_in_history,orig_l1_bucket_size,sem_l1_bucket_size,orig_l2_bucket_size,sem_l2_bucket_size,orig_l1_purity,sem_l1_purity,orig_l2_purity,sem_l2_purity,orig_target_l1,sem_target_l1,orig_target_l2,sem_target_l2,delta_l1_hist,delta_l2_hist
2837,"Etekcity 2 Pack Digital Hanging Luggage Scale, Rubber Paint, Temperature Sensor, 110 Pounds, Silver",other,1,l1_routing_miss,0.0,0.0,0.0,0.0,109,73,1,1,0.5596330275229358,0.726027397260274,1.0,1.0,<a_158>,<a_17>,<a_158><b_220>,<a_17><b_169>,0.0,0.0
2842,IRWIN 1904P 3/8-18 NPT High Carbon Steel Pipe Tap,connector_fitting,1,l1_routing_miss,0.0,0.0,0.0,0.0,191,53,1,1,0.7329842931937173,0.6037735849056604,1.0,1.0,<a_224>,<a_121>,<a_224><b_61>,<a_121><b_140>,0.0,0.0
2844,"New Matter MOD-t Desktop 3D Printer | Built-In WiFi, Easy to Use, Safe and Quiet",3d_filament,1,l1_routing_miss,0.0,0.0,0.0,0.0,60,98,3,5,0.4666666666666667,0.336734693877551,1.0,1.0,<a_197>,<a_178>,<a_197><b_66>,<a_178><b_216>,0.0,0.0
2866,Innovating Science Gram's Stain Kit,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,36,13,1,1,0.7222222222222222,1.0,1.0,1.0,<a_229>,<a_89>,<a_229><b_71>,<a_89><b_90>,0.0,0.0
2879,"OCR 2.54mm Pitch Dual Row DIP IC Sockets Solder Type Adaptor Set 6,8,14,16,18,24,28,40 Pin Electronic Components Socket Adapter Connector 100pcs",connector_fitting,1,l2_routing_miss_after_l1_hit,1.0,1.0,0.0,0.0,114,35,2,2,0.5350877192982456,0.37142857142857144,0.5,0.5,<a_73>,<a_166>,<a_73><b_191>,<a_166><b_174>,0.0,0.0
2882,"Elegoo HC-SR04 Ultrasonic Module Distance Sensor for Arduino UNO MEGA2560 Nano Robot XBee ZigBee, Set of 5",other,1,l2_routing_miss_after_l1_hit,0.0,0.0,0.0,0.0,109,105,1,1,0.5596330275229358,0.5428571428571428,1.0,1.0,<a_158>,<a_223>,<a_158><b_111>,<a_223><b_158>,0.0,0.0
2884,SEOH Alcohol Lamp/Burner Flint Glass 120 Ml,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,116,64,4,1,0.7586206896551724,0.890625,1.0,1.0,<a_150>,<a_117>,<a_150><b_48>,<a_117><b_83>,0.0,0.0
2889,"GROW1 Panda Film, 10' x 25', Poly 5.5 mil, Black/White",other,1,l1_routing_miss,0.0,0.0,0.0,0.0,67,22,1,1,0.4925373134328358,0.5,1.0,1.0,<a_68>,<a_206>,<a_68><b_112>,<a_206><b_98>,0.0,0.0
2896,Ginsco 110pcs Male Blue 16-14 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade Wire Connector Crimp Terminal,connector_fitting,1,l1_routing_miss,0.0,0.0,0.0,0.0,119,78,8,6,0.5714285714285714,0.6666666666666666,1.0,1.0,<a_67>,<a_243>,<a_67><b_23>,<a_243><b_111>,0.0,0.0
2903,Gino Development 09-0123 TruePower Variable Dial Router Speed Controller for Duct and Inline Fans,ventilation_fan,1,l1_routing_miss,0.0,0.0,0.0,0.0,40,13,1,1,0.675,0.6153846153846154,1.0,1.0,<a_109>,<a_12>,<a_109><b_130>,<a_12><b_106>,0.0,0.0
2904,Small Hairpin Cotter Pin Shop Assortment - 150 Pc,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,191,50,2,1,0.7329842931937173,0.92,0.5,1.0,<a_224>,<a_86>,<a_224><b_253>,<a_86><b_28>,0.0,0.0
2907,RotoMetals GA100 Gallium 100 Grams,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,60,13,2,1,0.4,1.0,1.0,1.0,<a_79>,<a_89>,<a_79><b_22>,<a_89><b_59>,0.0,0.0
2910,Pack of 6 - 4oz Cobalt Glass Boston Round Bottles Each With Glass Dropper,other,1,l1_routing_miss,1.0,1.0,1.0,1.0,116,64,3,2,0.7586206896551724,0.890625,1.0,1.0,<a_150>,<a_117>,<a_150><b_14>,<a_117><b_244>,0.0,0.0
2921,AGPtek&reg; 12 Pipe Aluminum Heat Exchanger Radiator for PC CPU CO2 Laser Water Cool System Computer,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,28,28,1,1,0.6785714285714286,0.9642857142857143,1.0,1.0,<a_52>,<a_23>,<a_52><b_192>,<a_23><b_82>,0.0,0.0
2922,2 x Aluminum GT2 16T Pulley and 2M Belt for RepRap 3D printer Prusa i3,3d_filament,1,l2_routing_miss_after_l1_hit,1.0,1.0,0.0,0.0,109,105,2,2,0.5596330275229358,0.5428571428571428,1.0,1.0,<a_158>,<a_223>,<a_158><b_42>,<a_223><b_41>,0.0,0.0
2923,"Focusable 650nm 5mW 3-5V Red Laser ""Line"" Module Diode w/ driver Plastic Lens (2 Pack)",other,1,l2_routing_miss_after_l1_hit,0.0,0.0,0.0,0.0,81,40,1,1,0.8888888888888888,0.925,1.0,1.0,<a_180>,<a_118>,<a_180><b_125>,<a_118><b_203>,0.0,0.0
2925,Uxcell a13102400ux0146 AC 300V 10A 5.08mm Pitch 2 Pin Screw Pluggable Terminal Block (Pack of 20),connector_fitting,1,l1_routing_miss,0.0,0.0,0.0,0.0,114,25,2,1,0.5350877192982456,0.52,1.0,1.0,<a_73>,<a_15>,<a_73><b_236>,<a_15><b_24>,0.0,0.0
2926,HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3,3d_filament,1,l2_routing_miss_after_l1_hit,0.0,0.0,0.0,0.0,72,28,3,1,0.9305555555555556,0.9642857142857143,1.0,1.0,<a_91>,<a_23>,<a_91><b_105>,<a_23><b_113>,0.0,0.0
2928,HICTOP 5PCS Aluminum Heater Block M6 Specialized for MK7 MK8 Makerbot Medel I3 3D Printer Extruder Hot End Heating Block,3d_filament,1,l1_routing_miss,0.0,0.0,0.0,0.0,50,16,4,3,0.46,1.0,0.75,1.0,<a_23>,<a_154>,<a_23><b_93>,<a_154><b_27>,0.0,0.0
2931,Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 1 Pack,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,68,66,3,4,0.75,0.696969696969697,1.0,0.75,<a_30>,<a_142>,<a_30><b_191>,<a_142><b_174>,0.0,0.0
2935,IRWIN Tools Magnetic Angle Locator (1794488),3d_filament,1,l1_routing_miss,0.0,0.0,0.0,0.0,31,19,1,1,0.7741935483870968,0.631578947368421,1.0,1.0,<a_15>,<a_149>,<a_15><b_73>,<a_149><b_26>,0.0,0.0
2936,uxcell a11111600ux0002 Amico 5 Pcs 608RS 8 x 22 x 7mm Shield Deep Groove Ball Bearings,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,92,74,2,2,0.6956521739130435,0.7297297297297297,0.5,1.0,<a_251>,<a_232>,<a_251><b_203>,<a_232><b_168>,0.0,0.0
2951,PIXNOR 1/4W Resistor Kit 56 Values x 20pcs =1120pcs (1ohm-10Mohm) Metal Film Resistors Assortment,other,1,l2_routing_miss_after_l1_hit,1.0,1.0,0.0,0.0,114,68,6,1,0.5350877192982456,0.4117647058823529,1.0,1.0,<a_73>,<a_130>,<a_73><b_56>,<a_130><b_172>,0.0,0.0
2953,"Aven 12017 Stainless Steel Hemostat Straight, 6"" Length",other,1,l1_routing_miss,0.0,0.0,0.0,0.0,100,25,3,2,0.6,0.76,1.0,1.0,<a_42>,<a_209>,<a_42><b_124>,<a_209><b_34>,0.0,0.0
2954,"Sashco Big Stretch Acrylic Latex High-Performance Caulking Sealant, 10.5 Ounce Cartridge, White (Pack of 12)",adhesive_epoxy,1,l1_routing_miss,0.0,0.0,0.0,0.0,72,46,2,2,0.8333333333333334,0.7608695652173914,1.0,1.0,<a_244>,<a_29>,<a_244><b_187>,<a_29><b_56>,0.0,0.0
2955,"All Brew Supplies 325 Stainless Carbonation Cap with 5/16"" Barb Ball Lock Type, Fit Most Soft Drink PET Bottles",connector_fitting,1,l1_routing_miss,0.0,0.0,0.0,0.0,116,17,1,1,0.7586206896551724,0.6470588235294118,1.0,1.0,<a_150>,<a_115>,<a_150><b_192>,<a_115><b_208>,0.0,0.0
2962,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Neon Green",3d_filament,1,leaf_or_ranking_miss_after_l2_hit,1.0,1.0,1.0,1.0,247,128,47,20,0.9676113360323887,1.0,1.0,1.0,<a_223>,<a_235>,<a_223><b_198>,<a_235><b_17>,0.0,0.0
2963,"Syhonic Metal DIY Hot End for RepRap 3D Printer 1.75mm Filament, 0.4mm Nozzle, 12V 40W Heater, NTC 3950 Thermistor Hotend",3d_filament,1,l1_routing_miss,0.0,0.0,0.0,0.0,109,105,6,6,0.5596330275229358,0.5428571428571428,1.0,1.0,<a_158>,<a_223>,<a_158><b_217>,<a_223><b_239>,0.0,0.0
2965,"eSUN 1.75mm Natural PLA 3D Printer filament 1kg Spool (2.2lbs), Natural",3d_filament,1,l2_routing_miss_after_l1_hit,0.0,0.0,0.0,0.0,247,85,7,7,0.9676113360323887,0.9882352941176471,1.0,1.0,<a_223>,<a_66>,<a_223><b_193>,<a_66><b_38>,0.0,0.0
2971,"Taylor Precision Products Digital Panel Mount Thermometer (-40- to 300-Degrees Fahrenheit, -40- to 150-Degrees Celsius)",gauge_meter,1,l2_routing_miss_after_l1_hit,0.0,0.0,0.0,0.0,66,14,1,2,0.7575757575757576,0.9285714285714286,1.0,1.0,<a_107>,<a_252>,<a_107><b_113>,<a_252><b_90>,0.0,0.0
2972,URBEST HH52P AC 24V Coil DPDT 8 Pins Electromagnetic Power Relay w DYF08A Base,fastener,1,l2_routing_miss_after_l1_hit,1.0,1.0,0.0,0.0,84,47,2,2,0.7380952380952381,0.6382978723404256,1.0,0.5,<a_236>,<a_45>,<a_236><b_33>,<a_45><b_181>,0.0,0.0
2976,SEOH Plastic Hexagonal Weigh Boats Micro Dish 100pk,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,36,19,1,1,0.7222222222222222,0.8421052631578947,1.0,1.0,<a_229>,<a_189>,<a_229><b_136>,<a_189><b_96>,0.0,0.0
2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,1,l2_routing_miss_after_l1_hit,0.0,0.0,0.0,0.0,109,105,19,20,0.5596330275229358,0.5428571428571428,1.0,1.0,<a_158>,<a_223>,<a_158><b_72>,<a_223><b_240>,0.0,0.0
2987,"Alcotec 24-hour Turbo Yeast, 205 grams",fastener,1,l1_routing_miss,0.0,0.0,0.0,0.0,116,46,2,3,0.7586206896551724,0.8260869565217391,1.0,0.6666666666666666,<a_150>,<a_2>,<a_150><b_252>,<a_2><b_166>,0.0,0.0
2990,"Wiha 27920 Precision Chip Lifter, ESD Safe, 1 x 3.5mm",other,1,l1_routing_miss,0.0,0.0,0.0,0.0,52,19,1,1,0.5192307692307693,0.7368421052631579,1.0,1.0,<a_159>,<a_69>,<a_159><b_109>,<a_69><b_4>,0.0,0.0
2991,"DIYmall 0.96"" Inch Blue I2c IIC Serial 128x64 Oled LCD LED Display Module for Arduino 51 Msp420 Stim32 SCR",other,1,l1_routing_miss,0.0,0.0,0.0,0.0,68,66,2,2,0.75,0.696969696969697,1.0,1.0,<a_30>,<a_142>,<a_30><b_215>,<a_142><b_177>,0.0,0.0
2992,Tiny AVR Programmer,fastener,1,l1_routing_miss,0.0,0.0,0.0,0.0,68,66,1,1,0.75,0.696969696969697,1.0,1.0,<a_30>,<a_142>,<a_30><b_8>,<a_142><b_29>,0.0,0.0
3002,Elenco  Resistor Substitution Box - RS-400,other,1,l2_routing_miss_after_l1_hit,0.0,0.0,0.0,0.0,114,68,1,2,0.5350877192982456,0.4117647058823529,1.0,1.0,<a_73>,<a_130>,<a_73><b_189>,<a_130><b_176>,0.0,0.0
3006,"3M 4298 Adhesion Promoter, Sponge Applicator",other,1,l1_routing_miss,0.0,0.0,0.0,0.0,32,62,1,1,0.53125,0.7741935483870968,1.0,1.0,<a_99>,<a_175>,<a_99><b_119>,<a_175><b_184>,0.0,0.0
3011,Little Giant 10940 Retrofit Wheel Kit,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,71,48,1,1,0.7746478873239436,0.7083333333333334,1.0,1.0,<a_87>,<a_34>,<a_87><b_158>,<a_34><b_33>,0.0,0.0
3012,Dodolight Digital Dual Two Channel 2 K-Type Thermometer Thermocouple Sensor 1300 2372,gauge_meter,1,l1_routing_miss,0.0,0.0,0.0,0.0,109,105,1,2,0.5596330275229358,0.5428571428571428,1.0,1.0,<a_158>,<a_223>,<a_158><b_22>,<a_223><b_248>,0.0,0.0
3014,"FlashForge HP-00057 Platform Sticker for Creator Pro and Dreamer, 6 Pcs Kit (Pack of 6)",3d_filament,1,l2_routing_miss_after_l1_hit,1.0,1.0,0.0,0.0,72,14,1,1,0.9305555555555556,0.9285714285714286,1.0,1.0,<a_91>,<a_141>,<a_91><b_227>,<a_141><b_17>,0.0,0.0
3020,"Applied Magnets 1 Piece 3"" x 1/2"" x 1/2"" Grade N42 Neodymium Block Magnet",other,1,l1_routing_miss,0.0,0.0,0.0,0.0,92,33,3,2,0.6956521739130435,0.7575757575757576,0.6666666666666666,1.0,<a_251>,<a_153>,<a_251><b_212>,<a_153><b_67>,0.0,0.0
3023,Gelid Solutions GC-Extreme Thermal Compound TC-GC-03-A,other,1,l1_routing_miss,1.0,1.0,0.0,0.0,60,31,2,2,0.4,0.8064516129032258,0.5,1.0,<a_79>,<a_119>,<a_79><b_15>,<a_119><b_136>,0.0,0.0
3024,"Gardner Bender DS-110N Duct Seal, 1 lb. Pug",other,1,l1_routing_miss,1.0,1.0,0.0,0.0,25,36,1,1,0.6,0.5277777777777778,1.0,1.0,<a_170>,<a_151>,<a_170><b_218>,<a_151><b_176>,0.0,0.0
3028,FE455 Rubber Stopper- Size 8- Drilled,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,143,44,2,1,0.5384615384615384,0.75,0.5,1.0,<a_108>,<a_13>,<a_108><b_247>,<a_13><b_45>,0.0,0.0
3036,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Transparent White",3d_filament,1,leaf_or_ranking_miss_after_l2_hit,1.0,1.0,1.0,1.0,247,128,47,26,0.9676113360323887,1.0,1.0,1.0,<a_223>,<a_235>,<a_223><b_198>,<a_235><b_198>,0.0,0.0
3040,"HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Purple",3d_filament,1,l2_routing_miss_after_l1_hit,1.0,1.0,0.0,0.0,247,128,10,10,0.9676113360323887,1.0,1.0,1.0,<a_223>,<a_235>,<a_223><b_72>,<a_235><b_154>,0.0,0.0
3080,SGS Tool Company 11703 SC-1 Double Cut Carbide Bur 1/4 Diameter 1/4 Shank Diameter,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,133,47,2,2,0.8045112781954887,0.723404255319149,1.0,1.0,<a_193>,<a_85>,<a_193><b_75>,<a_85><b_103>,0.0,0.0
3083,Elitech WJL-6000 Portable Refrigerant Halogen Leak Detector Tester Air Condition HVAC R22 R410A R134A CFCs HCFCs HFCs Detects,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,109,19,2,1,0.5596330275229358,0.5789473684210527,1.0,1.0,<a_158>,<a_5>,<a_158><b_21>,<a_5><b_125>,0.0,0.0
3085,JOYSA 5PCS 0.4mm Drill Bits for 3D MakerBot Printer Nozzle Cleaning Kit BY JOYSA US Registered Brand,3d_filament,1,l1_routing_miss,0.0,0.0,0.0,0.0,99,73,1,1,0.6363636363636364,0.726027397260274,1.0,1.0,<a_17>,<a_17>,<a_17><b_235>,<a_17><b_199>,0.0,0.0
3090,"WoodPro Fasteners AP9X212-1 #9 by 2-1/2-Inch All Purpose Wood Construction Screws, T25, 1LB Net Weight",fastener,1,l2_routing_miss_after_l1_hit,1.0,1.0,0.0,0.0,191,52,2,1,0.7329842931937173,0.9230769230769231,1.0,1.0,<a_224>,<a_57>,<a_224><b_230>,<a_57><b_30>,0.0,0.0
3092,WallPeg pegboard hooks &ndash; locking peg hooks &ndash; 50 peg kit for tool storage and craft organizer,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,100,34,3,3,0.6,0.6470588235294118,1.0,1.0,<a_42>,<a_172>,<a_42><b_87>,<a_172><b_67>,0.0,0.0
3096,"HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Bronze",3d_filament,1,leaf_or_ranking_miss_after_l2_hit,1.0,1.0,1.0,1.0,247,128,47,26,0.9676113360323887,1.0,1.0,1.0,<a_223>,<a_235>,<a_223><b_198>,<a_235><b_198>,0.0,0.0
3100,"Pro Tapes PRO-46/BLK260 PRO-46 Colored Masking Tape: 2"" x 60 yd, Black",tape,1,l2_routing_miss_after_l1_hit,1.0,1.0,0.0,0.0,117,85,6,1,0.5470085470085471,0.5294117647058824,0.6666666666666666,1.0,<a_202>,<a_18>,<a_202><b_62>,<a_18><b_34>,0.0,0.0
3103,"HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gold",3d_filament,1,l2_routing_miss_after_l1_hit,1.0,1.0,0.0,0.0,247,128,10,10,0.9676113360323887,1.0,1.0,1.0,<a_223>,<a_235>,<a_223><b_72>,<a_235><b_154>,0.0,0.0
3105,"Lexan Sheet - Polycarbonate - .118"" - 1/8"" Thick, Clear, 12"" x 12"" Nominal",other,1,l1_routing_miss,0.0,0.0,0.0,0.0,60,36,1,1,0.4,0.5277777777777778,1.0,1.0,<a_79>,<a_151>,<a_79><b_45>,<a_151><b_85>,0.0,0.0
3106,"Rust-Oleum 214382Heavy-Duty Degreaser, 32-Ounce",other,1,l1_routing_miss,0.0,0.0,0.0,0.0,40,61,1,1,0.875,0.7049180327868853,1.0,1.0,<a_66>,<a_112>,<a_66><b_92>,<a_112><b_111>,0.0,0.0
3107,"uxcell a12071000ux0902 5 Pcs SPST On Off Black Snap in Boat Rocker Switch AC 250V/16A 125V/16A, Pack of 5",other,1,l1_routing_miss,0.0,0.0,0.0,0.0,84,47,2,1,0.7380952380952381,0.6382978723404256,1.0,1.0,<a_236>,<a_45>,<a_236><b_18>,<a_45><b_189>,0.0,0.0
3120,"Well Pump Wire Splice Kit, Submersible 3M Dual Wall Heat Shrink Tubing and Copper Connector for 4 Wires, 10#12#14 AWG.",adhesive_epoxy,1,l1_routing_miss,0.0,0.0,0.0,0.0,96,40,1,1,0.5625,0.925,1.0,1.0,<a_228>,<a_118>,<a_228><b_125>,<a_118><b_27>,0.0,0.0
3121,"3M General Purpose Vinyl Tape 764 Yellow, 2 in x 36 yd 5.0 mil (Pack of 1)",adhesive_epoxy,1,l1_routing_miss,0.0,0.0,0.0,0.0,117,85,1,1,0.5470085470085471,0.5294117647058824,1.0,1.0,<a_202>,<a_18>,<a_202><b_210>,<a_18><b_165>,0.0,0.0
3124,"Industrial & Scientific"" />",metadata_placeholder,1,l1_routing_miss,0.0,0.0,0.0,0.0,31,29,1,1,0.7741935483870968,0.8275862068965517,1.0,1.0,<a_15>,<a_190>,<a_15><b_243>,<a_190><b_36>,0.0,0.0
3125,"E-Projects 10EP514470R 470 Ohm Resistors, 1/4 W, 5% (Pack of 10)",tape,1,l1_routing_miss,0.0,0.0,0.0,0.0,114,68,5,9,0.5350877192982456,0.4117647058823529,1.0,1.0,<a_73>,<a_130>,<a_73><b_224>,<a_130><b_23>,0.0,0.0
3127,"Campbell 1/4"" x 250' Galvanized Cable 7000827 Aircraft Cable",other,1,l1_routing_miss,0.0,0.0,0.0,0.0,119,59,1,1,0.5714285714285714,0.8983050847457628,1.0,1.0,<a_67>,<a_99>,<a_67><b_192>,<a_99><b_65>,0.0,0.0
3135,"Industrial & Scientific"" />",metadata_placeholder,1,l1_routing_miss,0.0,0.0,0.0,0.0,31,29,1,1,0.7741935483870968,0.8275862068965517,1.0,1.0,<a_15>,<a_190>,<a_15><b_96>,<a_190><b_1>,0.0,0.0
3150,"Brute 2632 BLU 22"" Diameter x 27-1/4"" Height, 32 gallon Blue LLDPE Heavy-Duty Round Container without Lid",other,1,l2_routing_miss_after_l1_hit,1.0,1.0,0.0,0.0,95,74,2,1,0.9052631578947369,0.7297297297297297,1.0,1.0,<a_210>,<a_232>,<a_210><b_69>,<a_232><b_116>,0.0,0.0
3151,Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply,3d_filament,1,l1_routing_miss,0.0,0.0,0.0,0.0,109,105,1,5,0.5596330275229358,0.5428571428571428,1.0,1.0,<a_158>,<a_223>,<a_158><b_211>,<a_223><b_70>,0.0,0.0
3153,"WORKSHOP Wet/Dry Vacs WS1600SS Stainless Steel 6.5-Peak Wet Dry Vacuum Cleaner, 16 Gallon",3d_filament,1,l1_routing_miss,0.0,0.0,0.0,0.0,119,58,2,3,0.7142857142857143,0.6551724137931034,1.0,1.0,<a_24>,<a_44>,<a_24><b_11>,<a_44><b_116>,0.0,0.0
3163,"Scott Essential Multifold Paper Towels (01804) with Fast-Drying Absorbency Pockets, White, 16 Packs / Case, 250 Multifold Towels / Pack",other,1,l1_routing_miss,0.0,0.0,0.0,0.0,95,29,1,1,0.9052631578947369,0.6896551724137931,1.0,1.0,<a_210>,<a_1>,<a_210><b_45>,<a_1><b_14>,0.0,0.0
3166,Fouring BL Car Wide Angle Rear View Multi Blind Spot Mirror 3M VHB Tape,tape,1,l1_routing_miss,0.0,0.0,0.0,0.0,81,11,2,1,0.8888888888888888,0.45454545454545453,0.5,1.0,<a_180>,<a_129>,<a_180><b_192>,<a_129><b_150>,0.0,0.0
3182,XCSOURCE 1 Set 6X8MM Head Tungsten Carbide Burrs For Rotary Drill Die Grinder Carving Bit BI044,other,1,l2_routing_miss_after_l1_hit,1.0,1.0,0.0,0.0,133,47,1,1,0.8045112781954887,0.723404255319149,1.0,1.0,<a_193>,<a_85>,<a_193><b_207>,<a_85><b_220>,0.0,0.0
3184,"Velleman AS4 Anti-Static Mat with Ground Cable - Desktop static dissipative mat - 11.8"" x 22",other,1,l1_routing_miss,0.0,0.0,0.0,0.0,50,15,1,1,0.46,0.4666666666666667,1.0,1.0,<a_23>,<a_168>,<a_23><b_205>,<a_168><b_221>,0.0,0.0
3185,Genuine E3D V6 All-Metal HotEnd 1.75mm Universal w/ Bowden Full Kit 12V (V6-175-B),3d_filament,1,l2_routing_miss_after_l1_hit,0.0,0.0,0.0,0.0,72,28,2,2,0.9305555555555556,0.9642857142857143,1.0,1.0,<a_91>,<a_23>,<a_91><b_219>,<a_23><b_62>,0.0,0.0
3187,"Eagle 1202 Galvanized Steel Poly Tube Cigarette Butt Receptacle, 2-1/2 gallon Capacity, 35"" Height, 11"" Diameter, Yellow",other,1,l1_routing_miss,0.0,0.0,0.0,0.0,95,74,1,1,0.9052631578947369,0.7297297297297297,1.0,1.0,<a_210>,<a_232>,<a_210><b_253>,<a_232><b_208>,0.0,0.0
3189,"1/2"" FPT TO 1/2"" BARB - Stainless Steel",connector_fitting,1,l1_routing_miss,0.0,0.0,0.0,0.0,143,35,2,1,0.5384615384615384,0.7428571428571429,1.0,1.0,<a_108>,<a_236>,<a_108><b_239>,<a_236><b_160>,0.0,0.0
3190,TEMCo Heavy Duty Foot Switch CN0003 - Cast Aluminum Foot Switch 15A SPDT Electric Pedal Momentary 5 YEAR WARRANTY,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,84,47,1,1,0.7380952380952381,0.6382978723404256,1.0,1.0,<a_236>,<a_45>,<a_236><b_213>,<a_45><b_222>,0.0,0.0
3200,"Universal Glove Box Holder - Dispenser, Standard Size, Each",other,1,l1_routing_miss,0.0,0.0,0.0,0.0,65,34,1,1,0.9230769230769231,0.9705882352941176,1.0,1.0,<a_44>,<a_233>,<a_44><b_29>,<a_233><b_179>,0.0,0.0
3202,"XiKe 30012X (300 Qty) 1/2"" Steel Balls, Slingshot Ammo Steel shot - G100",other,1,l1_routing_miss,0.0,0.0,0.0,0.0,118,29,3,1,0.6271186440677966,0.7586206896551724,1.0,1.0,<a_71>,<a_253>,<a_71><b_207>,<a_253><b_39>,0.0,0.0
3206,Texas Instruments NE555P Single Precision Timer (Pack of 10),other,1,l1_routing_miss,0.0,0.0,0.0,0.0,68,66,3,4,0.75,0.696969696969697,1.0,0.75,<a_30>,<a_142>,<a_30><b_191>,<a_142><b_174>,0.0,0.0
3208,"Polycarbonate Tubing, 3/4"" ID x 1"" OD x 1/8"" Wall, Clear Color 24"" L",connector_fitting,1,l2_routing_miss_after_l1_hit,0.0,0.0,0.0,0.0,96,76,4,3,0.5625,0.5921052631578947,0.75,1.0,<a_228>,<a_247>,<a_228><b_194>,<a_247><b_54>,0.0,0.0
3215,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Copper",3d_filament,1,l1_routing_miss,0.0,0.0,0.0,0.0,247,128,47,20,0.9676113360323887,1.0,1.0,1.0,<a_223>,<a_235>,<a_223><b_198>,<a_235><b_17>,0.0,0.0
3228,URBEST&reg; 400V 10A 12 Postions Pre Insulated Fork Terminal Stripes 4 Pcs,other,1,l2_routing_miss_after_l1_hit,1.0,1.0,0.0,0.0,119,78,3,2,0.5714285714285714,0.6666666666666666,1.0,1.0,<a_67>,<a_243>,<a_67><b_136>,<a_243><b_204>,0.0,0.0
3230,"E-Z Lok Threaded Insert, Brass, Knife Thread, 5/16""-18 Internal Threads, 0.625"" Length (Pack of 10)",fastener,1,l1_routing_miss,0.0,0.0,0.0,0.0,191,53,4,4,0.7329842931937173,0.6037735849056604,1.0,1.0,<a_224>,<a_121>,<a_224><b_133>,<a_121><b_145>,0.0,0.0
3235,Uxcell s14032800am0476 Red Mushroom Cap 1NO 1NC DPST Emergency Stop Push Button Switch AC 660V 10A,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,84,28,1,1,0.7380952380952381,0.6785714285714286,1.0,1.0,<a_236>,<a_114>,<a_236><b_38>,<a_114><b_155>,0.0,0.0
3238,Empire Level 10304 Router Depth Gauge and Saw Depth Gauge,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,60,40,1,1,0.5,0.65,1.0,1.0,<a_104>,<a_77>,<a_104><b_68>,<a_77><b_201>,0.0,0.0
3256,"Transfer Pipette, 3.0ml Graduated, 5.0ml Capacity, Large Bulb, 155mm, Karter Scientific 206H3 (Pack of 100)",other,1,l2_routing_miss_after_l1_hit,0.0,0.0,0.0,0.0,111,56,3,1,0.7747747747747747,0.8214285714285714,1.0,1.0,<a_94>,<a_106>,<a_94><b_69>,<a_106><b_25>,0.0,0.0
3260,Strmlght Tlr Remote Door/Switch Assy,other,1,l1_routing_miss,0.0,0.0,0.0,0.0,118,13,1,1,0.6271186440677966,0.6153846153846154,1.0,1.0,<a_71>,<a_12>,<a_71><b_27>,<a_12><b_29>,0.0,0.0
3262,30-10071 Spdt N.o./n.c. Magnetic Reed Switch (1),other,1,l1_routing_miss,0.0,0.0,0.0,0.0,84,47,2,1,0.7380952380952381,0.6382978723404256,1.0,1.0,<a_236>,<a_45>,<a_236><b_229>,<a_45><b_184>,0.0,0.0
