idx,item_id,item_title,family,orig_failure_type_at10,orig_hit10,orig_hit1,orig_target_l1,orig_target_l2,orig_l1_bucket_size,orig_l2_bucket_size,orig_l1_family_purity,orig_l2_family_purity,orig_l1_in_history,orig_l2_in_history,sem_target_l1,sem_target_l2,sem_l1_bucket_size,sem_l2_bucket_size,sem_l1_family_purity,sem_l2_family_purity,sem_l1_in_history,sem_l2_in_history,delta_l1_in_history,delta_l2_in_history,delta_l1_purity,delta_l2_purity,delta_l1_bucket_size,delta_l2_bucket_size
3141,3557,3D Solutech Chocolate Brown 3D Printer PLA Filament 1.75MM Filament 2.2 LBS (1.0KG),3d_filament,hit10,1,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,1,1,<a_235>,<a_235><b_202>,128,24,1.0,1.0,1,1,0,0,0.03238866396761131,0.0,-119,0
3142,742,"Kingston KMBVM Series Brass Mini Ball Valve, Lever, 1/4"" NPT Male x NPT Female",tape,l1_routing_miss,0,0,<a_108>,<a_108><b_114>,143,2,0.5384615384615384,0.5,0,0,<a_239>,<a_239><b_151>,36,1,0.6666666666666666,1.0,0,0,0,0,0.1282051282051282,0.5,-107,-1
3143,1612,"Red Devil 0820 100 Percent Silicone Sealant Architectural Grade, Clear, 2.8-Ounce",adhesive_epoxy,l1_routing_miss,0,0,<a_244>,<a_244><b_195>,72,1,0.8333333333333334,1.0,0,0,<a_254>,<a_254><b_139>,65,5,0.9384615384615385,1.0,0,0,0,0,0.10512820512820509,0.0,-7,4
3144,1502,"Dap 18275 DYNAFLEX 230, White 100% Waterproof Window, Door & Trim Sealant, 10.1 oz",adhesive_epoxy,l1_routing_miss,0,0,<a_244>,<a_244><b_103>,72,1,0.8333333333333334,1.0,1,0,<a_29>,<a_29><b_36>,46,1,0.7608695652173914,1.0,0,0,-1,0,-0.07246376811594202,0.0,-26,0
3145,2969,BLTouch : Auto Bed Leveling Sensor / To be a Premium 3D Printer,3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_91>,<a_91><b_212>,72,1,0.9305555555555556,1.0,1,0,<a_123>,<a_123><b_231>,31,1,0.9032258064516129,1.0,0,0,-1,0,-0.027329749103942702,0.0,-41,0
3146,202,Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882),adhesive_epoxy,l1_routing_miss,0,0,<a_165>,<a_165><b_15>,72,2,0.8055555555555556,1.0,1,0,<a_175>,<a_175><b_162>,62,3,0.7741935483870968,1.0,1,1,0,1,-0.03136200716845883,0.0,-10,1
3147,1466,Seek Thermal Compact Imager for iOS-Apple,other,l1_routing_miss,0,0,<a_36>,<a_36><b_64>,54,1,0.5555555555555556,1.0,0,0,<a_35>,<a_35><b_124>,45,1,0.4888888888888889,1.0,0,0,0,0,-0.06666666666666671,0.0,-9,0
3148,1639,"Perfect-Prime TC41, 4-Channel K-Type Digital Thermometer Thermocouple Sensor -200~1372&deg;C/2501&deg;F",gauge_meter,l1_routing_miss,0,0,<a_211>,<a_211><b_75>,45,1,0.4222222222222222,1.0,0,0,<a_130>,<a_130><b_89>,68,1,0.4117647058823529,1.0,0,0,0,0,-0.0104575163398693,0.0,23,0
3149,160,"LASCO 11-1033 PTFE Pipe Sealant Tape, 1/2-Inch x 100-Inch, White",adhesive_epoxy,l1_routing_miss,0,0,<a_79>,<a_79><b_87>,60,2,0.4,0.5,0,0,<a_151>,<a_151><b_56>,36,1,0.5277777777777778,1.0,0,0,0,0,0.12777777777777777,0.5,-24,-1
3150,1551,"BuildTak 3D Printing Build Surface, 4.5"" x 4.5"" Square, Black (Pack of 3)",3d_filament,l1_routing_miss,0,0,<a_223>,<a_223><b_184>,247,6,0.9676113360323887,1.0,0,0,<a_105>,<a_105><b_240>,47,5,0.5319148936170213,1.0,0,0,0,0,-0.4356964424153674,0.0,-200,-1
3151,1203,"eSUN 3D 1.75mm PETG Natural Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent 1.75mm Natural",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_126>,247,10,0.9676113360323887,1.0,1,0,<a_235>,<a_235><b_18>,128,8,1.0,1.0,0,0,-1,0,0.03238866396761131,0.0,-119,-2
3152,42,"Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)",connector_fitting,l1_routing_miss,0,0,<a_71>,<a_71><b_242>,118,2,0.6271186440677966,1.0,0,0,<a_96>,<a_96><b_161>,28,2,0.5714285714285714,1.0,0,0,0,0,-0.05569007263922521,0.0,-90,0
3153,2912,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_158>,<a_158><b_72>,109,19,0.5596330275229358,1.0,1,0,<a_223>,<a_223><b_240>,105,20,0.5428571428571428,1.0,1,0,0,0,-0.01677588466579294,0.0,-4,1
3154,774,DuPont Teflon Non-Stick,other,l1_routing_miss,0,0,<a_197>,<a_197><b_204>,60,2,0.4666666666666667,1.0,0,0,<a_17>,<a_17><b_206>,73,6,0.726027397260274,1.0,0,0,0,0,0.2593607305936073,0.0,13,4
3155,126,"Applied Magnets 2-pc, 1.5"" Strong NdFeB Neodymium Cup Magnet with Countersunk Hole.",other,l1_routing_miss,0,0,<a_251>,<a_251><b_7>,92,1,0.6956521739130435,1.0,0,0,<a_153>,<a_153><b_182>,33,2,0.7575757575757576,0.5,0,0,0,0,0.06192358366271411,-0.5,-59,1
3156,3188,"Silica Gel Desiccant Packets by LotFancy, 5 Gram, Pack of 60, Safe Moisture Absorbing Drying Bulk Bags",other,l1_routing_miss,0,0,<a_206>,<a_206><b_193>,60,2,0.5,1.0,0,0,<a_105>,<a_105><b_238>,47,1,0.5319148936170213,1.0,0,0,0,0,0.03191489361702127,0.0,-13,-1
3157,562,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",3d_filament,l1_routing_miss,0,0,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,0,0,<a_235>,<a_235><b_198>,128,26,1.0,1.0,0,0,0,0,0.03238866396761131,0.0,-119,-21
3158,3442,"3D Solutech Real Purple 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,1,0,<a_235>,<a_235><b_202>,128,24,1.0,1.0,1,0,0,0,0.03238866396761131,0.0,-119,0
3159,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",3d_filament,hit10,1,0,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,1,1,<a_235>,<a_235><b_198>,128,26,1.0,1.0,1,1,0,0,0.03238866396761131,0.0,-119,-21
3160,1851,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",3d_filament,hit10,1,0,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,1,1,<a_235>,<a_235><b_198>,128,26,1.0,1.0,1,1,0,0,0.03238866396761131,0.0,-119,-21
3161,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,hit10,1,0,<a_223>,<a_223><b_20>,247,5,0.9676113360323887,1.0,1,0,<a_66>,<a_66><b_42>,85,1,0.9882352941176471,1.0,0,0,-1,0,0.02062395808525841,0.0,-162,-4
3162,2333,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",3d_filament,l1_routing_miss,0,0,<a_91>,<a_91><b_162>,72,1,0.9305555555555556,1.0,0,0,<a_66>,<a_66><b_27>,85,1,0.9882352941176471,1.0,1,0,1,0,0.05767973856209152,0.0,13,0
3163,3016,"HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_201>,247,3,0.9676113360323887,0.6666666666666666,1,0,<a_235>,<a_235><b_221>,128,1,1.0,1.0,1,0,0,0,0.03238866396761131,0.33333333333333337,-119,-2
3164,121,Magnum Media DUAL SCALE 0-32% Brix and 1.000-1.130SG Wort Refractometer RSG-100ATC Beer Home Brew,gauge_meter,l1_routing_miss,0,0,<a_107>,<a_107><b_26>,66,3,0.7575757575757576,1.0,0,0,<a_51>,<a_51><b_96>,52,2,0.5769230769230769,1.0,0,0,0,0,-0.1806526806526807,0.0,-14,-1
3165,3591,"1/4"" Eccentric Spacer for Full Size V Wheels (Pack of 20)",other,l1_routing_miss,0,0,<a_159>,<a_159><b_5>,52,1,0.5192307692307693,1.0,1,0,<a_232>,<a_232><b_65>,74,2,0.7297297297297297,1.0,0,0,-1,0,0.21049896049896044,0.0,22,1
3166,1424,"AKOAK 15amp Diode Axial Schottky Blocking Diodes for Solar Cells Panel,15SQ045 Schottky(20Pcs)",other,l1_routing_miss,0,0,<a_30>,<a_30><b_60>,68,1,0.75,1.0,0,0,<a_196>,<a_196><b_0>,43,1,0.9069767441860465,1.0,0,0,0,0,0.15697674418604646,0.0,-25,0
3167,1749,10 pcs New A3144 A3144E OH3144E 3144 Hall Effect Sensor,other,l2_routing_miss_after_l1_hit,0,0,<a_73>,<a_73><b_154>,114,1,0.5350877192982456,1.0,0,0,<a_246>,<a_246><b_231>,17,1,0.7058823529411765,1.0,0,0,0,0,0.1707946336429309,0.0,-97,0
3168,1521,"Aluminum Crimping Loop Sleeve for 1/8"" Diameter Wire Rope and Cable, (Pack of 100)",connector_fitting,l1_routing_miss,0,0,<a_67>,<a_67><b_249>,119,2,0.5714285714285714,1.0,0,0,<a_243>,<a_243><b_98>,78,2,0.6666666666666666,1.0,0,0,0,0,0.09523809523809523,0.0,-41,0
3169,115,"Industrial & Scientific"" />",metadata_placeholder,l1_routing_miss,0,0,<a_233>,<a_233><b_203>,20,1,0.6,1.0,0,0,<a_206>,<a_206><b_79>,22,1,0.5,1.0,0,0,0,0,-0.09999999999999998,0.0,2,0
3170,809,"Loos Cableware AN100-C4 Stainless Steel Thimble for 3/32"" and 1/8"" Diameter Wire Rope (10 Piece)",other,hit10,1,0,<a_67>,<a_67><b_108>,119,4,0.5714285714285714,1.0,1,0,<a_96>,<a_96><b_127>,28,1,0.5714285714285714,1.0,0,0,-1,0,0.0,0.0,-91,-3
3171,137,"Swordfish 31930 Stainless Steel Screw Assortment, 420 Piece",fastener,l1_routing_miss,0,0,<a_224>,<a_224><b_150>,191,1,0.7329842931937173,1.0,0,0,<a_86>,<a_86><b_194>,50,3,0.92,1.0,0,0,0,0,0.18701570680628277,0.0,-141,2
3172,812,ShipGuard 600 Ziplock Bags 6 Assorted Sizes Clear 2MIL baggies1.5x2 2x2 2x3 3x3 3x4 3x5,other,l1_routing_miss,0,0,<a_210>,<a_210><b_239>,95,1,0.9052631578947369,1.0,0,0,<a_59>,<a_59><b_101>,41,1,0.9512195121951219,1.0,0,0,0,0,0.04595635430038503,0.0,-54,0
3173,2830,"Stainless Steel 316/316L Pipe Fitting, Nipple, Schedule 40, Seamless, 1"" X 5-1/2"" NPT Male by Merit Brass",tape,l1_routing_miss,0,0,<a_108>,<a_108><b_42>,143,7,0.5384615384615384,1.0,1,1,<a_198>,<a_198><b_236>,45,4,0.7555555555555555,1.0,1,1,0,0,0.2170940170940171,0.0,-98,-3
3174,2831,"Stainless Steel 316 Pipe Fitting, Hex Countersunk Plug, Class 1000, 1/4"" NPT Male",tape,l2_routing_miss_after_l1_hit,0,0,<a_108>,<a_108><b_146>,143,8,0.5384615384615384,1.0,1,0,<a_198>,<a_198><b_104>,45,1,0.7555555555555555,1.0,1,0,0,0,0.2170940170940171,0.0,-98,-7
3175,1605,"1805-OW-PB/B-5 Nylon Onewrap Strap, Hook and Loop, 1-1/2"" Wide, 5' Length, Black",other,l1_routing_miss,0,0,<a_68>,<a_68><b_161>,67,1,0.4925373134328358,1.0,0,0,<a_24>,<a_24><b_0>,41,1,0.5609756097560976,1.0,0,0,0,0,0.06843829632326182,0.0,-26,0
3176,3333,"E-Z Lok Threaded Insert, Brass, Knife Thread, 3/8""-16 Internal Threads, 0.625"" Length (Pack of 10)",fastener,l1_routing_miss,0,0,<a_224>,<a_224><b_133>,191,4,0.7329842931937173,1.0,0,0,<a_121>,<a_121><b_145>,53,4,0.6037735849056604,1.0,0,0,0,0,-0.12921070828805692,0.0,-138,0
3177,723,"4"" x 6"" 4 Mil (Heavy Duty) Plymor Brand Zipper Reclosable Storage Bags, DispenserBag Pack of 100",other,l1_routing_miss,0,0,<a_210>,<a_210><b_219>,95,10,0.9052631578947369,1.0,0,0,<a_59>,<a_59><b_25>,41,5,0.9512195121951219,1.0,0,0,0,0,0.04595635430038503,0.0,-54,-5
3178,206,Fluke 1AC-A1-II VoltAlert Non-Contact Voltage Tester,other,l1_routing_miss,0,0,<a_36>,<a_36><b_4>,54,1,0.5555555555555556,1.0,0,0,<a_77>,<a_77><b_181>,40,1,0.65,1.0,0,0,0,0,0.09444444444444444,0.0,-14,0
3179,3400,CMS Magnetics Super Strong 1&rdquo; Neodymium Cube Magnet &ndash; Storage Box Included for Added Safety,connector_fitting,l1_routing_miss,0,0,<a_251>,<a_251><b_212>,92,3,0.6956521739130435,0.6666666666666666,0,0,<a_153>,<a_153><b_14>,33,1,0.7575757575757576,1.0,0,0,0,0,0.06192358366271411,0.33333333333333337,-59,-2
3180,1367,BOSTITCH PT-2319-3M 3/4-Inch 23 Gauge Pin (3000 per Box),fastener,l1_routing_miss,0,0,<a_42>,<a_42><b_218>,100,1,0.6,1.0,0,0,<a_57>,<a_57><b_57>,52,1,0.9230769230769231,1.0,0,0,0,0,0.32307692307692315,0.0,-48,0
3181,23,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",adhesive_epoxy,l1_routing_miss,0,0,<a_202>,<a_202><b_100>,117,1,0.5470085470085471,1.0,0,0,<a_195>,<a_195><b_24>,30,2,0.6333333333333333,0.5,0,0,0,0,0.08632478632478624,-0.5,-87,1
3182,1255,"SE 82331TF 30-Piece Set of Titanium-Coated Diamond Burrs, Grits 120-150",tape,l1_routing_miss,0,0,<a_193>,<a_193><b_203>,133,1,0.8045112781954887,1.0,0,0,<a_85>,<a_85><b_129>,47,1,0.723404255319149,1.0,0,0,0,0,-0.08110702287633975,0.0,-86,0
3183,1513,Thermal Grizzly Conductonaut Thermal Grease Paste - 1.0 Gram,other,l1_routing_miss,0,0,<a_79>,<a_79><b_232>,60,1,0.4,1.0,0,0,<a_119>,<a_119><b_255>,31,2,0.8064516129032258,1.0,0,0,0,0,0.40645161290322573,0.0,-29,1
3184,1030,"SE DT220R 180 Grit Diamond Burr Set with 1/8"" Shank, 20-Piece",other,leaf_or_ranking_miss_after_l2_hit,0,0,<a_193>,<a_193><b_113>,133,5,0.8045112781954887,1.0,1,0,<a_85>,<a_85><b_2>,47,1,0.723404255319149,1.0,1,0,0,0,-0.08110702287633975,0.0,-86,-4
3185,2925,Uxcell a13102400ux0146 AC 300V 10A 5.08mm Pitch 2 Pin Screw Pluggable Terminal Block (Pack of 20),connector_fitting,l1_routing_miss,0,0,<a_73>,<a_73><b_236>,114,2,0.5350877192982456,1.0,0,0,<a_15>,<a_15><b_24>,25,1,0.52,1.0,0,0,0,0,-0.015087719298245594,0.0,-89,-1
3186,139,DuPont Teflon Non-Stick,other,l2_routing_miss_after_l1_hit,0,0,<a_197>,<a_197><b_204>,60,2,0.4666666666666667,1.0,0,0,<a_17>,<a_17><b_206>,73,6,0.726027397260274,1.0,0,0,0,0,0.2593607305936073,0.0,13,4
3187,140,DuPont Teflon Silicone Lubricant,other,hit10,1,1,<a_173>,<a_173><b_201>,64,1,0.75,1.0,0,0,<a_112>,<a_112><b_249>,61,1,0.7049180327868853,1.0,0,0,0,0,-0.04508196721311475,0.0,-3,0
3188,975,"X-Treme Tape TPE-XZLB Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Black",tape,l1_routing_miss,0,0,<a_202>,<a_202><b_198>,117,10,0.5470085470085471,1.0,0,0,<a_18>,<a_18><b_48>,85,10,0.5294117647058824,1.0,0,0,0,0,-0.017596782302664704,0.0,-32,0
3189,1373,"X-Treme Tape TPE-XZLBRD Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Bright Red",tape,leaf_or_ranking_miss_after_l2_hit,0,0,<a_202>,<a_202><b_198>,117,10,0.5470085470085471,1.0,1,1,<a_18>,<a_18><b_48>,85,10,0.5294117647058824,1.0,1,1,0,0,-0.017596782302664704,0.0,-32,0
3190,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,0,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,0,0,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,0,0,0,0,0.17099567099567103,0.0,-52,0
3191,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
3192,1042,uxcell Mandrel Mounted White Conical Felt Point Polishing Tool,other,l1_routing_miss,0,0,<a_193>,<a_193><b_64>,133,1,0.8045112781954887,1.0,0,0,<a_20>,<a_20><b_30>,39,1,0.8974358974358975,1.0,0,0,0,0,0.09292461924040873,0.0,-94,0
3193,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
3194,1923,POWERTEC 71007 110/220V Paddle Switch,other,l1_routing_miss,0,0,<a_236>,<a_236><b_233>,84,1,0.7380952380952381,1.0,0,0,<a_12>,<a_12><b_32>,13,1,0.6153846153846154,1.0,0,0,0,0,-0.12271062271062272,0.0,-71,0
3195,967,"Forney 72755 Wire Cup Brush, Coarse Crimped with 5/8-Inch-11 Threaded Arbor, 2-3/4-Inch-by-.014-Inch",other,l1_routing_miss,0,0,<a_193>,<a_193><b_178>,133,7,0.8045112781954887,1.0,0,0,<a_20>,<a_20><b_202>,39,1,0.8974358974358975,1.0,0,0,0,0,0.09292461924040873,0.0,-94,-6
3196,968,"Forney 72788 Wire Wheel Brush, Coarse Crimped with 5/8-Inch-11 Threaded Arbor, 4-Inch-by-.014-Inch",other,leaf_or_ranking_miss_after_l2_hit,0,0,<a_193>,<a_193><b_178>,133,7,0.8045112781954887,1.0,1,1,<a_20>,<a_20><b_25>,39,1,0.8974358974358975,1.0,1,0,0,-1,0.09292461924040873,0.0,-94,-6
3197,159,"Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black",gauge_meter,l2_routing_miss_after_l1_hit,0,0,<a_107>,<a_107><b_90>,66,2,0.7575757575757576,1.0,1,0,<a_35>,<a_35><b_182>,45,2,0.4888888888888889,1.0,0,0,-1,0,-0.2686868686868687,0.0,-21,0
3198,109,"Arlington LPCG50-1 Low-Profile Strain Relief Cord Connector, 1/2 Inch",connector_fitting,l1_routing_miss,0,0,<a_67>,<a_67><b_158>,119,1,0.5714285714285714,1.0,1,0,<a_243>,<a_243><b_221>,78,3,0.6666666666666666,1.0,1,0,0,0,0.09523809523809523,0.0,-41,2
3199,1043,"Adenna DLG675 Dark Light 9 mil Nitrile Powder Free Exam Gloves (Black, Medium) Box of 100",other,l1_routing_miss,0,0,<a_44>,<a_44><b_71>,65,1,0.9230769230769231,1.0,0,0,<a_233>,<a_233><b_228>,34,1,0.9705882352941176,1.0,0,0,0,0,0.04751131221719451,0.0,-31,0
3200,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,hit10,1,0,<a_223>,<a_223><b_20>,247,5,0.9676113360323887,1.0,1,0,<a_66>,<a_66><b_42>,85,1,0.9882352941176471,1.0,0,0,-1,0,0.02062395808525841,0.0,-162,-4
3201,1128,Loctite Heavy Duty Epoxy Quick Set 8-Fluid Ounce Bottle (1365736),adhesive_epoxy,l1_routing_miss,0,0,<a_165>,<a_165><b_35>,72,3,0.8055555555555556,0.6666666666666666,0,0,<a_175>,<a_175><b_75>,62,2,0.7741935483870968,1.0,0,0,0,0,-0.03136200716845883,0.33333333333333337,-10,-1
3202,326,J-B Weld 8276 KwikWeld Quick Setting Steel Reinforced Epoxy - 2 oz.,adhesive_epoxy,leaf_or_ranking_miss_after_l2_hit,0,0,<a_165>,<a_165><b_59>,72,4,0.8055555555555556,1.0,0,0,<a_254>,<a_254><b_119>,65,3,0.9384615384615385,1.0,0,0,0,0,0.13290598290598288,0.0,-7,-1
3203,2086,"Dynarex 4110-B Disposable Scalpels, Sterile, Number 10, 10/bx",other,l1_routing_miss,0,0,<a_180>,<a_180><b_183>,81,2,0.8888888888888888,1.0,0,0,<a_72>,<a_72><b_17>,6,1,1.0,1.0,0,0,0,0,0.11111111111111116,0.0,-75,-1
3204,2087,Dynarex Medicut Scalpels Disposable Sterile #15 10/Bx,other,l1_routing_miss,0,0,<a_180>,<a_180><b_183>,81,2,0.8888888888888888,1.0,1,1,<a_72>,<a_72><b_198>,6,1,1.0,1.0,1,0,0,-1,0.11111111111111116,0.0,-75,-1
3205,152,"Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)",connector_fitting,l1_routing_miss,0,0,<a_228>,<a_228><b_113>,96,1,0.5625,1.0,0,0,<a_125>,<a_125><b_98>,23,1,0.5217391304347826,1.0,0,0,0,0,-0.040760869565217406,0.0,-73,0
3206,406,"Hillman 830502 Flat Washer, Stainless-Steel",fastener,l1_routing_miss,0,0,<a_224>,<a_224><b_209>,191,10,0.7329842931937173,0.9,0,0,<a_19>,<a_19><b_161>,29,2,0.6896551724137931,0.5,0,0,0,0,-0.043329120779924124,-0.4,-162,-8
3207,1012,"4.5"" x 7/8"" Premium High Density Jumbo Zirconia Type 29 Flap Disc 40 Grit - 10 Pack",other,l1_routing_miss,0,0,<a_17>,<a_17><b_220>,99,2,0.6363636363636364,1.0,0,0,<a_17>,<a_17><b_20>,73,2,0.726027397260274,1.0,0,0,0,0,0.08966376089663763,0.0,-26,0
3208,1553,Inland 1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,hit10,1,0,<a_158>,<a_158><b_72>,109,19,0.5596330275229358,1.0,1,1,<a_223>,<a_223><b_240>,105,20,0.5428571428571428,1.0,1,1,0,0,-0.01677588466579294,0.0,-4,1
3209,3016,"HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_201>,247,3,0.9676113360323887,0.6666666666666666,0,0,<a_235>,<a_235><b_221>,128,1,1.0,1.0,0,0,0,0,0.03238866396761131,0.33333333333333337,-119,-2
3210,1733,"Bob Smith Industries BSI-151H Insta-Set Super Glue Accelerator, 2 fl. oz.",adhesive_epoxy,l1_routing_miss,0,0,<a_99>,<a_99><b_13>,32,2,0.53125,1.0,0,0,<a_175>,<a_175><b_230>,62,4,0.7741935483870968,1.0,0,0,0,0,0.24294354838709675,0.0,30,2
3211,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,l1_routing_miss,0,0,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,0,0,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,0,0,0,0,0.17099567099567103,0.0,-52,0
3212,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
3213,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
3214,772,"Watts 0009257 25AUB-Z3, 3/4"", bronz",other,l1_routing_miss,0,0,<a_108>,<a_108><b_6>,143,1,0.5384615384615384,1.0,0,0,<a_125>,<a_125><b_41>,23,1,0.5217391304347826,1.0,0,0,0,0,-0.01672240802675584,0.0,-120,0
3215,3557,3D Solutech Chocolate Brown 3D Printer PLA Filament 1.75MM Filament 2.2 LBS (1.0KG),3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,1,0,<a_235>,<a_235><b_202>,128,24,1.0,1.0,1,0,0,0,0.03238866396761131,0.0,-119,0
3216,57,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",adhesive_epoxy,l1_routing_miss,0,0,<a_165>,<a_165><b_247>,72,1,0.8055555555555556,1.0,0,0,<a_175>,<a_175><b_238>,62,1,0.7741935483870968,1.0,0,0,0,0,-0.03136200716845883,0.0,-10,0
3217,1387,"Uxcell a13052700ux0220 6mm to 8mm Bore Rigid Copper Motor Coupling Coupler W Tight Screws, Rubber",connector_fitting,l1_routing_miss,0,0,<a_23>,<a_23><b_238>,50,1,0.46,1.0,0,0,<a_201>,<a_201><b_33>,17,1,0.7058823529411765,1.0,0,0,0,0,0.2458823529411765,0.0,-33,0
3218,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",3d_filament,hit10,1,0,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,1,1,<a_235>,<a_235><b_198>,128,26,1.0,1.0,1,1,0,0,0.03238866396761131,0.0,-119,-21
3219,1824,DTOL 10 X Mini Laser Dot Diode Module Head WL Red 650nm 6mm 5V 5mW Pack of 10,other,l2_routing_miss_after_l1_hit,0,0,<a_73>,<a_73><b_110>,114,2,0.5350877192982456,1.0,1,0,<a_118>,<a_118><b_3>,40,1,0.925,1.0,0,0,-1,0,0.38991228070175443,0.0,-74,-1
3220,2588,"Pac-Kit by First Aid Only 4-007 Non-Woven Triangular Bandage with 2 Fastening Hooks, 56"" Length x 40"" Width",other,l1_routing_miss,0,0,<a_206>,<a_206><b_95>,60,1,0.5,1.0,0,0,<a_105>,<a_105><b_181>,47,1,0.5319148936170213,1.0,0,0,0,0,0.03191489361702127,0.0,-13,0
3221,2793,"First Aid Only Splinter Out, 10 Per Box",other,l1_routing_miss,0,0,<a_44>,<a_44><b_124>,65,1,0.9230769230769231,1.0,0,0,<a_78>,<a_78><b_41>,4,1,1.0,1.0,0,0,0,0,0.07692307692307687,0.0,-61,0
